CID,FID,Loc_ID,Community,D_ID,LocF_DistVKM,LocF_NearVKM,LocF_NoPWork,LocF_NoVRad20KM,LocF_OwnBNoPPDV,LocF_RC,LocF_SalNoPPD,LocF_Start_y,LocF_VRad20KM,Loc_IINear_DistKM,Loc_IINear_RC,M_ID,P_ID,Survey_Round,T_ID,UC_ID
103061011.0,1030610113.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,11.0,1.0,1.0,6.0,10.0
103061011.0,1030610113.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,11.0,1.0,1.0,6.0,10.0
103061011.0,1030610113.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,3.0,11.0,1.0,1.0,6.0,10.0
103061011.0,1030610113.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,11.0,1.0,1.0,6.0,10.0
103061011.0,1030610113.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,11.0,1.0,1.0,6.0,10.0
103071112.0,1030711124.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,12.0,1.0,1.0,7.0,11.0
103071112.0,1030711124.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,12.0,1.0,1.0,7.0,11.0
103071112.0,1030711124.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,12.0,1.0,1.0,7.0,11.0
103071112.0,1030711124.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1.0,12.0,1.0,1.0,7.0,11.0
103071112.0,1030711124.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,12.0,1.0,1.0,7.0,11.0
103071112.0,1030711124.0,6.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,12.0,1.0,1.0,7.0,11.0
104081213.0,1040812131.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,13.0,1.0,1.0,8.0,12.0
104081213.0,1040812131.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,13.0,1.0,1.0,8.0,12.0
104081213.0,1040812131.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,13.0,1.0,1.0,8.0,12.0
104081213.0,1040812131.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,13.0,1.0,1.0,8.0,12.0
104081213.0,1040812131.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,13.0,1.0,1.0,8.0,12.0
104081213.0,1040812131.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,13.0,1.0,1.0,8.0,12.0
104081314.0,1040813142.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,14.0,1.0,1.0,8.0,13.0
104081314.0,1040813142.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,14.0,1.0,1.0,8.0,13.0
104081314.0,1040813142.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,14.0,1.0,1.0,8.0,13.0
104081314.0,1040813142.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,14.0,1.0,1.0,8.0,13.0
104081314.0,1040813142.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,14.0,1.0,1.0,8.0,13.0
104081314.0,1040813142.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,14.0,1.0,1.0,8.0,13.0
104081415.0,1040814153.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1.0,1.0,8.0,14.0
104081415.0,1040814153.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1.0,1.0,8.0,14.0
104081415.0,1040814153.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,15.0,1.0,1.0,8.0,14.0
104081415.0,1040814153.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,15.0,1.0,1.0,8.0,14.0
104081415.0,1040814153.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1.0,1.0,8.0,14.0
104081415.0,1040814153.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,15.0,1.0,1.0,8.0,14.0
104091516.0,1040915164.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,16.0,1.0,1.0,9.0,15.0
104091516.0,1040915164.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,16.0,1.0,1.0,9.0,15.0
104091516.0,1040915164.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,16.0,1.0,1.0,9.0,15.0
104091516.0,1040915164.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,1.0,16.0,1.0,1.0,9.0,15.0
104091516.0,1040915164.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,1.0,1.0,9.0,15.0
104091516.0,1040915164.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,1.0,1.0,9.0,15.0
105101617.0,1051016171.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,17.0,1.0,1.0,10.0,16.0
105101617.0,1051016171.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,17.0,1.0,1.0,10.0,16.0
105101617.0,1051016171.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,17.0,1.0,1.0,10.0,16.0
105101617.0,1051016171.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1.0,17.0,1.0,1.0,10.0,16.0
105101617.0,1051016171.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,17.0,1.0,1.0,10.0,16.0
105101617.0,1051016171.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,17.0,1.0,1.0,10.0,16.0
105101718.0,1051017182.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,18.0,1.0,1.0,10.0,17.0
105101718.0,1051017182.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,18.0,1.0,1.0,10.0,17.0
105101718.0,1051017182.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,18.0,1.0,1.0,10.0,17.0
105101718.0,1051017182.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,2.0,18.0,1.0,1.0,10.0,17.0
105101718.0,1051017182.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,18.0,1.0,1.0,10.0,17.0
105101718.0,1051017182.0,6.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,18.0,1.0,1.0,10.0,17.0
105111819.0,1051118193.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,19.0,1.0,1.0,11.0,18.0
105111819.0,1051118193.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,19.0,1.0,1.0,11.0,18.0
105111819.0,1051118193.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,19.0,1.0,1.0,11.0,18.0
105111819.0,1051118193.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,19.0,1.0,1.0,11.0,18.0
105111819.0,1051118193.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,19.0,1.0,1.0,11.0,18.0
105111819.0,1051118193.0,6.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,19.0,1.0,1.0,11.0,18.0
105121920.0,1051219204.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,20.0,1.0,1.0,12.0,19.0
105121920.0,1051219204.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,20.0,1.0,1.0,12.0,19.0
105121920.0,1051219204.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,20.0,1.0,1.0,12.0,19.0
105121920.0,1051219204.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1.0,20.0,1.0,1.0,12.0,19.0
105121920.0,1051219204.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,20.0,1.0,1.0,12.0,19.0
105121920.0,1051219204.0,6.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,20.0,1.0,1.0,12.0,19.0
106132021.0,1061320211.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,21.0,1.0,1.0,13.0,20.0
106132021.0,1061320211.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,21.0,1.0,1.0,13.0,20.0
106132021.0,1061320211.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,21.0,1.0,1.0,13.0,20.0
106132021.0,1061320211.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,3.0,21.0,1.0,1.0,13.0,20.0
106132021.0,1061320211.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,21.0,1.0,1.0,13.0,20.0
106132021.0,1061320211.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,21.0,1.0,1.0,13.0,20.0
106132122.0,1061321222.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,22.0,1.0,1.0,13.0,21.0
106132122.0,1061321222.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,22.0,1.0,1.0,13.0,21.0
106132122.0,1061321222.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,22.0,1.0,1.0,13.0,21.0
106132122.0,1061321222.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,3.0,22.0,1.0,1.0,13.0,21.0
106132122.0,1061321222.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,22.0,1.0,1.0,13.0,21.0
106132122.0,1061321222.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,3.0,22.0,1.0,1.0,13.0,21.0
106142223.0,1061422233.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,23.0,1.0,1.0,14.0,22.0
106142223.0,1061422233.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,23.0,1.0,1.0,14.0,22.0
106142223.0,1061422233.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,23.0,1.0,1.0,14.0,22.0
106142223.0,1061422233.0,4.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,3.0,23.0,1.0,1.0,14.0,22.0
106142223.0,1061422233.0,5.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,23.0,1.0,1.0,14.0,22.0
106142223.0,1061422233.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,3.0,23.0,1.0,1.0,14.0,22.0
106142324.0,1061423244.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.0,24.0,1.0,1.0,14.0,23.0
106142324.0,1061423244.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,24.0,1.0,1.0,14.0,23.0
106142324.0,1061423244.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.0,24.0,1.0,1.0,14.0,23.0
106142324.0,1061423244.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,3.0,24.0,1.0,1.0,14.0,23.0
106142324.0,1061423244.0,5.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.0,24.0,1.0,1.0,14.0,23.0
106142324.0,1061423244.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,3.0,24.0,1.0,1.0,14.0,23.0
107152425.0,1071524251.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.0,25.0,1.0,1.0,15.0,24.0
107152425.0,1071524251.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,25.0,1.0,1.0,15.0,24.0
107152425.0,1071524251.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.0,25.0,1.0,1.0,15.0,24.0
107152425.0,1071524251.0,4.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.0,25.0,1.0,1.0,15.0,24.0
107152425.0,1071524251.0,5.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,25.0,1.0,1.0,15.0,24.0
107152425.0,1071524251.0,6.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.0,25.0,1.0,1.0,15.0,24.0
107162526.0,1071625262.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,3.0,26.0,1.0,1.0,16.0,25.0
107162526.0,1071625262.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,3.0,26.0,1.0,1.0,16.0,25.0
107162526.0,1071625262.0,3.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,3.0,26.0,1.0,1.0,16.0,25.0
