Survey_Round,CID,Community,Src_ID,Src_CV,Src_CV_y,Src_Near_DistKM,Src_HHLAI,Src_HHNFI,Src_Lease_5y,FID,P_ID,D_ID,T_ID,UC_ID,M_ID
1,102030506,2,8,0,,1.0,0.0,0.0,,1020305062.0,1,2,3,5,6
1,102030506,2,9,0,,10.0,0.0,0.0,,1020305062.0,1,2,3,5,6
1,102030506,2,10,0,,5.0,1.0,0.0,3.0,1020305062.0,1,2,3,5,6
1,102030607,3,1,0,,35.0,1.0,0.0,3.0,1020306073.0,1,2,3,6,7
1,102030607,3,2,0,,27.0,0.0,0.0,,1020306073.0,1,2,3,6,7
1,102030607,3,3,0,,35.0,0.0,0.0,,1020306073.0,1,2,3,6,7
1,102030607,3,4,0,,11.0,1.0,1.0,2.0,1020306073.0,1,2,3,6,7
1,102030607,3,5,0,,25.0,1.0,0.0,2.0,1020306073.0,1,2,3,6,7
1,102030607,3,6,0,,17.0,0.0,0.0,,1020306073.0,1,2,3,6,7
1,102030607,3,7,0,,25.0,1.0,1.0,3.0,1020306073.0,1,2,3,6,7
1,102030607,3,8,1,1999.0,,0.0,0.0,,1020306073.0,1,2,3,6,7
1,102030607,3,9,0,,50.0,0.0,0.0,,1020306073.0,1,2,3,6,7
1,102030607,3,10,1,1999.0,,1.0,1.0,2.0,1020306073.0,1,2,3,6,7
1,102040708,4,1,0,,40.0,1.0,0.0,2.0,1020407084.0,1,2,4,7,8
1,102040708,4,2,0,,10.0,0.0,0.0,,1020407084.0,1,2,4,7,8
1,102040708,4,3,0,,10.0,0.0,0.0,,1020407084.0,1,2,4,7,8
1,102040708,4,4,0,,10.0,0.0,1.0,3.0,1020407084.0,1,2,4,7,8
1,102040708,4,5,0,,7.0,0.0,0.0,,1020407084.0,1,2,4,7,8
1,102040708,4,6,1,1999.0,,0.0,0.0,,1020407084.0,1,2,4,7,8
1,102040708,4,7,0,,5.0,0.0,0.0,,1020407084.0,1,2,4,7,8
1,102040708,4,8,0,,2.0,0.0,0.0,,1020407084.0,1,2,4,7,8
1,102040708,4,9,0,,10.0,0.0,0.0,,1020407084.0,1,2,4,7,8
1,102040708,4,10,0,,5.0,0.0,0.0,,1020407084.0,1,2,4,7,8
1,103050809,1,1,0,,10.0,1.0,0.0,3.0,1030508091.0,1,3,5,8,9
1,103050809,1,2,0,,10.0,1.0,1.0,1.0,1030508091.0,1,3,5,8,9
1,103050809,1,3,0,,10.0,1.0,1.0,2.0,1030508091.0,1,3,5,8,9
1,103050809,1,4,0,,10.0,1.0,1.0,2.0,1030508091.0,1,3,5,8,9
1,103050809,1,5,0,,10.0,1.0,1.0,2.0,1030508091.0,1,3,5,8,9
1,103050809,1,6,0,,12.0,0.0,0.0,,1030508091.0,1,3,5,8,9
1,103050809,1,7,0,,6.0,1.0,1.0,3.0,1030508091.0,1,3,5,8,9
1,103050809,1,8,1,1999.0,,0.0,1.0,2.0,1030508091.0,1,3,5,8,9
1,103050809,1,9,0,,10.0,0.0,0.0,,1030508091.0,1,3,5,8,9
1,103050809,1,10,0,,10.0,1.0,0.0,2.0,1030508091.0,1,3,5,8,9
1,103060910,2,1,0,,22.0,1.0,0.0,2.0,1030609102.0,1,3,6,9,10
1,103060910,2,2,0,,8.0,1.0,1.0,1.0,1030609102.0,1,3,6,9,10
1,103060910,2,3,0,,26.0,1.0,0.0,3.0,1030609102.0,1,3,6,9,10
1,103060910,2,4,0,,26.0,0.0,0.0,,1030609102.0,1,3,6,9,10
1,103060910,2,5,0,,8.0,1.0,0.0,2.0,1030609102.0,1,3,6,9,10
1,103060910,2,6,1,1999.0,,0.0,0.0,,1030609102.0,1,3,6,9,10
1,103060910,2,7,1,1999.0,,1.0,1.0,3.0,1030609102.0,1,3,6,9,10
1,103060910,2,8,1,1999.0,,0.0,1.0,1.0,1030609102.0,1,3,6,9,10
1,103060910,2,9,0,,20.0,0.0,0.0,,1030609102.0,1,3,6,9,10
1,103060910,2,10,0,,8.0,1.0,0.0,2.0,1030609102.0,1,3,6,9,10
1,103061011,3,1,0,,10.0,1.0,0.0,3.0,1030610113.0,1,3,6,10,11
1,103061011,3,2,0,,11.0,1.0,1.0,1.0,1030610113.0,1,3,6,10,11
1,103061011,3,3,0,,11.0,1.0,1.0,3.0,1030610113.0,1,3,6,10,11
1,103061011,3,4,0,,10.0,0.0,0.0,,1030610113.0,1,3,6,10,11
1,103061011,3,5,0,,5.0,1.0,1.0,2.0,1030610113.0,1,3,6,10,11
1,103061011,3,6,0,,10.0,1.0,1.0,3.0,1030610113.0,1,3,6,10,11
1,103061011,3,7,0,,10.0,1.0,1.0,3.0,1030610113.0,1,3,6,10,11
1,103061011,3,8,1,1999.0,,0.0,0.0,,1030610113.0,1,3,6,10,11
1,103061011,3,9,0,,20.0,0.0,0.0,,1030610113.0,1,3,6,10,11
1,103061011,3,10,0,,13.0,1.0,0.0,2.0,1030610113.0,1,3,6,10,11
1,103071112,4,1,0,,20.0,1.0,0.0,3.0,1030711124.0,1,3,7,11,12
1,103071112,4,2,0,,20.0,1.0,1.0,1.0,1030711124.0,1,3,7,11,12
1,103071112,4,3,0,,20.0,1.0,1.0,1.0,1030711124.0,1,3,7,11,12
1,103071112,4,4,0,,20.0,1.0,1.0,1.0,1030711124.0,1,3,7,11,12
1,103071112,4,5,0,,22.0,1.0,1.0,3.0,1030711124.0,1,3,7,11,12
1,103071112,4,6,0,,10.0,0.0,1.0,3.0,1030711124.0,1,3,7,11,12
1,103071112,4,7,1,1999.0,,1.0,1.0,3.0,1030711124.0,1,3,7,11,12
1,103071112,4,8,1,1999.0,,0.0,1.0,1.0,1030711124.0,1,3,7,11,12
1,103071112,4,9,0,,20.0,0.0,0.0,,1030711124.0,1,3,7,11,12
1,103071112,4,10,0,,20.0,1.0,1.0,2.0,1030711124.0,1,3,7,11,12
1,104081314,2,1,0,,13.0,0.0,0.0,,1040613142.0,1,4,8,13,14
1,104081314,2,2,0,,13.0,1.0,1.0,3.0,1040613142.0,1,4,8,13,14
1,104081314,2,3,0,,13.0,0.0,0.0,,1040613142.0,1,4,8,13,14
1,104081314,2,4,1,2002.0,5.0,1.0,1.0,2.0,1040613142.0,1,4,8,13,14
1,104081314,2,5,0,,13.0,0.0,0.0,,1040613142.0,1,4,8,13,14
1,104081314,2,6,1,1999.0,,0.0,0.0,,1040613142.0,1,4,8,13,14
1,104081314,2,7,0,,13.0,1.0,1.0,3.0,1040613142.0,1,4,8,13,14
1,104081314,2,8,1,1999.0,,0.0,0.0,,1040613142.0,1,4,8,13,14
1,104081314,2,9,0,,11.0,0.0,0.0,,1040613142.0,1,4,8,13,14
1,104081314,2,10,0,,18.0,1.0,0.0,2.0,1040613142.0,1,4,8,13,14
1,104081213,1,1,0,,10.0,0.0,0.0,,1040812131.0,1,4,8,12,13
1,104081213,1,2,0,,10.0,0.0,0.0,,1040812131.0,1,4,8,12,13
1,104081213,1,3,0,,10.0,0.0,0.0,,1040812131.0,1,4,8,12,13
1,104081213,1,4,0,,10.0,0.0,0.0,,1040812131.0,1,4,8,12,13
1,104081213,1,5,0,,10.0,0.0,0.0,,1040812131.0,1,4,8,12,13
1,104081213,1,6,0,,10.0,0.0,0.0,,1040812131.0,1,4,8,12,13
1,104081213,1,7,0,,10.0,0.0,0.0,,1040812131.0,1,4,8,12,13
1,104081213,1,8,0,,10.0,0.0,0.0,,1040812131.0,1,4,8,12,13
1,104081213,1,9,0,,10.0,0.0,0.0,,1040812131.0,1,4,8,12,13
1,104081213,1,10,0,,10.0,0.0,0.0,,1040812131.0,1,4,8,12,13
1,104081415,3,1,0,,25.0,0.0,0.0,,1040814153.0,1,4,8,14,15
1,104081415,3,2,0,,13.0,1.0,1.0,2.0,1040814153.0,1,4,8,14,15
1,104081415,3,3,0,,25.0,0.0,0.0,,1040814153.0,1,4,8,14,15
1,104081415,3,4,1,1999.0,,1.0,1.0,2.0,1040814153.0,1,4,8,14,15
1,104081415,3,5,0,,25.0,0.0,0.0,,1040814153.0,1,4,8,14,15
1,104081415,3,6,0,,25.0,0.0,0.0,,1040814153.0,1,4,8,14,15
1,104081415,3,7,0,,10.0,0.0,0.0,,1040814153.0,1,4,8,14,15
1,104081415,3,8,1,1999.0,,0.0,0.0,,1040814153.0,1,4,8,14,15
1,104081415,3,9,0,,25.0,0.0,0.0,,1040814153.0,1,4,8,14,15
1,104081415,3,10,0,,10.0,0.0,0.0,,1040814153.0,1,4,8,14,15
1,105101617,1,1,0,,10.0,1.0,0.0,3.0,1051016171.0,1,5,10,16,17
1,105101617,1,2,0,,10.0,0.0,0.0,,1051016171.0,1,5,10,16,17
1,105101617,1,3,0,,10.0,1.0,1.0,2.0,1051016171.0,1,5,10,16,17
1,105101617,1,4,0,,45.0,0.0,0.0,,1051016171.0,1,5,10,16,17
1,105101617,1,5,0,,10.0,1.0,1.0,2.0,1051016171.0,1,5,10,16,17
1,105101617,1,6,0,,5.0,0.0,0.0,,1051016171.0,1,5,10,16,17
1,105101617,1,7,0,,2.0,1.0,0.0,3.0,1051016171.0,1,5,10,16,17
1,105101617,1,8,1,1999.0,,0.0,1.0,1.0,1051016171.0,1,5,10,16,17
1,105101617,1,9,0,,10.0,0.0,0.0,,1051016171.0,1,5,10,16,17
1,105101617,1,10,0,,10.0,1.0,0.0,3.0,1051016171.0,1,5,10,16,17
1,105101718,2,1,0,,15.0,1.0,0.0,3.0,1051017182.0,1,5,10,17,18
1,105101718,2,2,0,,15.0,1.0,0.0,3.0,1051017182.0,1,5,10,17,18
1,105101718,2,3,0,,15.0,1.0,1.0,1.0,1051017182.0,1,5,10,17,18
1,105101718,2,4,0,,15.0,0.0,0.0,,1051017182.0,1,5,10,17,18
1,105101718,2,5,0,,15.0,0.0,0.0,,1051017182.0,1,5,10,17,18
1,105101718,2,6,0,,20.0,1.0,1.0,3.0,1051017182.0,1,5,10,17,18
1,105101718,2,7,0,,15.0,1.0,1.0,1.0,1051017182.0,1,5,10,17,18
1,105101718,2,8,1,,3.0,0.0,0.0,,1051017182.0,1,5,10,17,18
1,105101718,2,9,0,,50.0,0.0,0.0,,1051017182.0,1,5,10,17,18
1,105101718,2,10,0,,15.0,1.0,1.0,2.0,1051017182.0,1,5,10,17,18
1,105111819,3,1,0,,22.0,1.0,0.0,3.0,1051118193.0,1,5,11,18,19
1,105111819,3,2,0,,22.0,1.0,0.0,3.0,1051118193.0,1,5,11,18,19
1,105111819,3,3,0,,22.0,0.0,0.0,,1051118193.0,1,5,11,18,19
1,105111819,3,4,0,,35.0,1.0,0.0,2.0,1051118193.0,1,5,11,18,19
1,105111819,3,5,0,,22.0,0.0,0.0,,1051118193.0,1,5,11,18,19
1,105111819,3,6,1,,0.0,0.0,0.0,,1051118193.0,1,5,11,18,19
1,105111819,3,7,0,,0.0,0.0,0.0,,1051118193.0,1,5,11,18,19
1,105111819,3,8,1,2005.0,0.25,0.0,0.0,,1051118193.0,1,5,11,18,19
1,105111819,3,9,0,,22.0,0.0,0.0,,1051118193.0,1,5,11,18,19
1,105111819,3,10,0,,22.0,0.0,0.0,,1051118193.0,1,5,11,18,19
1,105121920,4,1,0,,11.0,1.0,0.0,2.0,1051219204.0,1,5,12,19,20
1,105121920,4,2,0,,11.0,1.0,0.0,2.0,1051219204.0,1,5,12,19,20
1,105121920,4,3,0,,11.0,0.0,0.0,,1051219204.0,1,5,12,19,20
1,105121920,4,4,1,2010.0,,0.0,0.0,,1051219204.0,1,5,12,19,20
1,105121920,4,5,0,,11.0,0.0,0.0,,1051219204.0,1,5,12,19,20
1,105121920,4,6,1,,0.25,0.0,0.0,,1051219204.0,1,5,12,19,20
1,105121920,4,7,0,,11.0,0.0,0.0,,1051219204.0,1,5,12,19,20
1,105121920,4,8,1,,0.0,0.0,0.0,,1051219204.0,1,5,12,19,20
1,105121920,4,9,0,,11.0,0.0,0.0,,1051219204.0,1,5,12,19,20
1,105121920,4,10,0,,11.0,0.0,0.0,,1051219204.0,1,5,12,19,20
1,106132021,1,1,1,1999.0,,1.0,0.0,,1061320211.0,1,6,13,20,21
1,106132021,1,2,0,,65.0,1.0,1.0,3.0,1061320211.0,1,6,13,20,21
1,106132021,1,3,0,,,,,,1061320211.0,1,6,13,20,21
1,106132021,1,4,0,,,,,,1061320211.0,1,6,13,20,21
1,106132021,1,5,0,,,,,,1061320211.0,1,6,13,20,21
1,106132021,1,6,1,1999.0,,1.0,1.0,2.0,1061320211.0,1,6,13,20,21
1,106132021,1,7,0,,5.0,1.0,1.0,3.0,1061320211.0,1,6,13,20,21
1,106132021,1,8,1,1999.0,,1.0,1.0,1.0,1061320211.0,1,6,13,20,21
1,106132021,1,9,0,,,1.0,1.0,,1061320211.0,1,6,13,20,21
1,106132021,1,10,1,1999.0,,1.0,1.0,3.0,1061320211.0,1,6,13,20,21
1,106132122,2,1,0,,2.0,1.0,1.0,3.0,1061321222.0,1,6,13,21,22
1,106132122,2,2,0,,2.0,1.0,1.0,3.0,1061321222.0,1,6,13,21,22
1,106132122,2,3,0,,2.0,0.0,0.0,,1061321222.0,1,6,13,21,22
1,106132122,2,4,0,,80.0,0.0,0.0,,1061321222.0,1,6,13,21,22
1,106132122,2,5,0,,2.0,1.0,1.0,2.0,1061321222.0,1,6,13,21,22
1,106132122,2,6,1,1999.0,,1.0,1.0,3.0,1061321222.0,1,6,13,21,22
1,106132122,2,7,0,,2.0,0.0,0.0,,1061321222.0,1,6,13,21,22
1,106132122,2,8,0,,2.0,0.0,0.0,,1061321222.0,1,6,13,21,22
1,106132122,2,9,0,,2.0,0.0,0.0,,1061321222.0,1,6,13,21,22
1,106132122,2,10,1,1999.0,,1.0,1.0,2.0,1061321222.0,1,6,13,21,22
1,106142223,3,1,0,,30.0,1.0,1.0,,1061422233.0,1,6,14,22,23
1,106142223,3,2,0,,30.0,1.0,1.0,,1061422233.0,1,6,14,22,23
1,106142223,3,3,0,,55.0,0.0,0.0,,1061422233.0,1,6,14,22,23
1,106142223,3,4,0,,55.0,1.0,1.0,,1061422233.0,1,6,14,22,23
1,106142223,3,5,0,,55.0,0.0,0.0,,1061422233.0,1,6,14,22,23
1,106142223,3,6,0,,55.0,0.0,0.0,,1061422233.0,1,6,14,22,23
1,106142223,3,7,0,,10.0,1.0,1.0,,1061422233.0,1,6,14,22,23
1,106142223,3,8,1,1999.0,,1.0,1.0,,1061422233.0,1,6,14,22,23
1,106142223,3,9,0,,30.0,0.0,0.0,,1061422233.0,1,6,14,22,23
1,106142223,3,10,0,,5.0,1.0,1.0,,1061422233.0,1,6,14,22,23
1,106142324,4,1,0,,35.0,1.0,1.0,1.0,1061423244.0,1,6,14,23,24
1,106142324,4,2,0,,35.0,1.0,1.0,1.0,1061423244.0,1,6,14,23,24
1,106142324,4,3,0,,60.0,0.0,0.0,,1061423244.0,1,6,14,23,24
1,106142324,4,4,0,,60.0,1.0,1.0,1.0,1061423244.0,1,6,14,23,24
1,106142324,4,5,0,,60.0,0.0,0.0,,1061423244.0,1,6,14,23,24
1,106142324,4,6,1,,5.0,0.0,0.0,,1061423244.0,1,6,14,23,24
1,106142324,4,7,0,,,0.0,0.0,,1061423244.0,1,6,14,23,24
1,106142324,4,8,1,1999.0,,1.0,1.0,1.0,1061423244.0,1,6,14,23,24
1,106142324,4,9,0,,30.0,0.0,0.0,,1061423244.0,1,6,14,23,24
1,106142324,4,10,1,1999.0,,1.0,1.0,1.0,1061423244.0,1,6,14,23,24
1,107152425,1,1,0,,2.0,0.0,0.0,,1071524251.0,1,7,15,24,25
1,107152425,1,2,0,,2.0,0.0,0.0,,1071524251.0,1,7,15,24,25
1,107152425,1,3,0,,2.0,0.0,0.0,,1071524251.0,1,7,15,24,25
1,107152425,1,4,0,,35.0,0.0,0.0,,1071524251.0,1,7,15,24,25
1,107152425,1,5,0,,2.0,0.0,0.0,,1071524251.0,1,7,15,24,25
1,107152425,1,6,0,,2.0,0.0,0.0,,1071524251.0,1,7,15,24,25
1,107152425,1,7,0,,2.0,0.0,0.0,,1071524251.0,1,7,15,24,25
1,107152425,1,8,0,,2.0,0.0,0.0,,1071524251.0,1,7,15,24,25
1,107152425,1,9,0,,2.0,0.0,0.0,,1071524251.0,1,7,15,24,25
1,107152425,1,10,1,1999.0,,0.0,0.0,,1071524251.0,1,7,15,24,25
1,107162526,2,1,0,,40.0,0.0,0.0,,1071625262.0,1,7,16,25,26
1,107162526,2,2,0,,40.0,0.0,0.0,,1071625262.0,1,7,16,25,26
1,107162526,2,3,0,,40.0,0.0,0.0,,1071625262.0,1,7,16,25,26
1,107162526,2,4,0,,40.0,0.0,0.0,,1071625262.0,1,7,16,25,26
1,107162526,2,5,0,,40.0,0.0,0.0,,1071625262.0,1,7,16,25,26
1,107162526,2,6,0,,40.0,0.0,0.0,,1071625262.0,1,7,16,25,26
1,107162526,2,7,0,,40.0,0.0,0.0,,1071625262.0,1,7,16,25,26
1,107162526,2,8,0,,40.0,0.0,0.0,,1071625262.0,1,7,16,25,26
1,107162526,2,9,0,,40.0,0.0,0.0,,1071625262.0,1,7,16,25,26
1,107162526,2,10,0,,40.0,0.0,0.0,,1071625262.0,1,7,16,25,26
1,107162627,3,1,0,,10.0,0.0,0.0,,1071626273.0,1,7,16,26,27
1,107162627,3,2,0,,10.0,0.0,0.0,,1071626273.0,1,7,16,26,27
1,107162627,3,3,0,,10.0,0.0,0.0,,1071626273.0,1,7,16,26,27
1,107162627,3,4,0,,10.0,0.0,0.0,,1071626273.0,1,7,16,26,27
1,107162627,3,5,0,,5.0,0.0,0.0,,1071626273.0,1,7,16,26,27
1,107162627,3,6,0,,2.0,0.0,0.0,,1071626273.0,1,7,16,26,27
1,107162627,3,7,0,,10.0,0.0,0.0,,1071626273.0,1,7,16,26,27
1,107162627,3,8,0,,5.0,0.0,0.0,,1071626273.0,1,7,16,26,27
1,107162627,3,9,0,,7.0,0.0,0.0,,1071626273.0,1,7,16,26,27
1,107162627,3,10,0,,10.0,0.0,0.0,,1071626273.0,1,7,16,26,27
1,107172728,4,1,0,,28.0,1.0,0.0,3.0,1071727284.0,1,7,17,27,28
1,107172728,4,2,0,,28.0,1.0,1.0,3.0,1071727284.0,1,7,17,27,28
1,107172728,4,3,0,,28.0,0.0,0.0,,1071727284.0,1,7,17,27,28
1,107172728,4,4,0,,28.0,0.0,0.0,,1071727284.0,1,7,17,27,28
1,107172728,4,5,0,,7.0,0.0,0.0,,1071727284.0,1,7,17,27,28
1,107172728,4,6,0,,7.0,0.0,0.0,,1071727284.0,1,7,17,27,28
1,107172728,4,7,0,,7.0,0.0,0.0,,1071727284.0,1,7,17,27,28
1,107172728,4,8,0,,7.0,0.0,0.0,,1071727284.0,1,7,17,27,28
1,107172728,4,9,0,,60.0,0.0,0.0,,1071727284.0,1,7,17,27,28
1,107172728,4,10,0,,7.0,0.0,0.0,,1071727284.0,1,7,17,27,28
1,104091516,4,1,0,,14.0,1.0,0.0,1.0,1080915164.0,1,4,9,15,16
1,104091516,4,2,1,1999.0,,0.0,0.0,,1080915164.0,1,4,9,15,16
1,104091516,4,3,1,1999.0,,1.0,1.0,1.0,1080915164.0,1,4,9,15,16
1,104091516,4,4,1,2000.0,,1.0,1.0,1.0,1080915164.0,1,4,9,15,16
1,104091516,4,5,0,,14.0,1.0,1.0,1.0,1080915164.0,1,4,9,15,16
1,104091516,4,6,1,1999.0,,1.0,1.0,2.0,1080915164.0,1,4,9,15,16
1,104091516,4,7,0,,14.0,1.0,1.0,2.0,1080915164.0,1,4,9,15,16
1,104091516,4,8,1,1999.0,,0.0,0.0,,1080915164.0,1,4,9,15,16
1,104091516,4,9,0,,10.0,0.0,0.0,,1080915164.0,1,4,9,15,16
1,104091516,4,10,1,1999.0,,1.0,0.0,1.0,1080915164.0,1,4,9,15,16
1,108182829,1,1,0,,16.0,1.0,0.0,3.0,1081828291.0,1,8,18,28,29
1,108182829,1,2,0,,16.0,1.0,0.0,2.0,1081828291.0,1,8,18,28,29
1,108182829,1,3,0,,16.0,0.0,0.0,,1081828291.0,1,8,18,28,29
1,108182829,1,4,0,,16.0,1.0,0.0,2.0,1081828291.0,1,8,18,28,29
1,108182829,1,5,0,,16.0,0.0,0.0,,1081828291.0,1,8,18,28,29
1,108182829,1,6,0,,16.0,0.0,0.0,,1081828291.0,1,8,18,28,29
1,108182829,1,7,0,,16.0,0.0,0.0,,1081828291.0,1,8,18,28,29
1,108182829,1,8,0,,16.0,0.0,0.0,,1081828291.0,1,8,18,28,29
1,108182829,1,9,0,,16.0,0.0,0.0,,1081828291.0,1,8,18,28,29
1,108182829,1,10,0,,16.0,0.0,0.0,,1081828291.0,1,8,18,28,29
1,108192930,2,1,0,,22.0,1.0,0.0,3.0,1081929302.0,1,8,19,29,30
1,108192930,2,2,0,,22.0,1.0,0.0,3.0,1081929302.0,1,8,19,29,30
1,108192930,2,3,0,,22.0,0.0,0.0,,1081929302.0,1,8,19,29,30
1,108192930,2,4,0,,22.0,1.0,0.0,1.0,1081929302.0,1,8,19,29,30
1,108192930,2,5,0,,22.0,1.0,0.0,1.0,1081929302.0,1,8,19,29,30
1,108192930,2,6,0,,20.0,0.0,0.0,,1081929302.0,1,8,19,29,30
1,108192930,2,7,0,,22.0,0.0,0.0,,1081929302.0,1,8,19,29,30
1,108192930,2,8,0,,22.0,1.0,0.0,3.0,1081929302.0,1,8,19,29,30
1,108192930,2,9,0,,22.0,0.0,0.0,,1081929302.0,1,8,19,29,30
1,108192930,2,10,0,,22.0,1.0,0.0,1.0,1081929302.0,1,8,19,29,30
1,108203031,3,1,0,,18.0,1.0,0.0,3.0,1082030313.0,1,8,20,30,31
1,108203031,3,2,0,,18.0,0.0,0.0,,1082030313.0,1,8,20,30,31
1,108203031,3,3,0,,18.0,0.0,0.0,,1082030313.0,1,8,20,30,31
1,108203031,3,4,1,2007.0,,1.0,1.0,3.0,1082030313.0,1,8,20,30,31
1,108203031,3,5,0,,18.0,0.0,0.0,,1082030313.0,1,8,20,30,31
1,108203031,3,6,0,,18.0,0.0,0.0,,1082030313.0,1,8,20,30,31
1,108203031,3,7,0,,18.0,0.0,0.0,,1082030313.0,1,8,20,30,31
1,108203031,3,8,0,,18.0,0.0,0.0,,1082030313.0,1,8,20,30,31
1,108203031,3,9,0,,18.0,0.0,0.0,,1082030313.0,1,8,20,30,31
1,108203031,3,10,0,,18.0,0.0,0.0,,1082030313.0,1,8,20,30,31
1,108213132,4,1,0,,3.0,1.0,0.0,3.0,1082131324.0,1,8,21,31,32
1,108213132,4,2,0,,3.0,1.0,0.0,3.0,1082131324.0,1,8,21,31,32
