Survey_Round,CID,Community,Loc_ID,Loc_IINear_DistKM,Loc_IINear_RC,FID,P_ID,D_ID,T_ID,UC_ID,M_ID,LocF_SalNoPPD,LocF_OwnBNoPPDV,LocF_VRad20KM,LocF_NoVRad20KM,LocF_NoPWork,LocF_NearVKM,LocF_Start_y,LocF_DistVKM,LocF_RC
1,105101617,1.0,2.0,10.0,1.0,1051016171.0,1,5,10,16,17,,,,,,,,,
1,105101617,1.0,3.0,10.0,1.0,1051016171.0,1,5,10,16,17,,,,,,,,,
1,105101617,1.0,4.0,45.0,1.0,1051016171.0,1,5,10,16,17,,,,,,,,,
1,105101617,1.0,5.0,10.0,1.0,1051016171.0,1,5,10,16,17,,,,,,,,,
1,105101617,1.0,6.0,10.0,1.0,1051016171.0,1,5,10,16,17,,,,,,,,,
1,105101718,2.0,1.0,15.0,2.0,1051017182.0,1,5,10,17,18,,,,,,,,,
1,105101718,2.0,2.0,15.0,2.0,1051017182.0,1,5,10,17,18,,,,,,,,,
1,105101718,2.0,3.0,15.0,2.0,1051017182.0,1,5,10,17,18,,,,,,,,,
1,105101718,2.0,4.0,45.0,2.0,1051017182.0,1,5,10,17,18,,,,,,,,,
1,105101718,2.0,5.0,15.0,2.0,1051017182.0,1,5,10,17,18,,,,,,,,,
1,105101718,2.0,6.0,15.0,2.0,1051017182.0,1,5,10,17,18,,,,,,,,,
1,105111819,3.0,1.0,22.0,1.0,1051118193.0,1,5,11,18,19,,,,,,,,,
1,105111819,3.0,2.0,22.0,1.0,1051118193.0,1,5,11,18,19,,,,,,,,,
1,105111819,3.0,3.0,22.0,1.0,1051118193.0,1,5,11,18,19,,,,,,,,,
1,105111819,3.0,4.0,35.0,1.0,1051118193.0,1,5,11,18,19,,,,,,,,,
1,105111819,3.0,5.0,22.0,1.0,1051118193.0,1,5,11,18,19,,,,,,,,,
1,105111819,3.0,6.0,22.0,1.0,1051118193.0,1,5,11,18,19,,,,,,,,,
1,105121920,4.0,1.0,11.0,1.0,1051219204.0,1,5,12,19,20,,,,,,,,,
1,105121920,4.0,2.0,11.0,1.0,1051219204.0,1,5,12,19,20,,,,,,,,,
1,105121920,4.0,3.0,11.0,1.0,1051219204.0,1,5,12,19,20,,,,,,,,,
1,105121920,4.0,4.0,47.0,1.0,1051219204.0,1,5,12,19,20,,,,,,,,,
1,105121920,4.0,5.0,11.0,1.0,1051219204.0,1,5,12,19,20,,,,,,,,,
1,105121920,4.0,6.0,11.0,1.0,1051219204.0,1,5,12,19,20,,,,,,,,,
1,106132021,1.0,1.0,8.0,3.0,1061320211.0,1,6,13,20,21,,,,,,,,,
1,106132021,1.0,2.0,8.0,3.0,1061320211.0,1,6,13,20,21,,,,,,,,,
1,106132021,1.0,3.0,8.0,3.0,1061320211.0,1,6,13,20,21,,,,,,,,,
1,106132021,1.0,4.0,60.0,3.0,1061320211.0,1,6,13,20,21,,,,,,,,,
1,106132021,1.0,5.0,8.0,3.0,1061320211.0,1,6,13,20,21,,,,,,,,,
1,106132021,1.0,6.0,8.0,3.0,1061320211.0,1,6,13,20,21,,,,,,,,,
1,106132122,2.0,1.0,2.0,3.0,1061321222.0,1,6,13,21,22,,,,,,,,,
1,106132122,2.0,2.0,2.0,3.0,1061321222.0,1,6,13,21,22,,,,,,,,,
1,106132122,2.0,3.0,30.0,3.0,1061321222.0,1,6,13,21,22,,,,,,,,,
1,106132122,2.0,4.0,65.0,3.0,1061321222.0,1,6,13,21,22,,,,,,,,,
1,106132122,2.0,5.0,2.0,3.0,1061321222.0,1,6,13,21,22,,,,,,,,,
1,106132122,2.0,6.0,40.0,3.0,1061321222.0,1,6,13,21,22,,,,,,,,,
1,106142223,3.0,1.0,30.0,3.0,1061422233.0,1,6,14,22,23,,,,,,,,,
1,106142223,3.0,2.0,30.0,3.0,1061422233.0,1,6,14,22,23,,,,,,,,,
1,106142223,3.0,3.0,30.0,3.0,1061422233.0,1,6,14,22,23,,,,,,,,,
1,106142223,3.0,4.0,55.0,3.0,1061422233.0,1,6,14,22,23,,,,,,,,,
1,106142223,3.0,5.0,30.0,3.0,1061422233.0,1,6,14,22,23,,,,,,,,,
1,106142223,3.0,6.0,55.0,3.0,1061422233.0,1,6,14,22,23,,,,,,,,,
1,106142324,4.0,1.0,35.0,3.0,1061423244.0,1,6,14,23,24,,,,,,,,,
1,106142324,4.0,2.0,10.0,3.0,1061423244.0,1,6,14,23,24,,,,,,,,,
1,106142324,4.0,3.0,35.0,3.0,1061423244.0,1,6,14,23,24,,,,,,,,,
1,106142324,4.0,4.0,60.0,3.0,1061423244.0,1,6,14,23,24,,,,,,,,,
1,106142324,4.0,5.0,35.0,3.0,1061423244.0,1,6,14,23,24,,,,,,,,,
1,106142324,4.0,6.0,60.0,3.0,1061423244.0,1,6,14,23,24,,,,,,,,,
1,107152425,1.0,1.0,35.0,3.0,1071524251.0,1,7,15,24,25,,,,,,,,,
1,107152425,1.0,2.0,2.0,3.0,1071524251.0,1,7,15,24,25,,,,,,,,,
1,107152425,1.0,3.0,35.0,3.0,1071524251.0,1,7,15,24,25,,,,,,,,,
1,107152425,1.0,4.0,35.0,3.0,1071524251.0,1,7,15,24,25,,,,,,,,,
1,107152425,1.0,5.0,2.0,3.0,1071524251.0,1,7,15,24,25,,,,,,,,,
1,107152425,1.0,6.0,35.0,3.0,1071524251.0,1,7,15,24,25,,,,,,,,,
1,107162526,2.0,1.0,40.0,3.0,1071625262.0,1,7,16,25,26,,,,,,,,,
1,107162526,2.0,2.0,40.0,3.0,1071625262.0,1,7,16,25,26,,,,,,,,,
1,107162526,2.0,3.0,40.0,3.0,1071625262.0,1,7,16,25,26,,,,,,,,,
1,107162526,2.0,4.0,40.0,3.0,1071625262.0,1,7,16,25,26,,,,,,,,,
1,107162526,2.0,5.0,40.0,3.0,1071625262.0,1,7,16,25,26,,,,,,,,,
1,107162526,2.0,6.0,40.0,3.0,1071625262.0,1,7,16,25,26,,,,,,,,,
1,107162627,3.0,1.0,12.0,3.0,1071626273.0,1,7,16,26,27,,,,,,,,,
1,107162627,3.0,2.0,10.0,3.0,1071626273.0,1,7,16,26,27,,,,,,,,,
1,107162627,3.0,3.0,10.0,3.0,1071626273.0,1,7,16,26,27,,,,,,,,,
1,107162627,3.0,4.0,10.0,3.0,1071626273.0,1,7,16,26,27,,,,,,,,,
1,107162627,3.0,5.0,10.0,3.0,1071626273.0,1,7,16,26,27,,,,,,,,,
1,107162627,3.0,6.0,12.0,3.0,1071626273.0,1,7,16,26,27,,,,,,,,,
1,107172728,4.0,1.0,28.0,3.0,1071727284.0,1,7,17,27,28,,,,,,,,,
1,107172728,4.0,2.0,7.0,3.0,1071727284.0,1,7,17,27,28,,,,,,,,,
1,107172728,4.0,3.0,28.0,3.0,1071727284.0,1,7,17,27,28,,,,,,,,,
1,107172728,4.0,4.0,75.0,3.0,1071727284.0,1,7,17,27,28,,,,,,,,,
1,107172728,4.0,5.0,28.0,3.0,1071727284.0,1,7,17,27,28,,,,,,,,,
1,107172728,4.0,6.0,40.0,3.0,1071727284.0,1,7,17,27,28,,,,,,,,,
1,108182829,1.0,1.0,16.0,1.0,1081828291.0,1,8,18,28,29,,,,,,,,,
1,108182829,1.0,2.0,16.0,1.0,1081828291.0,1,8,18,28,29,,,,,,,,,
1,108182829,1.0,3.0,16.0,1.0,1081828291.0,1,8,18,28,29,,,,,,,,,
1,108182829,1.0,4.0,115.0,1.0,1081828291.0,1,8,18,28,29,,,,,,,,,
1,108182829,1.0,5.0,16.0,1.0,1081828291.0,1,8,18,28,29,,,,,,,,,
1,108182829,1.0,6.0,16.0,1.0,1081828291.0,1,8,18,28,29,,,,,,,,,
1,108192930,2.0,1.0,22.0,3.0,1081929302.0,1,8,19,29,30,,,,,,,,,
1,108192930,2.0,2.0,22.0,3.0,1081929302.0,1,8,19,29,30,,,,,,,,,
1,108192930,2.0,3.0,45.0,3.0,1081929302.0,1,8,19,29,30,,,,,,,,,
1,108192930,2.0,4.0,45.0,3.0,1081929302.0,1,8,19,29,30,,,,,,,,,
1,108192930,2.0,5.0,22.0,3.0,1081929302.0,1,8,19,29,30,,,,,,,,,
1,108192930,2.0,6.0,22.0,3.0,1081929302.0,1,8,19,29,30,,,,,,,,,
1,108203031,3.0,1.0,18.0,1.0,1082030313.0,1,8,20,30,31,,,,,,,,,
1,108203031,3.0,2.0,18.0,1.0,1082030313.0,1,8,20,30,31,,,,,,,,,
1,108203031,3.0,3.0,18.0,1.0,1082030313.0,1,8,20,30,31,,,,,,,,,
1,108203031,3.0,4.0,18.0,1.0,1082030313.0,1,8,20,30,31,,,,,,,,,
1,108203031,3.0,5.0,18.0,1.0,1082030313.0,1,8,20,30,31,,,,,,,,,
1,108203031,3.0,6.0,18.0,1.0,1082030313.0,1,8,20,30,31,,,,,,,,,
1,108213132,4.0,1.0,3.0,1.0,1082131324.0,1,8,21,31,32,,,,,,,,,
1,108213132,4.0,2.0,40.0,1.0,1082131324.0,1,8,21,31,32,,,,,,,,,
1,108213132,4.0,3.0,40.0,1.0,1082131324.0,1,8,21,31,32,,,,,,,,,
1,108213132,4.0,4.0,60.0,1.0,1082131324.0,1,8,21,31,32,,,,,,,,,
1,108213132,4.0,5.0,3.0,1.0,1082131324.0,1,8,21,31,32,,,,,,,,,
1,108213132,4.0,6.0,3.0,1.0,1082131324.0,1,8,21,31,32,,,,,,,,,
1,109223233,1.0,1.0,2.0,1.0,1092232331.0,1,9,22,32,33,,,,,,,,,
1,109223233,1.0,2.0,4.0,1.0,1092232331.0,1,9,22,32,33,,,,,,,,,
1,109223233,1.0,3.0,2.0,1.0,1092232331.0,1,9,22,32,33,,,,,,,,,
1,109223233,1.0,4.0,100.0,1.0,1092232331.0,1,9,22,32,33,,,,,,,,,
1,109223233,1.0,5.0,1.0,1.0,1092232331.0,1,9,22,32,33,,,,,,,,,
1,109223233,1.0,6.0,2.0,1.0,1092232331.0,1,9,22,32,33,,,,,,,,,
1,109223334,2.0,1.0,27.0,1.0,1092233342.0,1,9,22,33,34,,,,,,,,,
1,109223334,2.0,2.0,3.0,1.0,1092233342.0,1,9,22,33,34,,,,,,,,,
1,109223334,2.0,3.0,27.0,1.0,1092233342.0,1,9,22,33,34,,,,,,,,,
1,109223334,2.0,4.0,105.0,1.0,1092233342.0,1,9,22,33,34,,,,,,,,,
1,109223334,2.0,5.0,3.0,1.0,1092233342.0,1,9,22,33,34,,,,,,,,,
1,109223334,2.0,6.0,27.0,1.0,1092233342.0,1,9,22,33,34,,,,,,,,,
1,109233435,3.0,1.0,23.0,2.0,1092334353.0,1,9,23,34,35,,,,,,,,,
1,109233435,3.0,2.0,7.0,2.0,1092334353.0,1,9,23,34,35,,,,,,,,,
1,109233435,3.0,3.0,23.0,2.0,1092334353.0,1,9,23,34,35,,,,,,,,,
1,109233435,3.0,4.0,60.0,2.0,1092334353.0,1,9,23,34,35,,,,,,,,,
1,109233435,3.0,5.0,5.0,2.0,1092334353.0,1,9,23,34,35,,,,,,,,,
1,109233435,3.0,6.0,23.0,2.0,1092334353.0,1,9,23,34,35,,,,,,,,,
1,109233536,4.0,1.0,7.0,2.0,1092335364.0,1,9,23,35,36,,,,,,,,,
1,109233536,4.0,2.0,7.0,2.0,1092335364.0,1,9,23,35,36,,,,,,,,,
1,109233536,4.0,3.0,20.0,1.0,1092335364.0,1,9,23,35,36,,,,,,,,,
1,109233536,4.0,4.0,50.0,1.0,1092335364.0,1,9,23,35,36,,,,,,,,,
1,109233536,4.0,5.0,6.0,2.0,1092335364.0,1,9,23,35,36,,,,,,,,,
1,109233536,4.0,6.0,20.0,1.0,1092335364.0,1,9,23,35,36,,,,,,,,,
1,110243637,1.0,1.0,25.0,1.0,1102436371.0,1,10,24,36,37,,,,,,,,,
1,110243637,1.0,2.0,25.0,1.0,1102436371.0,1,10,24,36,37,,,,,,,,,
1,110243637,1.0,3.0,22.0,1.0,1102436371.0,1,10,24,36,37,,,,,,,,,
1,110243637,1.0,4.0,80.0,1.0,1102436371.0,1,10,24,36,37,,,,,,,,,
1,110243637,1.0,5.0,22.0,1.0,1102436371.0,1,10,24,36,37,,,,,,,,,
1,110243637,1.0,6.0,25.0,1.0,1102436371.0,1,10,24,36,37,,,,,,,,,
1,110243738,2.0,1.0,13.0,1.0,1102437382.0,1,10,24,37,38,,,,,,,,,
1,110243738,2.0,2.0,13.0,1.0,1102437382.0,1,10,24,37,38,,,,,,,,,
1,110243738,2.0,3.0,13.0,1.0,1102437382.0,1,10,24,37,38,,,,,,,,,
1,110243738,2.0,4.0,100.0,1.0,1102437382.0,1,10,24,37,38,,,,,,,,,
1,110243738,2.0,5.0,13.0,1.0,1102437382.0,1,10,24,37,38,,,,,,,,,
1,110243738,2.0,6.0,35.0,1.0,1102437382.0,1,10,24,37,38,,,,,,,,,
1,110243839,3.0,1.0,23.0,1.0,1102438393.0,1,10,24,38,39,,,,,,,,,
1,110243839,3.0,2.0,23.0,1.0,1102438393.0,1,10,24,38,39,,,,,,,,,
1,110243839,3.0,3.0,23.0,1.0,1102438393.0,1,10,24,38,39,,,,,,,,,
1,110243839,3.0,4.0,100.0,1.0,1102438393.0,1,10,24,38,39,,,,,,,,,
1,110243839,3.0,5.0,23.0,1.0,1102438393.0,1,10,24,38,39,,,,,,,,,
1,110243839,3.0,6.0,42.0,1.0,1102438393.0,1,10,24,38,39,,,,,,,,,
1,110253940,4.0,1.0,14.0,1.0,1102539404.0,1,10,25,39,40,,,,,,,,,
1,110253940,4.0,2.0,14.0,1.0,1102539404.0,1,10,25,39,40,,,,,,,,,
1,110253940,4.0,3.0,28.0,1.0,1102539404.0,1,10,25,39,40,,,,,,,,,
1,110253940,4.0,4.0,28.0,1.0,1102539404.0,1,10,25,39,40,,,,,,,,,
1,110253940,4.0,5.0,7.0,1.0,1102539404.0,1,10,25,39,40,,,,,,,,,
1,110253940,4.0,6.0,25.0,1.0,1102539404.0,1,10,25,39,40,,,,,,,,,
1,111264041,1.0,1.0,18.0,1.0,1112640411.0,1,11,26,40,41,,,,,,,,,
1,111264041,1.0,2.0,4.0,1.0,1112640411.0,1,11,26,40,41,,,,,,,,,
1,111264041,1.0,3.0,18.0,1.0,1112640411.0,1,11,26,40,41,,,,,,,,,
1,111264041,1.0,4.0,26.0,1.0,1112640411.0,1,11,26,40,41,,,,,,,,,
1,111264041,1.0,5.0,0.0,1.0,1112640411.0,1,11,26,40,41,,,,,,,,,
1,111264041,1.0,6.0,14.0,1.0,1112640411.0,1,11,26,40,41,,,,,,,,,
1,111274142,2.0,1.0,24.0,1.0,1112741422.0,1,11,27,41,42,,,,,,,,,
1,111274142,2.0,2.0,20.0,1.0,1112741422.0,1,11,27,41,42,,,,,,,,,
1,111274142,2.0,3.0,20.0,1.0,1112741422.0,1,11,27,41,42,,,,,,,,,
1,111274142,2.0,4.0,50.0,1.0,1112741422.0,1,11,27,41,42,,,,,,,,,
1,111274142,2.0,5.0,20.0,1.0,1112741422.0,1,11,27,41,42,,,,,,,,,
1,111274142,2.0,6.0,24.0,1.0,1112741422.0,1,11,27,41,42,,,,,,,,,
1,111274243,3.0,1.0,21.0,1.0,1112742433.0,1,11,27,42,43,,,,,,,,,
1,111274243,3.0,2.0,0.0,1.0,1112742433.0,1,11,27,42,43,,,,,,,,,
1,111274243,3.0,3.0,21.0,1.0,1112742433.0,1,11,27,42,43,,,,,,,,,
1,111274243,3.0,4.0,45.0,1.0,1112742433.0,1,11,27,42,43,,,,,,,,,
1,111274243,3.0,5.0,21.0,1.0,1112742433.0,1,11,27,42,43,,,,,,,,,
1,111274243,3.0,6.0,21.0,1.0,1112742433.0,1,11,27,42,43,,,,,,,,,
1,111284344,4.0,1.0,8.0,1.0,1112843444.0,1,11,28,43,44,,,,,,,,,
1,111284344,4.0,2.0,82.0,1.0,1112843444.0,1,11,28,43,44,,,,,,,,,
1,111284344,4.0,3.0,46.0,1.0,1112843444.0,1,11,28,43,44,,,,,,,,,
1,111284344,4.0,4.0,82.0,1.0,1112843444.0,1,11,28,43,44,,,,,,,,,
1,111284344,4.0,5.0,8.0,1.0,1112843444.0,1,11,28,43,44,,,,,,,,,
1,111284344,4.0,6.0,8.0,1.0,1112843444.0,1,11,28,43,44,,,,,,,,,
1,112294445,1.0,1.0,3.5,1.0,1122944451.0,1,12,29,44,45,,,,,,,,,
1,112294445,1.0,2.0,3.5,1.0,1122944451.0,1,12,29,44,45,,,,,,,,,
1,112294445,1.0,3.0,20.0,1.0,1122944451.0,1,12,29,44,45,,,,,,,,,
1,112294445,1.0,4.0,45.0,1.0,1122944451.0,1,12,29,44,45,,,,,,,,,
1,112294445,1.0,5.0,3.5,1.0,1122944451.0,1,12,29,44,45,,,,,,,,,
1,112294445,1.0,6.0,45.0,1.0,1122944451.0,1,12,29,44,45,,,,,,,,,
1,112304546,2.0,1.0,3.0,1.0,1123045462.0,1,12,30,45,46,,,,,,,,,
1,112304546,2.0,2.0,3.0,1.0,1123045462.0,1,12,30,45,46,,,,,,,,,
1,112304546,2.0,3.0,3.0,1.0,1123045462.0,1,12,30,45,46,,,,,,,,,
1,112304546,2.0,4.0,35.0,1.0,1123045462.0,1,12,30,45,46,,,,,,,,,
1,112304546,2.0,5.0,3.0,1.0,1123045462.0,1,12,30,45,46,,,,,,,,,
1,112304546,2.0,6.0,3.0,1.0,1123045462.0,1,12,30,45,46,,,,,,,,,
1,112304647,3.0,1.0,4.0,1.0,1123046473.0,1,12,30,46,47,,,,,,,,,
1,112304647,3.0,2.0,12.0,1.0,1123046473.0,1,12,30,46,47,,,,,,,,,
1,112304647,3.0,3.0,16.0,1.0,1123046473.0,1,12,30,46,47,,,,,,,,,
1,112304647,3.0,4.0,41.0,1.0,1123046473.0,1,12,30,46,47,,,,,,,,,
1,112304647,3.0,5.0,4.0,1.0,1123046473.0,1,12,30,46,47,,,,,,,,,
1,112304647,3.0,6.0,41.0,1.0,1123046473.0,1,12,30,46,47,,,,,,,,,
1,112314748,4.0,1.0,10.0,1.0,1123147484.0,1,12,31,47,48,,,,,,,,,
1,112314748,4.0,2.0,10.0,1.0,1123147484.0,1,12,31,47,48,,,,,,,,,
