CID,FID,HF_ID,Community,D_ID,HD_FPCampM,HD_FPCampM_Name,HF_AddM,HF_AddM_DistKM,HF_AddM_TimeMins,HF_CA_DHCW,HF_CA_MCHB,HF_HEM,HF_HEM_Name,HF_IVPM,HF_IVPM_Name,HF_Quality,HF_SFA_y,HF_T,HF_Type,M_ID,P_ID,Survey_Round,T_ID,UC_ID
101010202.0,1010102022.0,4.0,2.0,1.0,0.0,,0.0,5.0,0.0,1.0,0.0,0.0,,0.0,,1.0,0.0,2.0, Trained midwife,2.0,1.0,1.0,1.0,2.0
101010202.0,1010102022.0,5.0,2.0,1.0,0.0,,0.0,5.0,0.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0, Family planning worker,2.0,1.0,1.0,1.0,2.0
101010202.0,1010102022.0,6.0,2.0,1.0,0.0,,0.0,5.0,30.0,1.0,0.0,0.0,,0.0,,1.0,0.0,0.0,Community Health Worker,2.0,1.0,1.0,1.0,2.0
101010202.0,1010102022.0,7.0,2.0,1.0,0.0,,0.0,5.0,0.0,1.0,1.0,0.0,,0.0,,1.0,0.0,2.0,Traditional birth attendant,2.0,1.0,1.0,1.0,2.0
101010203.0,1010102033.0,1.0,3.0,1.0,0.0,,0.0,1.0,0.0,3.0,3.0,0.0,,0.0,,3.0,0.0,0.0, Traditional Healer,3.0,1.0,1.0,1.0,2.0
101010203.0,1010102033.0,2.0,3.0,1.0,0.0,,0.0,10.0,0.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0, Medical Assistant,3.0,1.0,1.0,1.0,2.0
101010203.0,1010102033.0,3.0,3.0,1.0,0.0,,0.0,10.0,30.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,,3.0,1.0,1.0,1.0,2.0
101010203.0,1010102033.0,4.0,3.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1979.0,1.0,Basic Health Unit (Smaller),3.0,1.0,1.0,1.0,2.0
101010203.0,1010102033.0,5.0,3.0,1.0,0.0,,0.0,1.0,0.0,2.0,2.0,0.0,,0.0,,2.0,0.0,2.0,Rural Health Center (Large),3.0,1.0,1.0,1.0,2.0
101010203.0,1010102033.0,6.0,3.0,1.0,0.0,,0.0,10.0,0.0,2.0,0.0,0.0,,0.0,,2.0,0.0,0.0,Clinic,3.0,1.0,1.0,1.0,2.0
101010203.0,1010102033.0,7.0,3.0,1.0,0.0,,0.0,1.0,0.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Dispensary/pharmacy/drugstore,3.0,1.0,1.0,1.0,2.0
101020304.0,1010203044.0,1.0,4.0,1.0,0.0,,0.0,4.0,0.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Private Medical Practitioner,4.0,1.0,1.0,2.0,3.0
101020304.0,1010203044.0,2.0,4.0,1.0,0.0,,0.0,14.0,0.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Hospital,4.0,1.0,1.0,2.0,3.0
101020304.0,1010203044.0,3.0,4.0,1.0,0.0,,0.0,4.0,0.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Blood Bank,4.0,1.0,1.0,2.0,3.0
101020304.0,1010203044.0,4.0,4.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1979.0,0.0, Doctor,4.0,1.0,1.0,2.0,3.0
101020304.0,1010203044.0,5.0,4.0,1.0,0.0,,0.0,3.0,0.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0, Nurse,4.0,1.0,1.0,2.0,3.0
101020304.0,1010203044.0,6.0,4.0,1.0,0.0,,1.0,0.0,0.0,2.0,0.0,0.0,,0.0,,2.0,1992.0,0.0, Pharmacist,4.0,1.0,1.0,2.0,3.0
101020304.0,1010203044.0,7.0,4.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1979.0,0.0, Trained midwife,4.0,1.0,1.0,2.0,3.0
102030405.0,1020304051.0,1.0,1.0,2.0,0.0,,0.0,15.0,0.0,1.0,2.0,0.0,,0.0,,3.0,0.0,0.0, Family planning worker,5.0,1.0,1.0,3.0,4.0
102030405.0,1020304051.0,2.0,1.0,2.0,0.0,,0.0,5.0,0.0,2.0,2.0,0.0,,0.0,,3.0,0.0,0.0,Community Health Worker,5.0,1.0,1.0,3.0,4.0
102030405.0,1020304051.0,3.0,1.0,2.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1979.0,0.0,Traditional birth attendant,5.0,1.0,1.0,3.0,4.0
102030405.0,1020304051.0,4.0,1.0,2.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1979.0,0.0, Traditional Healer,5.0,1.0,1.0,3.0,4.0
102030405.0,1020304051.0,5.0,1.0,2.0,0.0,,0.0,22.0,0.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0, Medical Assistant,5.0,1.0,1.0,3.0,4.0
102030405.0,1020304051.0,6.0,1.0,2.0,0.0,,1.0,0.0,0.0,2.0,0.0,0.0,,0.0,,2.0,2009.0,0.0,,5.0,1.0,1.0,3.0,4.0
102030405.0,1020304051.0,7.0,1.0,2.0,0.0,,1.0,0.0,20.0,0.0,0.0,0.0,,0.0,,0.0,1979.0,0.0,Basic Health Unit (Smaller),5.0,1.0,1.0,3.0,4.0
102030506.0,1020305062.0,1.0,2.0,2.0,0.0,,0.0,2.0,20.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Rural Health Center (Large),6.0,1.0,1.0,3.0,5.0
102030506.0,1020305062.0,2.0,2.0,2.0,0.0,,0.0,15.0,20.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0,Clinic,6.0,1.0,1.0,3.0,5.0
102030506.0,1020305062.0,3.0,2.0,2.0,0.0,,0.0,15.0,20.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0,Dispensary/pharmacy/drugstore,6.0,1.0,1.0,3.0,5.0
102030506.0,1020305062.0,4.0,2.0,2.0,0.0,,0.0,15.0,20.0,2.0,0.0,0.0,,0.0,,2.0,0.0,0.0,Private Medical Practitioner,6.0,1.0,1.0,3.0,5.0
102030506.0,1020305062.0,5.0,2.0,2.0,0.0,,0.0,30.0,20.0,3.0,1.0,0.0,,0.0,,3.0,0.0,0.0,Hospital,6.0,1.0,1.0,3.0,5.0
102030506.0,1020305062.0,6.0,2.0,2.0,0.0,,0.0,15.0,20.0,2.0,0.0,0.0,,0.0,,2.0,0.0,0.0,Blood Bank,6.0,1.0,1.0,3.0,5.0
102030506.0,1020305062.0,7.0,2.0,2.0,0.0,,1.0,0.0,20.0,0.0,0.0,0.0,,0.0,,0.0,1979.0,0.0, Doctor,6.0,1.0,1.0,3.0,5.0
102030607.0,1020306073.0,1.0,3.0,2.0,0.0,,0.0,11.0,20.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0, Nurse,7.0,1.0,1.0,3.0,6.0
102030607.0,1020306073.0,2.0,3.0,2.0,0.0,,0.0,11.0,0.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0, Pharmacist,7.0,1.0,1.0,3.0,6.0
102030607.0,1020306073.0,3.0,3.0,2.0,0.0,,1.0,0.0,0.0,1.0,2.0,0.0,,0.0,,1.0,1995.0,0.0, Trained midwife,7.0,1.0,1.0,3.0,6.0
102030607.0,1020306073.0,4.0,3.0,2.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1979.0,0.0, Family planning worker,7.0,1.0,1.0,3.0,6.0
102030607.0,1020306073.0,5.0,3.0,2.0,0.0,,0.0,35.0,20.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0,Community Health Worker,7.0,1.0,1.0,3.0,6.0
102030607.0,1020306073.0,6.0,3.0,2.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,,2.0,2000.0,0.0,Traditional birth attendant,7.0,1.0,1.0,3.0,6.0
102030607.0,1020306073.0,7.0,3.0,2.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1979.0,0.0, Traditional Healer,7.0,1.0,1.0,3.0,6.0
102040708.0,1020407084.0,1.0,4.0,2.0,0.0,,1.0,0.0,0.0,2.0,2.0,0.0,,0.0,,2.0,1988.0,0.0, Medical Assistant,8.0,1.0,1.0,4.0,7.0
102040708.0,1020407084.0,2.0,4.0,2.0,0.0,,0.0,10.0,0.0,1.0,1.0,0.0,,0.0,,2.0,0.0,0.0,,8.0,1.0,1.0,4.0,7.0
102040708.0,1020407084.0,3.0,4.0,2.0,0.0,,0.0,10.0,30.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Basic Health Unit (Smaller),8.0,1.0,1.0,4.0,7.0
102040708.0,1020407084.0,4.0,4.0,2.0,0.0,,1.0,0.0,30.0,0.0,0.0,0.0,,0.0,,0.0,1979.0,0.0,Rural Health Center (Large),8.0,1.0,1.0,4.0,7.0
102040708.0,1020407084.0,5.0,4.0,2.0,0.0,,0.0,10.0,30.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0,Clinic,8.0,1.0,1.0,4.0,7.0
102040708.0,1020407084.0,6.0,4.0,2.0,0.0,,1.0,0.0,30.0,2.0,0.0,0.0,,0.0,,2.0,2004.0,0.0,Dispensary/pharmacy/drugstore,8.0,1.0,1.0,4.0,7.0
102040708.0,1020407084.0,7.0,4.0,2.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1979.0,0.0,Private Medical Practitioner,8.0,1.0,1.0,4.0,7.0
103050809.0,1030508091.0,1.0,1.0,3.0,0.0,,0.0,6.0,30.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Hospital,9.0,1.0,1.0,5.0,8.0
103050809.0,1030508091.0,2.0,1.0,3.0,0.0,,0.0,6.0,60.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Blood Bank,9.0,1.0,1.0,5.0,8.0
103050809.0,1030508091.0,3.0,1.0,3.0,0.0,,0.0,4.0,30.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0, Doctor,9.0,1.0,1.0,5.0,8.0
103050809.0,1030508091.0,4.0,1.0,3.0,0.0,,1.0,0.0,30.0,0.0,0.0,0.0,,0.0,,0.0,1979.0,0.0, Nurse,9.0,1.0,1.0,5.0,8.0
103050809.0,1030508091.0,5.0,1.0,3.0,0.0,,0.0,6.0,30.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0, Pharmacist,9.0,1.0,1.0,5.0,8.0
103050809.0,1030508091.0,6.0,1.0,3.0,0.0,,0.0,6.0,0.0,2.0,0.0,0.0,,0.0,,2.0,0.0,0.0, Trained midwife,9.0,1.0,1.0,5.0,8.0
103050809.0,1030508091.0,7.0,1.0,3.0,0.0,,1.0,0.0,0.0,2.0,2.0,0.0,,0.0,,2.0,2008.0,0.0, Family planning worker,9.0,1.0,1.0,5.0,8.0
103060910.0,1030609102.0,1.0,2.0,3.0,0.0,,1.0,0.0,30.0,2.0,2.0,0.0,,0.0,,2.0,2002.0,0.0,Community Health Worker,10.0,1.0,1.0,6.0,9.0
103060910.0,1030609102.0,2.0,2.0,3.0,0.0,,1.0,0.0,0.0,2.0,2.0,0.0,,0.0,,2.0,1994.0,0.0,Traditional birth attendant,10.0,1.0,1.0,6.0,9.0
103060910.0,1030609102.0,3.0,2.0,3.0,0.0,,1.0,0.0,0.0,2.0,2.0,0.0,,0.0,,2.0,2003.0,0.0, Traditional Healer,10.0,1.0,1.0,6.0,9.0
103060910.0,1030609102.0,4.0,2.0,3.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1979.0,0.0, Medical Assistant,10.0,1.0,1.0,6.0,9.0
103060910.0,1030609102.0,5.0,2.0,3.0,0.0,,0.0,22.0,0.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,,10.0,1.0,1.0,6.0,9.0
103060910.0,1030609102.0,6.0,2.0,3.0,0.0,,1.0,0.0,60.0,1.0,0.0,0.0,,0.0,,1.0,2006.0,0.0,Basic Health Unit (Smaller),10.0,1.0,1.0,6.0,9.0
103060910.0,1030609102.0,7.0,2.0,3.0,0.0,,1.0,0.0,60.0,2.0,2.0,0.0,,0.0,,2.0,2005.0,0.0,Rural Health Center (Large),10.0,1.0,1.0,6.0,9.0
103061011.0,1030610113.0,1.0,3.0,3.0,0.0,,0.0,4.0,60.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Clinic,11.0,1.0,1.0,6.0,10.0
103061011.0,1030610113.0,2.0,3.0,3.0,0.0,,0.0,4.0,60.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Dispensary/pharmacy/drugstore,11.0,1.0,1.0,6.0,10.0
103061011.0,1030610113.0,3.0,3.0,3.0,0.0,,0.0,2.0,0.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Private Medical Practitioner,11.0,1.0,1.0,6.0,10.0
103061011.0,1030610113.0,4.0,3.0,3.0,0.0,,1.0,0.0,60.0,0.0,0.0,0.0,,0.0,,0.0,1979.0,0.0,Hospital,11.0,1.0,1.0,6.0,10.0
103061011.0,1030610113.0,5.0,3.0,3.0,0.0,,0.0,4.0,60.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Blood Bank,11.0,1.0,1.0,6.0,10.0
103061011.0,1030610113.0,6.0,3.0,3.0,0.0,,0.0,4.0,60.0,2.0,0.0,0.0,,0.0,,2.0,0.0,0.0, Doctor,11.0,1.0,1.0,6.0,10.0
103061011.0,1030610113.0,7.0,3.0,3.0,0.0,,0.0,2.0,60.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0, Nurse,11.0,1.0,1.0,6.0,10.0
103071112.0,1030711124.0,1.0,4.0,3.0,0.0,,1.0,0.0,60.0,2.0,2.0,0.0,,0.0,,2.0,2000.0,0.0, Pharmacist,12.0,1.0,1.0,7.0,11.0
103071112.0,1030711124.0,2.0,4.0,3.0,0.0,,1.0,0.0,60.0,2.0,2.0,0.0,,0.0,,2.0,1992.0,0.0, Trained midwife,12.0,1.0,1.0,7.0,11.0
103071112.0,1030711124.0,3.0,4.0,3.0,0.0,,0.0,15.0,60.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0, Family planning worker,12.0,1.0,1.0,7.0,11.0
103071112.0,1030711124.0,4.0,4.0,3.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1979.0,0.0,Community Health Worker,12.0,1.0,1.0,7.0,11.0
103071112.0,1030711124.0,5.0,4.0,3.0,0.0,,0.0,4.0,0.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Traditional birth attendant,12.0,1.0,1.0,7.0,11.0
103071112.0,1030711124.0,6.0,4.0,3.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,,1.0,2000.0,0.0, Traditional Healer,12.0,1.0,1.0,7.0,11.0
103071112.0,1030711124.0,7.0,4.0,3.0,0.0,,0.0,4.0,0.0,3.0,3.0,0.0,,0.0,,3.0,0.0,0.0, Medical Assistant,12.0,1.0,1.0,7.0,11.0
104081213.0,1040812131.0,1.0,1.0,4.0,0.0,,0.0,3.0,0.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0,,13.0,1.0,1.0,8.0,12.0
104081213.0,1040812131.0,2.0,1.0,4.0,0.0,,1.0,0.0,60.0,1.0,1.0,0.0,,0.0,,1.0,1982.0,0.0,Basic Health Unit (Smaller),13.0,1.0,1.0,8.0,12.0
104081213.0,1040812131.0,3.0,1.0,4.0,0.0,,1.0,0.0,75.0,2.0,2.0,0.0,,0.0,,2.0,2008.0,0.0,Rural Health Center (Large),13.0,1.0,1.0,8.0,12.0
104081213.0,1040812131.0,4.0,1.0,4.0,0.0,,1.0,0.0,30.0,0.0,0.0,0.0,,0.0,,0.0,1979.0,0.0,Clinic,13.0,1.0,1.0,8.0,12.0
104081213.0,1040812131.0,5.0,1.0,4.0,0.0,,0.0,3.0,10.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0,Dispensary/pharmacy/drugstore,13.0,1.0,1.0,8.0,12.0
104081213.0,1040812131.0,6.0,1.0,4.0,0.0,,0.0,1.0,30.0,2.0,0.0,0.0,,0.0,,2.0,0.0,0.0,Private Medical Practitioner,13.0,1.0,1.0,8.0,12.0
104081213.0,1040812131.0,7.0,1.0,4.0,0.0,,0.0,3.0,60.0,3.0,3.0,0.0,,0.0,,3.0,0.0,0.0,Hospital,13.0,1.0,1.0,8.0,12.0
104081314.0,1040813142.0,1.0,2.0,4.0,0.0,,0.0,4.0,60.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0,Blood Bank,14.0,1.0,1.0,8.0,13.0
104081314.0,1040813142.0,2.0,2.0,4.0,0.0,,0.0,1.0,60.0,2.0,1.0,0.0,,0.0,,2.0,0.0,0.0, Doctor,14.0,1.0,1.0,8.0,13.0
104081314.0,1040813142.0,3.0,2.0,4.0,0.0,,1.0,0.0,60.0,1.0,1.0,0.0,,0.0,,1.0,1986.0,0.0, Nurse,14.0,1.0,1.0,8.0,13.0
104081314.0,1040813142.0,4.0,2.0,4.0,0.0,,1.0,0.0,60.0,0.0,0.0,0.0,,0.0,,0.0,1979.0,0.0, Pharmacist,14.0,1.0,1.0,8.0,13.0
104081314.0,1040813142.0,5.0,2.0,4.0,0.0,,0.0,12.0,20.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0, Trained midwife,14.0,1.0,1.0,8.0,13.0
104081314.0,1040813142.0,6.0,2.0,4.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,,1.0,2001.0,0.0, Family planning worker,14.0,1.0,1.0,8.0,13.0
104081314.0,1040813142.0,7.0,2.0,4.0,0.0,,1.0,0.0,60.0,1.0,1.0,0.0,,0.0,,1.0,1986.0,0.0,Community Health Worker,14.0,1.0,1.0,8.0,13.0
104081415.0,1040814153.0,1.0,3.0,4.0,0.0,,0.0,6.0,20.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0,Traditional birth attendant,15.0,1.0,1.0,8.0,14.0
104081415.0,1040814153.0,2.0,3.0,4.0,0.0,,0.0,6.0,20.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0, Traditional Healer,15.0,1.0,1.0,8.0,14.0
104081415.0,1040814153.0,3.0,3.0,4.0,0.0,,0.0,6.0,20.0,2.0,3.0,0.0,,0.0,,1.0,0.0,0.0, Medical Assistant,15.0,1.0,1.0,8.0,14.0
104081415.0,1040814153.0,4.0,3.0,4.0,0.0,,0.0,13.0,0.0,1.0,0.0,0.0,,0.0,,2.0,0.0,0.0,,15.0,1.0,1.0,8.0,14.0
104081415.0,1040814153.0,5.0,3.0,4.0,0.0,,0.0,13.0,20.0,1.0,3.0,0.0,,0.0,,2.0,0.0,0.0,Basic Health Unit (Smaller),15.0,1.0,1.0,8.0,14.0
104081415.0,1040814153.0,6.0,3.0,4.0,0.0,,1.0,0.0,60.0,0.0,0.0,0.0,,0.0,,0.0,1979.0,0.0,Rural Health Center (Large),15.0,1.0,1.0,8.0,14.0
104081415.0,1040814153.0,7.0,3.0,4.0,0.0,,0.0,13.0,0.0,2.0,0.0,0.0,,0.0,,2.0,0.0,0.0,Clinic,15.0,1.0,1.0,8.0,14.0
104091516.0,1040915164.0,1.0,4.0,4.0,0.0,,0.0,26.0,0.0,2.0,2.0,0.0,,0.0,,1.0,0.0,0.0,Dispensary/pharmacy/drugstore,16.0,1.0,1.0,9.0,15.0
104091516.0,1040915164.0,2.0,4.0,4.0,0.0,,1.0,0.0,0.0,2.0,1.0,0.0,,0.0,,1.0,1984.0,0.0,Private Medical Practitioner,16.0,1.0,1.0,9.0,15.0
104091516.0,1040915164.0,3.0,4.0,4.0,0.0,,1.0,0.0,60.0,1.0,1.0,0.0,,0.0,,1.0,1996.0,1.0,Hospital,16.0,1.0,1.0,9.0,15.0
104091516.0,1040915164.0,4.0,4.0,4.0,0.0,,1.0,0.0,60.0,0.0,0.0,0.0,,0.0,,0.0,1979.0,0.0,Blood Bank,16.0,1.0,1.0,9.0,15.0
104091516.0,1040915164.0,5.0,4.0,4.0,0.0,,0.0,14.0,25.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0, Doctor,16.0,1.0,1.0,9.0,15.0
104091516.0,1040915164.0,6.0,4.0,4.0,0.0,,1.0,0.0,25.0,0.0,0.0,0.0,,0.0,,0.0,1979.0,0.0, Nurse,16.0,1.0,1.0,9.0,15.0
104091516.0,1040915164.0,7.0,4.0,4.0,0.0,,1.0,0.0,25.0,0.0,0.0,0.0,,0.0,,0.0,1979.0,0.0, Pharmacist,16.0,1.0,1.0,9.0,15.0
105101617.0,1051016171.0,1.0,1.0,5.0,0.0,,0.0,6.0,0.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0, Trained midwife,17.0,1.0,1.0,10.0,16.0
105101617.0,1051016171.0,2.0,1.0,5.0,0.0,,0.0,10.0,0.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0, Family planning worker,17.0,1.0,1.0,10.0,16.0
105101617.0,1051016171.0,3.0,1.0,5.0,0.0,,1.0,0.0,0.0,2.0,2.0,0.0,,0.0,,2.0,2010.0,0.0,Community Health Worker,17.0,1.0,1.0,10.0,16.0
105101617.0,1051016171.0,4.0,1.0,5.0,0.0,,1.0,0.0,0.0,2.0,0.0,0.0,,0.0,,2.0,1994.0,0.0,Traditional birth attendant,17.0,1.0,1.0,10.0,16.0
105101617.0,1051016171.0,5.0,1.0,5.0,0.0,,0.0,10.0,0.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0, Traditional Healer,17.0,1.0,1.0,10.0,16.0
105101617.0,1051016171.0,6.0,1.0,5.0,0.0,,0.0,10.0,0.0,1.0,0.0,0.0,,0.0,,1.0,0.0,0.0, Medical Assistant,17.0,1.0,1.0,10.0,16.0
105101617.0,1051016171.0,7.0,1.0,5.0,0.0,,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,,1.0,2001.0,0.0,,17.0,1.0,1.0,10.0,16.0
105101718.0,1051017182.0,1.0,2.0,5.0,0.0,,0.0,15.0,0.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Basic Health Unit (Smaller),18.0,1.0,1.0,10.0,17.0
105101718.0,1051017182.0,2.0,2.0,5.0,0.0,,0.0,15.0,15.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Rural Health Center (Large),18.0,1.0,1.0,10.0,17.0
105101718.0,1051017182.0,3.0,2.0,5.0,0.0,,0.0,10.0,0.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Clinic,18.0,1.0,1.0,10.0,17.0
105101718.0,1051017182.0,4.0,2.0,5.0,0.0,,0.0,5.0,0.0,1.0,0.0,0.0,,0.0,,1.0,0.0,0.0,Dispensary/pharmacy/drugstore,18.0,1.0,1.0,10.0,17.0
105101718.0,1051017182.0,5.0,2.0,5.0,0.0,,0.0,10.0,0.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Private Medical Practitioner,18.0,1.0,1.0,10.0,17.0
105101718.0,1051017182.0,6.0,2.0,5.0,0.0,,0.0,5.0,90.0,1.0,0.0,0.0,,0.0,,1.0,0.0,0.0,Hospital,18.0,1.0,1.0,10.0,17.0
105101718.0,1051017182.0,7.0,2.0,5.0,0.0,,0.0,5.0,90.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0,Blood Bank,18.0,1.0,1.0,10.0,17.0
105111819.0,1051118193.0,1.0,3.0,5.0,0.0,,0.0,10.0,15.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0, Doctor,19.0,1.0,1.0,11.0,18.0
105111819.0,1051118193.0,2.0,3.0,5.0,0.0,,0.0,22.0,0.0,2.0,2.0,0.0,,0.0,,2.0,0.0,3.0, Nurse,19.0,1.0,1.0,11.0,18.0
105111819.0,1051118193.0,3.0,3.0,5.0,0.0,,0.0,3.0,0.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0, Pharmacist,19.0,1.0,1.0,11.0,18.0
105111819.0,1051118193.0,4.0,3.0,5.0,0.0,,0.0,3.0,0.0,1.0,0.0,0.0,,0.0,,1.0,0.0,0.0, Trained midwife,19.0,1.0,1.0,11.0,18.0
105111819.0,1051118193.0,5.0,3.0,5.0,0.0,,0.0,2.0,0.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0, Family planning worker,19.0,1.0,1.0,11.0,18.0
105111819.0,1051118193.0,6.0,3.0,5.0,0.0,,0.0,3.0,0.0,1.0,0.0,0.0,,0.0,,1.0,0.0,0.0,Community Health Worker,19.0,1.0,1.0,11.0,18.0
105111819.0,1051118193.0,7.0,3.0,5.0,0.0,,0.0,3.0,0.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0,Traditional birth attendant,19.0,1.0,1.0,11.0,18.0
105121920.0,1051219204.0,1.0,4.0,5.0,0.0,,0.0,11.0,0.0,2.0,2.0,0.0,,0.0,,2.0,0.0,1.0, Traditional Healer,20.0,1.0,1.0,12.0,19.0
105121920.0,1051219204.0,2.0,4.0,5.0,0.0,,0.0,11.0,0.0,2.0,2.0,0.0,,0.0,,2.0,0.0,2.0, Medical Assistant,20.0,1.0,1.0,12.0,19.0
