CID,Community,DOI_d,DOI_m,DOI_y,D_ID,D_Name,EndTime_hrs,EndTime_mins,FID,Language 1,Language 2,Language 3,M_ID,P_ID,P_Name,StartTime_hrs,StartTime_mins,Survey_Round,T_ID,T_Name,UC_ID,UC_Name
214345253.0,1.0,61.0,13.0,6039.0,42.0,DADU,11.0,52.0,2143452531.0,12.0,3.0,-99.0,106.0,6.0,SINDH,11.0,14.0,1.0,102.0,"DADU, KHUDA ABAD, DADU TALUKA",156.0,"KHUDA ABAD, KHUDABAD UC"
214355354.0,2.0,29.0,9.0,4025.0,28.0,DADU,15.0,23.0,2143553542.0,6.0,3.0,0.0,108.0,4.0,SINDH,14.0,19.0,1.0,70.0,KOTRI,106.0,UNER PUR
214365455.0,3.0,32.0,14.0,6039.0,42.0,DADU,18.0,13.0,2143654553.0,16.0,12.0,-96.0,110.0,6.0,SINDH,16.0,10.0,1.0,108.0,"JOHI, JOHI TALUKA",162.0,"TANDO RAHIM KHAN, TANDO RAHIM KHAN UC"
214365556.0,0.0,7.0,5.0,2013.0,14.0,DADU,0.0,0.0,0.0,0.0,0.0,0.0,56.0,2.0,SINDH,0.0,0.0,0.0,36.0,K N SHAH,54.0,KANDAY CHUKI
214375556.0,4.0,22.0,10.0,4026.0,28.0,DADU,15.0,45.0,2143755564.0,9.0,9.0,-91.0,56.0,4.0,SINDH,15.0,10.0,1.0,74.0,"KHAIR PUR NATHAN SHAH, KHAIRPUR NATHAN SHAH TALU",110.0,KANDECHUKHI UC
215385657.0,1.0,36.0,15.0,6039.0,45.0,SANGHAR,12.0,40.0,2153856571.0,7.0,6.0,6.0,114.0,6.0,SINDH,11.0,30.0,1.0,114.0,"KHIPRO, KHIPRO TALUKA",168.0,"KHORI, KHORI UC"
215395758.0,2.0,63.0,13.0,6039.0,45.0,SANGHAR,12.0,23.0,2153957582.0,8.0,8.0,8.0,116.0,6.0,SINDH,11.0,17.0,1.0,117.0,"SANGHAR, SANGHAR TALUKA",171.0,"GUJRI, GUJRI UC"
215395859.0,3.0,43.0,14.0,6039.0,45.0,SANGHAR,16.0,5.0,2153958593.0,12.0,7.0,11.0,118.0,6.0,SINDH,15.0,10.0,1.0,117.0,"SANGHAR, SANGHAR TALUKA",174.0,"KANHAR, KANHAR UC"
215405960.0,4.0,27.0,15.0,6039.0,45.0,SANGHAR,14.0,0.0,2154059604.0,7.0,-93.0,0.0,120.0,6.0,SINDH,13.0,0.0,1.0,120.0,"SINJHORO, SINJHORO TALUKA",177.0,"JHOL, JHOL UC"
216416061.0,1.0,41.0,14.0,6039.0,48.0,"JACOBABAD, JACCOBABAD",9.0,15.0,2164160611.0,9.0,11.0,14.0,124.0,6.0,SINDH,8.0,10.0,1.0,123.0,"JACOBABAD, JACOBABAD TALUKA",182.0,"DHSTI, DASTI UC"
216416162.0,2.0,38.0,15.0,6039.0,48.0,"JACOBABAD, JALOBABAD, JACCOBABAD",14.0,45.0,2164161622.0,14.0,14.0,-99.0,124.0,6.0,SINDH,14.0,5.0,1.0,123.0,"JACOBABAD, JACOBABAD TALUKA",183.0,"AHMED PUR, AHMEDPUR UC"
216426263.0,3.0,58.0,14.0,6039.0,48.0,"JACOBABAD, JACCOBABAD",13.0,58.0,2164262633.0,12.0,8.0,-99.0,126.0,6.0,SINDH,13.0,10.0,1.0,126.0,"KASHMORE, KASHMOR, JACOBABAD TALUKA",186.0,"SODHI, SODHI UC"
216436364.0,4.0,22.0,15.0,6039.0,48.0,"JACOBABAD, JACOBABNAD, JACCOBABAD",12.0,50.0,2164363644.0,16.0,12.0,-99.0,128.0,6.0,"SINDH, SIDNH",12.0,10.0,1.0,129.0,"KANDHKOT, KANDHKOT TALUKA",189.0,"SAIFAL, SAIFAL UC"
217446465.0,1.0,70.0,13.0,6039.0,51.0,HYDERABAD,14.0,5.0,2174464651.0,12.0,2.0,-99.0,130.0,6.0,SINDH,13.0,21.0,1.0,132.0,"TANDO MUHAMMAD KHAN, TANDO M KHAN",192.0,CHOUDRO TC
217446566.0,2.0,33.0,14.0,6039.0,51.0,HYDERABAD,13.0,15.0,2174465662.0,9.0,9.0,-99.0,132.0,6.0,SINDH,12.0,0.0,1.0,132.0,"TANDO MUHAMMAD KHAN, TANDO M KHAN",195.0,"GHULAM SHAH MOYA, MOYA TC"
217446667.0,3.0,26.0,15.0,6039.0,51.0,HYDERABAD,15.0,15.0,2174466673.0,12.0,8.0,-99.0,134.0,6.0,SINDH,13.0,30.0,1.0,132.0,"TANDO MUHAMMAD KHAN, TANDO M KHAN",198.0,"SAEED PUR, SAEEDPUR TC"
217456768.0,4.0,59.0,18.0,6039.0,51.0,HYDERABAD,16.0,38.0,2174567684.0,14.0,10.0,-99.0,136.0,6.0,SINDH,15.0,50.0,1.0,135.0,"HALA, HALA TALUKA",201.0,GHOTANA TC
318466869.0,1.0,55.0,13.0,6039.0,54.0,NOWSHERA,12.0,35.0,3184668691.0,14.0,-99.0,0.0,138.0,9.0,KPK,11.0,15.0,1.0,138.0,"NOWSHERA, PABBI",204.0,"MOHIB BANDA, BANDA MOHIB UC"
318466970.0,2.0,26.0,15.0,6039.0,54.0,NOWSHERA,12.0,19.0,3184669702.0,14.0,-99.0,0.0,140.0,9.0,KPK,11.0,40.0,1.0,138.0,"NOWSHERA, PABBI",207.0,"JALOZAI, JALLOZAI"
318467071.0,3.0,68.0,12.0,6039.0,54.0,NOWSHERA,12.0,0.0,3184670713.0,14.0,-89.0,0.0,142.0,9.0,KPK,11.0,0.0,1.0,138.0,"NOWSHERA, NOWSHERA TEHSIL",210.0,"GANDERI, GANDERI UC"
318467172.0,4.0,63.0,13.0,6039.0,54.0,NOWSHERA,10.0,45.0,3184671724.0,12.0,12.0,-99.0,144.0,9.0,KPK,8.0,59.0,1.0,138.0,"NOWSHERA, NOWSHERA TEHSIL",213.0,"INZARI, AINZARI UC"
319477273.0,1.0,49.0,13.0,6039.0,57.0,MANSEHRA,16.0,51.0,3194772731.0,10.0,-97.0,1.0,146.0,9.0,KPK,16.0,17.0,1.0,141.0,"MANSEHRA, MANSEHRA TEHSIL",216.0,"BEHALI, BEHALI UC"
319477274.0,2.0,39.0,14.0,6039.0,57.0,MANSEHRA,0.0,0.0,3194772742.0,10.0,-97.0,7.0,148.0,9.0,KPK,0.0,0.0,1.0,141.0,"MANSEHRA, MANSEHRA TEHSIL",216.0,"BEHALI, BEHALI UC"
319477374.0,0.0,4.0,5.0,2013.0,19.0,MANSEHRA,0.0,0.0,0.0,0.0,0.0,0.0,74.0,3.0,KPK,0.0,0.0,0.0,47.0,MANSEHRA,73.0,CHATTER PLAIN
319477375.0,3.0,24.0,10.0,4026.0,38.0,MANSEHRA,0.0,0.0,3194773753.0,10.0,-97.0,10.0,75.0,6.0,KPK,0.0,0.0,1.0,94.0,"MANSEHRA, MANSEHRA TEHSIL",146.0,CHATER PIAIN UC
319487476.0,4.0,50.0,14.0,6039.0,57.0,MANSEHRA,0.0,0.0,3194874764.0,10.0,-97.0,10.0,152.0,9.0,KPK,0.0,0.0,1.0,144.0,"BALAKOT, BALA KOT TEHSIL",222.0,"TALHATTA, TALHATA UC"
