CID,Land_Type,Land_S_12m,Land_S_NoP12m,Land_PPLD,Land_PPLD_Prblm,Survey_Round,Community,FID,P_ID,D_ID,T_ID,UC_ID,M_ID,Land_ID,Land_KGinMaund
102030607,3.0,1.0,1.0,1.0,,1.0,3.0,1020306073.0,1.0,2.0,3.0,6.0,7.0,3.0,40.0
102030607,4.0,1.0,12.0,1.0,,1.0,3.0,1020306073.0,1.0,2.0,3.0,6.0,7.0,4.0,40.0
102030607,5.0,0.0,,1.0,,1.0,3.0,1020306073.0,1.0,2.0,3.0,6.0,7.0,5.0,40.0
102040708,1.0,1.0,20.0,1.0,,1.0,4.0,1020407084.0,1.0,2.0,4.0,7.0,8.0,1.0,40.0
102040708,2.0,0.0,,1.0,,1.0,4.0,1020407084.0,1.0,2.0,4.0,7.0,8.0,2.0,40.0
102040708,3.0,1.0,15.0,1.0,,1.0,4.0,1020407084.0,1.0,2.0,4.0,7.0,8.0,3.0,40.0
102040708,4.0,1.0,1.0,1.0,,1.0,4.0,1020407084.0,1.0,2.0,4.0,7.0,8.0,4.0,40.0
102040708,5.0,0.0,,1.0,,1.0,4.0,1020407084.0,1.0,2.0,4.0,7.0,8.0,5.0,40.0
103050809,1.0,1.0,2.0,1.0,,1.0,1.0,1030508091.0,1.0,3.0,5.0,8.0,9.0,1.0,40.0
103050809,2.0,0.0,,1.0,,1.0,1.0,1030508091.0,1.0,3.0,5.0,8.0,9.0,2.0,40.0
103050809,3.0,1.0,1.0,0.0,4.0,1.0,1.0,1030508091.0,1.0,3.0,5.0,8.0,9.0,3.0,40.0
103050809,4.0,0.0,,1.0,,1.0,1.0,1030508091.0,1.0,3.0,5.0,8.0,9.0,4.0,40.0
103050809,5.0,0.0,,1.0,,1.0,1.0,1030508091.0,1.0,3.0,5.0,8.0,9.0,5.0,40.0
103060910,1.0,1.0,2.0,0.0,3.0,1.0,2.0,1030609102.0,1.0,3.0,6.0,9.0,10.0,1.0,40.0
103060910,2.0,0.0,,0.0,4.0,1.0,2.0,1030609102.0,1.0,3.0,6.0,9.0,10.0,2.0,40.0
103060910,3.0,1.0,3.0,0.0,4.0,1.0,2.0,1030609102.0,1.0,3.0,6.0,9.0,10.0,3.0,40.0
103060910,4.0,1.0,1.0,1.0,,1.0,2.0,1030609102.0,1.0,3.0,6.0,9.0,10.0,4.0,40.0
103060910,5.0,0.0,,0.0,3.0,1.0,2.0,1030609102.0,1.0,3.0,6.0,9.0,10.0,5.0,40.0
103061011,1.0,1.0,1.0,1.0,,1.0,3.0,1030610113.0,1.0,3.0,6.0,10.0,11.0,1.0,40.0
103061011,2.0,0.0,,0.0,4.0,1.0,3.0,1030610113.0,1.0,3.0,6.0,10.0,11.0,2.0,40.0
103061011,3.0,0.0,,0.0,4.0,1.0,3.0,1030610113.0,1.0,3.0,6.0,10.0,11.0,3.0,40.0
103061011,4.0,0.0,,0.0,3.0,1.0,3.0,1030610113.0,1.0,3.0,6.0,10.0,11.0,4.0,40.0
103061011,5.0,0.0,,0.0,2.0,1.0,3.0,1030610113.0,1.0,3.0,6.0,10.0,11.0,5.0,40.0
103071112,1.0,0.0,,1.0,,1.0,4.0,1030711124.0,1.0,3.0,7.0,11.0,12.0,1.0,40.0
103071112,2.0,0.0,,1.0,,1.0,4.0,1030711124.0,1.0,3.0,7.0,11.0,12.0,2.0,40.0
103071112,3.0,1.0,1.0,0.0,4.0,1.0,4.0,1030711124.0,1.0,3.0,7.0,11.0,12.0,3.0,40.0
103071112,4.0,0.0,,1.0,,1.0,4.0,1030711124.0,1.0,3.0,7.0,11.0,12.0,4.0,40.0
103071112,5.0,0.0,,1.0,,1.0,4.0,1030711124.0,1.0,3.0,7.0,11.0,12.0,5.0,40.0
104081213,1.0,1.0,2.0,1.0,,1.0,1.0,1040812131.0,1.0,4.0,8.0,12.0,13.0,1.0,40.0
104081213,2.0,0.0,,1.0,,1.0,1.0,1040812131.0,1.0,4.0,8.0,12.0,13.0,2.0,40.0
104081213,3.0,1.0,11.0,1.0,,1.0,1.0,1040812131.0,1.0,4.0,8.0,12.0,13.0,3.0,40.0
104081213,4.0,0.0,,1.0,,1.0,1.0,1040812131.0,1.0,4.0,8.0,12.0,13.0,4.0,40.0
104081213,5.0,0.0,,1.0,,1.0,1.0,1040812131.0,1.0,4.0,8.0,12.0,13.0,5.0,40.0
104081314,1.0,1.0,,1.0,,1.0,2.0,1040813142.0,1.0,4.0,8.0,13.0,14.0,1.0,40.0
104081314,2.0,1.0,,1.0,,1.0,2.0,1040813142.0,1.0,4.0,8.0,13.0,14.0,2.0,40.0
104081314,3.0,1.0,,1.0,,1.0,2.0,1040813142.0,1.0,4.0,8.0,13.0,14.0,3.0,40.0
104081314,4.0,1.0,,1.0,,1.0,2.0,1040813142.0,1.0,4.0,8.0,13.0,14.0,4.0,40.0
104081314,5.0,0.0,,1.0,,1.0,2.0,1040813142.0,1.0,4.0,8.0,13.0,14.0,5.0,40.0
104081415,1.0,1.0,5.0,1.0,,1.0,3.0,1040814153.0,1.0,4.0,8.0,14.0,15.0,1.0,40.0
104081415,2.0,0.0,,1.0,,1.0,3.0,1040814153.0,1.0,4.0,8.0,14.0,15.0,2.0,40.0
104081415,3.0,1.0,3.0,1.0,,1.0,3.0,1040814153.0,1.0,4.0,8.0,14.0,15.0,3.0,40.0
104081415,4.0,0.0,,1.0,,1.0,3.0,1040814153.0,1.0,4.0,8.0,14.0,15.0,4.0,40.0
104081415,5.0,1.0,1.0,1.0,,1.0,3.0,1040814153.0,1.0,4.0,8.0,14.0,15.0,5.0,40.0
104091516,1.0,1.0,23.0,1.0,,1.0,4.0,1040915164.0,1.0,4.0,9.0,15.0,16.0,1.0,40.0
104091516,2.0,1.0,50.0,1.0,,1.0,4.0,1040915164.0,1.0,4.0,9.0,15.0,16.0,2.0,40.0
104091516,3.0,1.0,50.0,1.0,,1.0,4.0,1040915164.0,1.0,4.0,9.0,15.0,16.0,3.0,40.0
104091516,4.0,1.0,30.0,1.0,,1.0,4.0,1040915164.0,1.0,4.0,9.0,15.0,16.0,4.0,40.0
104091516,5.0,1.0,10.0,1.0,,1.0,4.0,1040915164.0,1.0,4.0,9.0,15.0,16.0,5.0,40.0
105101617,1.0,1.0,1.0,1.0,,1.0,1.0,1051016171.0,1.0,5.0,10.0,16.0,17.0,1.0,40.0
105101617,2.0,0.0,,1.0,,1.0,1.0,1051016171.0,1.0,5.0,10.0,16.0,17.0,2.0,40.0
105101617,3.0,0.0,,1.0,,1.0,1.0,1051016171.0,1.0,5.0,10.0,16.0,17.0,3.0,40.0
105101617,4.0,0.0,,1.0,,1.0,1.0,1051016171.0,1.0,5.0,10.0,16.0,17.0,4.0,40.0
105101617,5.0,0.0,,1.0,,1.0,1.0,1051016171.0,1.0,5.0,10.0,16.0,17.0,5.0,40.0
105101718,1.0,1.0,4.0,1.0,,1.0,2.0,1051017182.0,1.0,5.0,10.0,17.0,18.0,1.0,40.0
105101718,2.0,0.0,,1.0,,1.0,2.0,1051017182.0,1.0,5.0,10.0,17.0,18.0,2.0,40.0
105101718,3.0,0.0,,1.0,,1.0,2.0,1051017182.0,1.0,5.0,10.0,17.0,18.0,3.0,40.0
105101718,4.0,0.0,,1.0,,1.0,2.0,1051017182.0,1.0,5.0,10.0,17.0,18.0,4.0,40.0
105101718,5.0,0.0,,1.0,,1.0,2.0,1051017182.0,1.0,5.0,10.0,17.0,18.0,5.0,40.0
105111819,1.0,1.0,3.0,1.0,,1.0,3.0,1051118193.0,1.0,5.0,11.0,18.0,19.0,1.0,40.0
105111819,2.0,0.0,,1.0,,1.0,3.0,1051118193.0,1.0,5.0,11.0,18.0,19.0,2.0,40.0
105111819,3.0,0.0,,1.0,,1.0,3.0,1051118193.0,1.0,5.0,11.0,18.0,19.0,3.0,40.0
105111819,4.0,0.0,,1.0,,1.0,3.0,1051118193.0,1.0,5.0,11.0,18.0,19.0,4.0,40.0
105111819,5.0,0.0,,1.0,,1.0,3.0,1051118193.0,1.0,5.0,11.0,18.0,19.0,5.0,40.0
105121920,1.0,0.0,,1.0,,1.0,4.0,1051219204.0,1.0,5.0,12.0,19.0,20.0,1.0,40.0
105121920,2.0,0.0,,1.0,,1.0,4.0,1051219204.0,1.0,5.0,12.0,19.0,20.0,2.0,40.0
105121920,3.0,0.0,,1.0,,1.0,4.0,1051219204.0,1.0,5.0,12.0,19.0,20.0,3.0,40.0
105121920,4.0,0.0,,1.0,,1.0,4.0,1051219204.0,1.0,5.0,12.0,19.0,20.0,4.0,40.0
105121920,5.0,0.0,,1.0,,1.0,4.0,1051219204.0,1.0,5.0,12.0,19.0,20.0,5.0,40.0
106132021,1.0,0.0,,1.0,,1.0,1.0,1061320211.0,1.0,6.0,13.0,20.0,21.0,1.0,40.0
106132021,2.0,0.0,,1.0,,1.0,1.0,1061320211.0,1.0,6.0,13.0,20.0,21.0,2.0,40.0
106132021,3.0,0.0,,1.0,,1.0,1.0,1061320211.0,1.0,6.0,13.0,20.0,21.0,3.0,40.0
106132021,4.0,0.0,,1.0,,1.0,1.0,1061320211.0,1.0,6.0,13.0,20.0,21.0,4.0,40.0
106132021,5.0,0.0,,1.0,,1.0,1.0,1061320211.0,1.0,6.0,13.0,20.0,21.0,5.0,40.0
106132122,1.0,1.0,5.0,1.0,,1.0,2.0,1061321222.0,1.0,6.0,13.0,21.0,22.0,1.0,40.0
106132122,2.0,0.0,,1.0,,1.0,2.0,1061321222.0,1.0,6.0,13.0,21.0,22.0,2.0,40.0
106132122,3.0,0.0,,1.0,,1.0,2.0,1061321222.0,1.0,6.0,13.0,21.0,22.0,3.0,40.0
106132122,4.0,0.0,,1.0,,1.0,2.0,1061321222.0,1.0,6.0,13.0,21.0,22.0,4.0,40.0
106132122,5.0,0.0,,1.0,,1.0,2.0,1061321222.0,1.0,6.0,13.0,21.0,22.0,5.0,40.0
106142223,1.0,0.0,,1.0,,1.0,3.0,1061422233.0,1.0,6.0,14.0,22.0,23.0,1.0,40.0
106142223,2.0,0.0,,1.0,,1.0,3.0,1061422233.0,1.0,6.0,14.0,22.0,23.0,2.0,40.0
106142223,3.0,0.0,,0.0,4.0,1.0,3.0,1061422233.0,1.0,6.0,14.0,22.0,23.0,3.0,40.0
106142223,4.0,0.0,,0.0,4.0,1.0,3.0,1061422233.0,1.0,6.0,14.0,22.0,23.0,4.0,40.0
106142223,5.0,0.0,,0.0,4.0,1.0,3.0,1061422233.0,1.0,6.0,14.0,22.0,23.0,5.0,40.0
106142324,1.0,1.0,5.0,1.0,,1.0,4.0,1061423244.0,1.0,6.0,14.0,23.0,24.0,1.0,40.0
106142324,2.0,0.0,,1.0,,1.0,4.0,1061423244.0,1.0,6.0,14.0,23.0,24.0,2.0,40.0
106142324,3.0,0.0,,1.0,,1.0,4.0,1061423244.0,1.0,6.0,14.0,23.0,24.0,3.0,40.0
106142324,4.0,0.0,,1.0,,1.0,4.0,1061423244.0,1.0,6.0,14.0,23.0,24.0,4.0,40.0
106142324,5.0,0.0,,1.0,,1.0,4.0,1061423244.0,1.0,6.0,14.0,23.0,24.0,5.0,40.0
107152425,1.0,1.0,20.0,1.0,,1.0,1.0,1071524251.0,1.0,7.0,15.0,24.0,25.0,1.0,40.0
107152425,2.0,0.0,,1.0,,1.0,1.0,1071524251.0,1.0,7.0,15.0,24.0,25.0,2.0,40.0
107152425,3.0,0.0,,1.0,,1.0,1.0,1071524251.0,1.0,7.0,15.0,24.0,25.0,3.0,40.0
107152425,4.0,0.0,,1.0,,1.0,1.0,1071524251.0,1.0,7.0,15.0,24.0,25.0,4.0,40.0
107152425,5.0,0.0,,1.0,,1.0,1.0,1071524251.0,1.0,7.0,15.0,24.0,25.0,5.0,40.0
107162526,1.0,0.0,,1.0,,1.0,2.0,1071625262.0,1.0,7.0,16.0,25.0,26.0,1.0,40.0
107162526,2.0,0.0,,1.0,,1.0,2.0,1071625262.0,1.0,7.0,16.0,25.0,26.0,2.0,40.0
107162526,3.0,1.0,10.0,0.0,4.0,1.0,2.0,1071625262.0,1.0,7.0,16.0,25.0,26.0,3.0,40.0
107162526,4.0,1.0,5.0,0.0,4.0,1.0,2.0,1071625262.0,1.0,7.0,16.0,25.0,26.0,4.0,40.0
107162526,5.0,0.0,,0.0,4.0,1.0,2.0,1071625262.0,1.0,7.0,16.0,25.0,26.0,5.0,40.0
107162627,1.0,0.0,,1.0,,1.0,3.0,1071626273.0,1.0,7.0,16.0,26.0,27.0,1.0,40.0
107162627,2.0,0.0,,1.0,,1.0,3.0,1071626273.0,1.0,7.0,16.0,26.0,27.0,2.0,40.0
107162627,3.0,0.0,,1.0,,1.0,3.0,1071626273.0,1.0,7.0,16.0,26.0,27.0,3.0,40.0
107162627,4.0,0.0,,1.0,,1.0,3.0,1071626273.0,1.0,7.0,16.0,26.0,27.0,4.0,40.0
107162627,5.0,0.0,,1.0,,1.0,3.0,1071626273.0,1.0,7.0,16.0,26.0,27.0,5.0,40.0
107172728,1.0,0.0,,1.0,,1.0,4.0,1071727284.0,1.0,7.0,17.0,27.0,28.0,1.0,40.0
107172728,2.0,0.0,,1.0,,1.0,4.0,1071727284.0,1.0,7.0,17.0,27.0,28.0,2.0,40.0
107172728,3.0,0.0,,1.0,,1.0,4.0,1071727284.0,1.0,7.0,17.0,27.0,28.0,3.0,40.0
107172728,4.0,0.0,,1.0,,1.0,4.0,1071727284.0,1.0,7.0,17.0,27.0,28.0,4.0,40.0
107172728,5.0,0.0,,1.0,,1.0,4.0,1071727284.0,1.0,7.0,17.0,27.0,28.0,5.0,40.0
108182829,1.0,1.0,3.0,1.0,,1.0,1.0,1081828291.0,1.0,8.0,18.0,28.0,29.0,1.0,40.0
108182829,2.0,0.0,,1.0,,1.0,1.0,1081828291.0,1.0,8.0,18.0,28.0,29.0,2.0,40.0
108182829,3.0,1.0,3.0,0.0,2.0,1.0,1.0,1081828291.0,1.0,8.0,18.0,28.0,29.0,3.0,40.0
108182829,4.0,0.0,,0.0,1.0,1.0,1.0,1081828291.0,1.0,8.0,18.0,28.0,29.0,4.0,40.0
108182829,5.0,0.0,,0.0,3.0,1.0,1.0,1081828291.0,1.0,8.0,18.0,28.0,29.0,5.0,40.0
108192930,1.0,1.0,10.0,1.0,,1.0,2.0,1081929302.0,1.0,8.0,19.0,29.0,30.0,1.0,40.0
108192930,2.0,0.0,,1.0,,1.0,2.0,1081929302.0,1.0,8.0,19.0,29.0,30.0,2.0,40.0
108192930,3.0,1.0,3.0,1.0,,1.0,2.0,1081929302.0,1.0,8.0,19.0,29.0,30.0,3.0,40.0
108192930,4.0,1.0,2.0,1.0,,1.0,2.0,1081929302.0,1.0,8.0,19.0,29.0,30.0,4.0,40.0
108192930,5.0,0.0,,1.0,,1.0,2.0,1081929302.0,1.0,8.0,19.0,29.0,30.0,5.0,40.0
108203031,1.0,1.0,1.0,1.0,,1.0,3.0,1082030313.0,1.0,8.0,20.0,30.0,31.0,1.0,40.0
108203031,2.0,0.0,,1.0,,1.0,3.0,1082030313.0,1.0,8.0,20.0,30.0,31.0,2.0,40.0
108203031,3.0,0.0,,1.0,,1.0,3.0,1082030313.0,1.0,8.0,20.0,30.0,31.0,3.0,40.0
108203031,4.0,1.0,5.0,1.0,,1.0,3.0,1082030313.0,1.0,8.0,20.0,30.0,31.0,4.0,40.0
108203031,5.0,0.0,,1.0,,1.0,3.0,1082030313.0,1.0,8.0,20.0,30.0,31.0,5.0,40.0
108213132,1.0,0.0,,1.0,,1.0,4.0,1082131324.0,1.0,8.0,21.0,31.0,32.0,1.0,40.0
108213132,2.0,0.0,,1.0,,1.0,4.0,1082131324.0,1.0,8.0,21.0,31.0,32.0,2.0,40.0
108213132,3.0,0.0,,1.0,,1.0,4.0,1082131324.0,1.0,8.0,21.0,31.0,32.0,3.0,40.0
108213132,4.0,0.0,,1.0,,1.0,4.0,1082131324.0,1.0,8.0,21.0,31.0,32.0,4.0,40.0
108213132,5.0,0.0,,1.0,,1.0,4.0,1082131324.0,1.0,8.0,21.0,31.0,32.0,5.0,40.0
109223233,1.0,1.0,4.0,1.0,,1.0,1.0,1092232331.0,1.0,9.0,22.0,32.0,33.0,1.0,40.0
109223233,2.0,0.0,,1.0,,1.0,1.0,1092232331.0,1.0,9.0,22.0,32.0,33.0,2.0,40.0
109223233,3.0,0.0,,1.0,,1.0,1.0,1092232331.0,1.0,9.0,22.0,32.0,33.0,3.0,40.0
109223233,4.0,1.0,4.0,1.0,,1.0,1.0,1092232331.0,1.0,9.0,22.0,32.0,33.0,4.0,40.0
109223233,5.0,0.0,,0.0,4.0,1.0,1.0,1092232331.0,1.0,9.0,22.0,32.0,33.0,5.0,40.0
109223334,1.0,1.0,30.0,1.0,,1.0,2.0,1092233342.0,1.0,9.0,22.0,33.0,34.0,1.0,40.0
109223334,2.0,0.0,,1.0,,1.0,2.0,1092233342.0,1.0,9.0,22.0,33.0,34.0,2.0,40.0
109223334,3.0,1.0,2.0,1.0,,1.0,2.0,1092233342.0,1.0,9.0,22.0,33.0,34.0,3.0,40.0
109223334,4.0,1.0,4.0,1.0,,1.0,2.0,1092233342.0,1.0,9.0,22.0,33.0,34.0,4.0,40.0
109223334,5.0,0.0,,1.0,,1.0,2.0,1092233342.0,1.0,9.0,22.0,33.0,34.0,5.0,40.0
109233435,1.0,1.0,1.0,1.0,,1.0,3.0,1092334353.0,1.0,9.0,23.0,34.0,35.0,1.0,40.0
109233435,2.0,0.0,,0.0,,1.0,3.0,1092334353.0,1.0,9.0,23.0,34.0,35.0,2.0,40.0
109233435,3.0,0.0,,0.0,,1.0,3.0,1092334353.0,1.0,9.0,23.0,34.0,35.0,3.0,40.0
109233435,4.0,0.0,,0.0,,1.0,3.0,1092334353.0,1.0,9.0,23.0,34.0,35.0,4.0,40.0
109233435,5.0,0.0,,0.0,,1.0,3.0,1092334353.0,1.0,9.0,23.0,34.0,35.0,5.0,40.0
109233536,1.0,1.0,1.0,0.0,2.0,1.0,4.0,1092335364.0,1.0,9.0,23.0,35.0,36.0,1.0,40.0
109233536,2.0,0.0,,0.0,2.0,1.0,4.0,1092335364.0,1.0,9.0,23.0,35.0,36.0,2.0,40.0
109233536,3.0,0.0,,0.0,2.0,1.0,4.0,1092335364.0,1.0,9.0,23.0,35.0,36.0,3.0,40.0
109233536,4.0,0.0,,0.0,2.0,1.0,4.0,1092335364.0,1.0,9.0,23.0,35.0,36.0,4.0,40.0
109233536,5.0,0.0,,0.0,2.0,1.0,4.0,1092335364.0,1.0,9.0,23.0,35.0,36.0,5.0,40.0
110243637,1.0,1.0,3.0,1.0,,1.0,1.0,1102436371.0,1.0,10.0,24.0,36.0,37.0,1.0,40.0
110243637,2.0,0.0,,1.0,,1.0,1.0,1102436371.0,1.0,10.0,24.0,36.0,37.0,2.0,40.0
110243637,3.0,0.0,,1.0,,1.0,1.0,1102436371.0,1.0,10.0,24.0,36.0,37.0,3.0,40.0
110243637,4.0,0.0,,1.0,,1.0,1.0,1102436371.0,1.0,10.0,24.0,36.0,37.0,4.0,40.0
110243637,5.0,0.0,,1.0,,1.0,1.0,1102436371.0,1.0,10.0,24.0,36.0,37.0,5.0,40.0
110243738,1.0,1.0,4.0,1.0,,1.0,2.0,1102437382.0,1.0,10.0,24.0,37.0,38.0,1.0,40.0
110243738,2.0,1.0,4.0,1.0,,1.0,2.0,1102437382.0,1.0,10.0,24.0,37.0,38.0,2.0,40.0
110243738,3.0,0.0,,1.0,,1.0,2.0,1102437382.0,1.0,10.0,24.0,37.0,38.0,3.0,40.0
110243738,4.0,0.0,,1.0,,1.0,2.0,1102437382.0,1.0,10.0,24.0,37.0,38.0,4.0,40.0
110243738,5.0,0.0,,1.0,,1.0,2.0,1102437382.0,1.0,10.0,24.0,37.0,38.0,5.0,40.0
110243839,1.0,0.0,,1.0,,1.0,3.0,1102438393.0,1.0,10.0,24.0,38.0,39.0,1.0,40.0
110243839,2.0,0.0,,1.0,,1.0,3.0,1102438393.0,1.0,10.0,24.0,38.0,39.0,2.0,40.0
110243839,3.0,1.0,1.0,1.0,,1.0,3.0,1102438393.0,1.0,10.0,24.0,38.0,39.0,3.0,40.0
110243839,4.0,0.0,,1.0,,1.0,3.0,1102438393.0,1.0,10.0,24.0,38.0,39.0,4.0,40.0
110243839,5.0,0.0,,1.0,,1.0,3.0,1102438393.0,1.0,10.0,24.0,38.0,39.0,5.0,40.0
110253940,1.0,1.0,20.0,1.0,,1.0,4.0,1102539404.0,1.0,10.0,25.0,39.0,40.0,1.0,40.0
110253940,2.0,0.0,,1.0,,1.0,4.0,1102539404.0,1.0,10.0,25.0,39.0,40.0,2.0,40.0
110253940,3.0,1.0,10.0,0.0,5.0,1.0,4.0,1102539404.0,1.0,10.0,25.0,39.0,40.0,3.0,40.0
110253940,4.0,1.0,10.0,0.0,5.0,1.0,4.0,1102539404.0,1.0,10.0,25.0,39.0,40.0,4.0,40.0
110253940,5.0,1.0,1.0,1.0,,1.0,4.0,1102539404.0,1.0,10.0,25.0,39.0,40.0,5.0,40.0
111264041,1.0,1.0,,1.0,,1.0,1.0,1112640411.0,1.0,11.0,26.0,40.0,41.0,1.0,40.0
111264041,2.0,1.0,,1.0,,1.0,1.0,1112640411.0,1.0,11.0,26.0,40.0,41.0,2.0,40.0
111264041,3.0,1.0,,1.0,,1.0,1.0,1112640411.0,1.0,11.0,26.0,40.0,41.0,3.0,40.0
111264041,4.0,1.0,,1.0,,1.0,1.0,1112640411.0,1.0,11.0,26.0,40.0,41.0,4.0,40.0
111264041,5.0,0.0,,1.0,,1.0,1.0,1112640411.0,1.0,11.0,26.0,40.0,41.0,5.0,40.0
111274142,1.0,0.0,,1.0,,1.0,2.0,1112741422.0,1.0,11.0,27.0,41.0,42.0,1.0,40.0
111274142,2.0,0.0,,1.0,,1.0,2.0,1112741422.0,1.0,11.0,27.0,41.0,42.0,2.0,40.0
111274142,3.0,0.0,,1.0,,1.0,2.0,1112741422.0,1.0,11.0,27.0,41.0,42.0,3.0,40.0
111274142,4.0,0.0,,1.0,,1.0,2.0,1112741422.0,1.0,11.0,27.0,41.0,42.0,4.0,40.0
111274142,5.0,0.0,,1.0,,1.0,2.0,1112741422.0,1.0,11.0,27.0,41.0,42.0,5.0,40.0
111274243,1.0,1.0,5.0,1.0,,1.0,3.0,1112742433.0,1.0,11.0,27.0,42.0,43.0,1.0,40.0
111274243,2.0,0.0,,1.0,,1.0,3.0,1112742433.0,1.0,11.0,27.0,42.0,43.0,2.0,40.0
111274243,3.0,0.0,,1.0,,1.0,3.0,1112742433.0,1.0,11.0,27.0,42.0,43.0,3.0,40.0
111274243,4.0,1.0,5.0,1.0,,1.0,3.0,1112742433.0,1.0,11.0,27.0,42.0,43.0,4.0,40.0
111274243,5.0,0.0,,1.0,,1.0,3.0,1112742433.0,1.0,11.0,27.0,42.0,43.0,5.0,40.0
111284344,1.0,1.0,2.0,1.0,,1.0,4.0,1112843444.0,1.0,11.0,28.0,43.0,44.0,1.0,40.0
111284344,2.0,0.0,,1.0,,1.0,4.0,1112843444.0,1.0,11.0,28.0,43.0,44.0,2.0,40.0
111284344,3.0,1.0,2.0,1.0,,1.0,4.0,1112843444.0,1.0,11.0,28.0,43.0,44.0,3.0,40.0
111284344,4.0,1.0,5.0,1.0,,1.0,4.0,1112843444.0,1.0,11.0,28.0,43.0,44.0,4.0,40.0
111284344,5.0,0.0,,1.0,,1.0,4.0,1112843444.0,1.0,11.0,28.0,43.0,44.0,5.0,40.0
112294445,1.0,0.0,,1.0,,1.0,1.0,1122944451.0,1.0,12.0,29.0,44.0,45.0,1.0,40.0
