CID,HF_ID,HF_AddM,HF_AddM_DistKM,HF_IVPM,HD_FPCampM,HF_HEM,HF_SFA_y,HF_CA_DHCW,HF_CA_MCHB,HF_Quality,HF_IVPM_Name,HD_FPCampM_Name,HF_HEM_Name,Survey_Round,Community,FID,P_ID,D_ID,T_ID,UC_ID,M_ID,HF_Type,HF_AddM_TimeMins,HF_T
103060910,5.0,0.0,22.0,,,,,2.0,2.0,2.0,,,,1.0,2.0,1030609102.0,1.0,3.0,6.0,9.0,10.0,,,
103060910,6.0,1.0,,,,,2006.0,1.0,,1.0,,,,1.0,2.0,1030609102.0,1.0,3.0,6.0,9.0,10.0,Basic Health Unit (Smaller),60.0,
103060910,7.0,1.0,,,,,2005.0,2.0,2.0,2.0,,,,1.0,2.0,1030609102.0,1.0,3.0,6.0,9.0,10.0,Rural Health Center (Large),60.0,
103061011,1.0,0.0,4.0,,,,,2.0,2.0,2.0,,,,1.0,3.0,1030610113.0,1.0,3.0,6.0,10.0,11.0,Clinic,60.0,
103061011,2.0,0.0,4.0,,,,,2.0,2.0,2.0,,,,1.0,3.0,1030610113.0,1.0,3.0,6.0,10.0,11.0,Dispensary/pharmacy/drugstore,60.0,
103061011,3.0,0.0,2.0,,,,,2.0,2.0,2.0,,,,1.0,3.0,1030610113.0,1.0,3.0,6.0,10.0,11.0,Private Medical Practitioner,,
103061011,4.0,1.0,,,,,1979.0,,,,,,,1.0,3.0,1030610113.0,1.0,3.0,6.0,10.0,11.0,Hospital,60.0,
103061011,5.0,0.0,4.0,,,,,2.0,2.0,2.0,,,,1.0,3.0,1030610113.0,1.0,3.0,6.0,10.0,11.0,Blood Bank,60.0,
103061011,6.0,0.0,4.0,,,,,2.0,,2.0,,,,1.0,3.0,1030610113.0,1.0,3.0,6.0,10.0,11.0, Doctor,60.0,
103061011,7.0,0.0,2.0,,,,,2.0,2.0,2.0,,,,1.0,3.0,1030610113.0,1.0,3.0,6.0,10.0,11.0, Nurse,60.0,
103071112,1.0,1.0,,,,,2000.0,2.0,2.0,2.0,,,,1.0,4.0,1030711124.0,1.0,3.0,7.0,11.0,12.0, Pharmacist,60.0,
103071112,2.0,1.0,,,,,1992.0,2.0,2.0,2.0,,,,1.0,4.0,1030711124.0,1.0,3.0,7.0,11.0,12.0, Trained midwife,60.0,
103071112,3.0,0.0,15.0,,,,,2.0,2.0,2.0,,,,1.0,4.0,1030711124.0,1.0,3.0,7.0,11.0,12.0, Family planning worker,60.0,
103071112,4.0,1.0,,,,,1979.0,,,,,,,1.0,4.0,1030711124.0,1.0,3.0,7.0,11.0,12.0,Community Health Worker,,
103071112,5.0,0.0,4.0,,,,,2.0,2.0,2.0,,,,1.0,4.0,1030711124.0,1.0,3.0,7.0,11.0,12.0,Traditional birth attendant,,
103071112,6.0,1.0,,,,,2000.0,1.0,,1.0,,,,1.0,4.0,1030711124.0,1.0,3.0,7.0,11.0,12.0, Traditional Healer,,
103071112,7.0,0.0,4.0,,,,,3.0,3.0,3.0,,,,1.0,4.0,1030711124.0,1.0,3.0,7.0,11.0,12.0, Medical Assistant,,
104081213,1.0,0.0,3.0,,,,,1.0,1.0,1.0,,,,1.0,1.0,1040812131.0,1.0,4.0,8.0,12.0,13.0,,,
104081213,2.0,1.0,,,,,1982.0,1.0,1.0,1.0,,,,1.0,1.0,1040812131.0,1.0,4.0,8.0,12.0,13.0,Basic Health Unit (Smaller),60.0,
104081213,3.0,1.0,,,,,2008.0,2.0,2.0,2.0,,,,1.0,1.0,1040812131.0,1.0,4.0,8.0,12.0,13.0,Rural Health Center (Large),75.0,
104081213,4.0,1.0,,,,,1979.0,,,,,,,1.0,1.0,1040812131.0,1.0,4.0,8.0,12.0,13.0,Clinic,30.0,
104081213,5.0,0.0,3.0,,,,,1.0,1.0,1.0,,,,1.0,1.0,1040812131.0,1.0,4.0,8.0,12.0,13.0,Dispensary/pharmacy/drugstore,10.0,
104081213,6.0,0.0,1.0,,,,,2.0,,2.0,,,,1.0,1.0,1040812131.0,1.0,4.0,8.0,12.0,13.0,Private Medical Practitioner,30.0,
104081213,7.0,0.0,3.0,,,,,3.0,3.0,3.0,,,,1.0,1.0,1040812131.0,1.0,4.0,8.0,12.0,13.0,Hospital,60.0,
104081314,1.0,0.0,4.0,,,,,1.0,1.0,1.0,,,,1.0,2.0,1040813142.0,1.0,4.0,8.0,13.0,14.0,Blood Bank,60.0,
104081314,2.0,0.0,1.0,,,,,2.0,1.0,2.0,,,,1.0,2.0,1040813142.0,1.0,4.0,8.0,13.0,14.0, Doctor,60.0,
104081314,3.0,1.0,,,,,1986.0,1.0,1.0,1.0,,,,1.0,2.0,1040813142.0,1.0,4.0,8.0,13.0,14.0, Nurse,60.0,
104081314,4.0,1.0,,,,,1979.0,,,,,,,1.0,2.0,1040813142.0,1.0,4.0,8.0,13.0,14.0, Pharmacist,60.0,
104081314,5.0,0.0,12.0,,,,,1.0,1.0,1.0,,,,1.0,2.0,1040813142.0,1.0,4.0,8.0,13.0,14.0, Trained midwife,20.0,
104081314,6.0,1.0,,,,,2001.0,1.0,,1.0,,,,1.0,2.0,1040813142.0,1.0,4.0,8.0,13.0,14.0, Family planning worker,,
104081314,7.0,1.0,,,,,1986.0,1.0,1.0,1.0,,,,1.0,2.0,1040813142.0,1.0,4.0,8.0,13.0,14.0,Community Health Worker,60.0,
104081415,1.0,0.0,6.0,,,,,1.0,1.0,1.0,,,,1.0,3.0,1040814153.0,1.0,4.0,8.0,14.0,15.0,Traditional birth attendant,20.0,
104081415,2.0,0.0,6.0,,,,,1.0,1.0,1.0,,,,1.0,3.0,1040814153.0,1.0,4.0,8.0,14.0,15.0, Traditional Healer,20.0,
104081415,3.0,0.0,6.0,,,,,2.0,3.0,1.0,,,,1.0,3.0,1040814153.0,1.0,4.0,8.0,14.0,15.0, Medical Assistant,20.0,
104081415,4.0,0.0,13.0,,,,,1.0,,2.0,,,,1.0,3.0,1040814153.0,1.0,4.0,8.0,14.0,15.0,,,
104081415,5.0,0.0,13.0,,,,,1.0,3.0,2.0,,,,1.0,3.0,1040814153.0,1.0,4.0,8.0,14.0,15.0,Basic Health Unit (Smaller),20.0,
104081415,6.0,1.0,,,,,1979.0,,,,,,,1.0,3.0,1040814153.0,1.0,4.0,8.0,14.0,15.0,Rural Health Center (Large),60.0,
104081415,7.0,0.0,13.0,,,,,2.0,,2.0,,,,1.0,3.0,1040814153.0,1.0,4.0,8.0,14.0,15.0,Clinic,,
104091516,1.0,0.0,26.0,,,,,2.0,2.0,1.0,,,,1.0,4.0,1040915164.0,1.0,4.0,9.0,15.0,16.0,Dispensary/pharmacy/drugstore,,
104091516,2.0,1.0,,,,,1984.0,2.0,1.0,1.0,,,,1.0,4.0,1040915164.0,1.0,4.0,9.0,15.0,16.0,Private Medical Practitioner,,
104091516,3.0,1.0,,,,,1996.0,1.0,1.0,1.0,,,,1.0,4.0,1040915164.0,1.0,4.0,9.0,15.0,16.0,Hospital,60.0,1.0
104091516,4.0,1.0,,,,,1979.0,,,,,,,1.0,4.0,1040915164.0,1.0,4.0,9.0,15.0,16.0,Blood Bank,60.0,
104091516,5.0,0.0,14.0,,,,,1.0,1.0,1.0,,,,1.0,4.0,1040915164.0,1.0,4.0,9.0,15.0,16.0, Doctor,25.0,
104091516,6.0,1.0,,,,,1979.0,,,,,,,1.0,4.0,1040915164.0,1.0,4.0,9.0,15.0,16.0, Nurse,25.0,
104091516,7.0,1.0,,,,,1979.0,,,,,,,1.0,4.0,1040915164.0,1.0,4.0,9.0,15.0,16.0, Pharmacist,25.0,
105101617,1.0,0.0,6.0,,,,,1.0,1.0,1.0,,,,1.0,1.0,1051016171.0,1.0,5.0,10.0,16.0,17.0, Trained midwife,,
105101617,2.0,0.0,10.0,,,,,1.0,1.0,1.0,,,,1.0,1.0,1051016171.0,1.0,5.0,10.0,16.0,17.0, Family planning worker,,
105101617,3.0,1.0,,,,,2010.0,2.0,2.0,2.0,,,,1.0,1.0,1051016171.0,1.0,5.0,10.0,16.0,17.0,Community Health Worker,,
105101617,4.0,1.0,,,,,1994.0,2.0,,2.0,,,,1.0,1.0,1051016171.0,1.0,5.0,10.0,16.0,17.0,Traditional birth attendant,,
105101617,5.0,0.0,10.0,,,,,1.0,1.0,1.0,,,,1.0,1.0,1051016171.0,1.0,5.0,10.0,16.0,17.0, Traditional Healer,,
105101617,6.0,0.0,10.0,,,,,1.0,,1.0,,,,1.0,1.0,1051016171.0,1.0,5.0,10.0,16.0,17.0, Medical Assistant,,
105101617,7.0,1.0,,,,,2001.0,1.0,1.0,1.0,,,,1.0,1.0,1051016171.0,1.0,5.0,10.0,16.0,17.0,,,
105101718,1.0,0.0,15.0,,,,,2.0,2.0,2.0,,,,1.0,2.0,1051017182.0,1.0,5.0,10.0,17.0,18.0,Basic Health Unit (Smaller),,
105101718,2.0,0.0,15.0,,,,,2.0,2.0,2.0,,,,1.0,2.0,1051017182.0,1.0,5.0,10.0,17.0,18.0,Rural Health Center (Large),15.0,
105101718,3.0,0.0,10.0,,,,,2.0,2.0,2.0,,,,1.0,2.0,1051017182.0,1.0,5.0,10.0,17.0,18.0,Clinic,,
105101718,4.0,0.0,5.0,,,,,1.0,,1.0,,,,1.0,2.0,1051017182.0,1.0,5.0,10.0,17.0,18.0,Dispensary/pharmacy/drugstore,,
105101718,5.0,0.0,10.0,,,,,2.0,2.0,2.0,,,,1.0,2.0,1051017182.0,1.0,5.0,10.0,17.0,18.0,Private Medical Practitioner,,
105101718,6.0,0.0,5.0,,,,,1.0,,1.0,,,,1.0,2.0,1051017182.0,1.0,5.0,10.0,17.0,18.0,Hospital,90.0,
105101718,7.0,0.0,5.0,,,,,1.0,1.0,1.0,,,,1.0,2.0,1051017182.0,1.0,5.0,10.0,17.0,18.0,Blood Bank,90.0,
105111819,1.0,0.0,10.0,,,,,2.0,2.0,2.0,,,,1.0,3.0,1051118193.0,1.0,5.0,11.0,18.0,19.0, Doctor,15.0,
105111819,2.0,0.0,22.0,,,,,2.0,2.0,2.0,,,,1.0,3.0,1051118193.0,1.0,5.0,11.0,18.0,19.0, Nurse,,3.0
105111819,3.0,0.0,3.0,,,,,1.0,1.0,1.0,,,,1.0,3.0,1051118193.0,1.0,5.0,11.0,18.0,19.0, Pharmacist,,
105111819,4.0,0.0,3.0,,,,,1.0,,1.0,,,,1.0,3.0,1051118193.0,1.0,5.0,11.0,18.0,19.0, Trained midwife,,
105111819,5.0,0.0,2.0,,,,,2.0,2.0,2.0,,,,1.0,3.0,1051118193.0,1.0,5.0,11.0,18.0,19.0, Family planning worker,,
105111819,6.0,0.0,3.0,,,,,1.0,,1.0,,,,1.0,3.0,1051118193.0,1.0,5.0,11.0,18.0,19.0,Community Health Worker,,
105111819,7.0,0.0,3.0,,,,,1.0,1.0,1.0,,,,1.0,3.0,1051118193.0,1.0,5.0,11.0,18.0,19.0,Traditional birth attendant,,
105121920,1.0,0.0,11.0,,,,,2.0,2.0,2.0,,,,1.0,4.0,1051219204.0,1.0,5.0,12.0,19.0,20.0, Traditional Healer,,1.0
105121920,2.0,0.0,11.0,,,,,2.0,2.0,2.0,,,,1.0,4.0,1051219204.0,1.0,5.0,12.0,19.0,20.0, Medical Assistant,,2.0
105121920,3.0,0.0,3.0,,,,,1.0,1.0,1.0,,,,1.0,4.0,1051219204.0,1.0,5.0,12.0,19.0,20.0,,,
105121920,4.0,1.0,,,,,2005.0,2.0,,2.0,,,,1.0,4.0,1051219204.0,1.0,5.0,12.0,19.0,20.0,Basic Health Unit (Smaller),,
105121920,5.0,0.0,11.0,,,,,2.0,2.0,2.0,,,,1.0,4.0,1051219204.0,1.0,5.0,12.0,19.0,20.0,Rural Health Center (Large),10.0,
105121920,6.0,1.0,,,,,2008.0,2.0,,2.0,,,,1.0,4.0,1051219204.0,1.0,5.0,12.0,19.0,20.0,Clinic,5.0,
105121920,7.0,0.0,4.0,,,,,1.0,1.0,1.0,,,,1.0,4.0,1051219204.0,1.0,5.0,12.0,19.0,20.0,Dispensary/pharmacy/drugstore,,
106132021,1.0,0.0,3.0,,,,,2.0,2.0,2.0,,,,1.0,1.0,1061320211.0,1.0,6.0,13.0,20.0,21.0,Private Medical Practitioner,,
106132021,2.0,0.0,3.0,,,,,2.0,2.0,3.0,,,,1.0,1.0,1061320211.0,1.0,6.0,13.0,20.0,21.0,Hospital,10.0,
106132021,3.0,0.0,3.0,,,,,2.0,2.0,2.0,,,,1.0,1.0,1061320211.0,1.0,6.0,13.0,20.0,21.0,Blood Bank,35.0,
106132021,4.0,1.0,,,,,1979.0,,,,,,,1.0,1.0,1061320211.0,1.0,6.0,13.0,20.0,21.0, Doctor,10.0,
106132021,5.0,0.0,8.0,,,,,2.0,2.0,2.0,,,,1.0,1.0,1061320211.0,1.0,6.0,13.0,20.0,21.0, Nurse,10.0,1.0
106132021,6.0,0.0,3.0,,,,,2.0,,2.0,,,,1.0,1.0,1061320211.0,1.0,6.0,13.0,20.0,21.0, Pharmacist,15.0,
106132021,7.0,1.0,,,,,1979.0,,,,,,,1.0,1.0,1061320211.0,1.0,6.0,13.0,20.0,21.0, Trained midwife,,
106132122,1.0,0.0,2.0,,,,,2.0,2.0,3.0,,,,1.0,2.0,1061321222.0,1.0,6.0,13.0,21.0,22.0, Family planning worker,7.0,4.0
106132122,2.0,0.0,2.0,,,,,2.0,2.0,3.0,,,,1.0,2.0,1061321222.0,1.0,6.0,13.0,21.0,22.0,Community Health Worker,10.0,
106132122,3.0,0.0,2.0,,,,,2.0,2.0,3.0,,,,1.0,2.0,1061321222.0,1.0,6.0,13.0,21.0,22.0,Traditional birth attendant,,
106132122,4.0,1.0,,,,,1979.0,,,,,,,1.0,2.0,1061321222.0,1.0,6.0,13.0,21.0,22.0, Traditional Healer,,
106132122,5.0,0.0,8.0,,,,,2.0,2.0,3.0,,,,1.0,2.0,1061321222.0,1.0,6.0,13.0,21.0,22.0, Medical Assistant,10.0,
106132122,6.0,1.0,,,,,2000.0,2.0,,3.0,,,,1.0,2.0,1061321222.0,1.0,6.0,13.0,21.0,22.0,,,
106132122,7.0,0.0,6.0,,,,,2.0,2.0,3.0,,,,1.0,2.0,1061321222.0,1.0,6.0,13.0,21.0,22.0,Basic Health Unit (Smaller),,1.0
106142223,1.0,0.0,25.0,,,,,2.0,2.0,2.0,,,,1.0,3.0,1061422233.0,1.0,6.0,14.0,22.0,23.0,Rural Health Center (Large),5.0,5.0
106142223,2.0,0.0,5.0,,,,,2.0,2.0,2.0,,,,1.0,3.0,1061422233.0,1.0,6.0,14.0,22.0,23.0,Clinic,5.0,
106142223,3.0,0.0,3.0,,,,,3.0,3.0,3.0,,,,1.0,3.0,1061422233.0,1.0,6.0,14.0,22.0,23.0,Dispensary/pharmacy/drugstore,,
106142223,4.0,1.0,,,,,1979.0,,,,,,,1.0,3.0,1061422233.0,1.0,6.0,14.0,22.0,23.0,Private Medical Practitioner,,
106142223,5.0,0.0,55.0,,,,,1.0,1.0,1.0,,,,1.0,3.0,1061422233.0,1.0,6.0,14.0,22.0,23.0,Hospital,15.0,
106142223,6.0,1.0,,,,,2002.0,2.0,,2.0,,,,1.0,3.0,1061422233.0,1.0,6.0,14.0,22.0,23.0,Blood Bank,45.0,
106142223,7.0,1.0,,,,,1979.0,,,,,,,1.0,3.0,1061422233.0,1.0,6.0,14.0,22.0,23.0, Doctor,15.0,
106142324,1.0,0.0,10.0,,,,,2.0,2.0,2.0,,,,1.0,4.0,1061423244.0,1.0,6.0,14.0,23.0,24.0, Nurse,15.0,
106142324,2.0,0.0,3.0,,,,,2.0,2.0,2.0,,,,1.0,4.0,1061423244.0,1.0,6.0,14.0,23.0,24.0, Pharmacist,15.0,
106142324,3.0,1.0,,,,,1979.0,,,,,,,1.0,4.0,1061423244.0,1.0,6.0,14.0,23.0,24.0, Trained midwife,,
106142324,4.0,1.0,,,,,1979.0,,,,,,,1.0,4.0,1061423244.0,1.0,6.0,14.0,23.0,24.0, Family planning worker,15.0,
106142324,5.0,0.0,55.0,,,,,1.0,1.0,1.0,,,,1.0,4.0,1061423244.0,1.0,6.0,14.0,23.0,24.0,Community Health Worker,,
106142324,6.0,0.0,3.0,,,,,2.0,,2.0,,,,1.0,4.0,1061423244.0,1.0,6.0,14.0,23.0,24.0,Traditional birth attendant,,
106142324,7.0,1.0,,,,,1995.0,2.0,2.0,2.0,,,,1.0,4.0,1061423244.0,1.0,6.0,14.0,23.0,24.0, Traditional Healer,,
107152425,1.0,0.0,10.0,,,,,2.0,2.0,3.0,,,,1.0,1.0,1071524251.0,1.0,7.0,15.0,24.0,25.0, Medical Assistant,15.0,
107152425,2.0,0.0,10.0,,,,,2.0,2.0,2.0,,,,1.0,1.0,1071524251.0,1.0,7.0,15.0,24.0,25.0,,,
