CID,FID,Tax_ID,Community,D_ID,M_ID,P_ID,Survey_Round,T_ID,Tax_MoVPaid,Tax_MoVPaid_5y,Tax_Rate,Tax_Rate_5y,UC_ID
102030506.0,1020305062.0,3.0,2.0,2.0,6.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0
102030506.0,1020305062.0,4.0,2.0,2.0,6.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0
102030607.0,1020306073.0,1.0,3.0,2.0,7.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0
102030607.0,1020306073.0,2.0,3.0,2.0,7.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0
102030607.0,1020306073.0,3.0,3.0,2.0,7.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0
102030607.0,1020306073.0,4.0,3.0,2.0,7.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0
102040708.0,1020407084.0,1.0,4.0,2.0,8.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,7.0
102040708.0,1020407084.0,2.0,4.0,2.0,8.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,7.0
102040708.0,1020407084.0,3.0,4.0,2.0,8.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,7.0
102040708.0,1020407084.0,4.0,4.0,2.0,8.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,7.0
103050809.0,1030508091.0,1.0,1.0,3.0,9.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,8.0
103050809.0,1030508091.0,2.0,1.0,3.0,9.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,8.0
103050809.0,1030508091.0,3.0,1.0,3.0,9.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,8.0
103050809.0,1030508091.0,4.0,1.0,3.0,9.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,8.0
103060910.0,1030609102.0,1.0,2.0,3.0,10.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,9.0
103060910.0,1030609102.0,2.0,2.0,3.0,10.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,9.0
103060910.0,1030609102.0,3.0,2.0,3.0,10.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,9.0
103060910.0,1030609102.0,4.0,2.0,3.0,10.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,9.0
103061011.0,1030610113.0,1.0,3.0,3.0,11.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,10.0
103061011.0,1030610113.0,2.0,3.0,3.0,11.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,10.0
103061011.0,1030610113.0,3.0,3.0,3.0,11.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,10.0
103061011.0,1030610113.0,4.0,3.0,3.0,11.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,10.0
103071112.0,1030711124.0,1.0,4.0,3.0,12.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,11.0
103071112.0,1030711124.0,2.0,4.0,3.0,12.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,11.0
103071112.0,1030711124.0,3.0,4.0,3.0,12.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,11.0
103071112.0,1030711124.0,4.0,4.0,3.0,12.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,11.0
104081213.0,1040812131.0,1.0,1.0,4.0,13.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,12.0
104081213.0,1040812131.0,2.0,1.0,4.0,13.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,12.0
104081213.0,1040812131.0,3.0,1.0,4.0,13.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,12.0
104081213.0,1040812131.0,4.0,1.0,4.0,13.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,12.0
104081314.0,1040813142.0,1.0,2.0,4.0,14.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,13.0
104081314.0,1040813142.0,2.0,2.0,4.0,14.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,13.0
104081314.0,1040813142.0,3.0,2.0,4.0,14.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,13.0
104081314.0,1040813142.0,4.0,2.0,4.0,14.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,13.0
104081415.0,1040814153.0,1.0,3.0,4.0,15.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,14.0
104081415.0,1040814153.0,2.0,3.0,4.0,15.0,1.0,1.0,8.0,1.0,1.0,5.0,5.0,14.0
104081415.0,1040814153.0,3.0,3.0,4.0,15.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,14.0
104081415.0,1040814153.0,4.0,3.0,4.0,15.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,14.0
104091516.0,1040915164.0,1.0,4.0,4.0,16.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,15.0
104091516.0,1040915164.0,2.0,4.0,4.0,16.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,15.0
104091516.0,1040915164.0,3.0,4.0,4.0,16.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,15.0
104091516.0,1040915164.0,4.0,4.0,4.0,16.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,15.0
105101617.0,1051016171.0,1.0,1.0,5.0,17.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,16.0
105101617.0,1051016171.0,2.0,1.0,5.0,17.0,1.0,1.0,10.0,1.0,1.0,15.0,10.0,16.0
105101617.0,1051016171.0,3.0,1.0,5.0,17.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,16.0
105101617.0,1051016171.0,4.0,1.0,5.0,17.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,16.0
105101718.0,1051017182.0,1.0,2.0,5.0,18.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,17.0
105101718.0,1051017182.0,2.0,2.0,5.0,18.0,1.0,1.0,10.0,1.0,1.0,17.0,10.0,17.0
105101718.0,1051017182.0,3.0,2.0,5.0,18.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,17.0
105101718.0,1051017182.0,4.0,2.0,5.0,18.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,17.0
105111819.0,1051118193.0,1.0,3.0,5.0,19.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,18.0
105111819.0,1051118193.0,2.0,3.0,5.0,19.0,1.0,1.0,11.0,1.0,1.0,15.0,10.0,18.0
105111819.0,1051118193.0,3.0,3.0,5.0,19.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,18.0
105111819.0,1051118193.0,4.0,3.0,5.0,19.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,18.0
105121920.0,1051219204.0,1.0,4.0,5.0,20.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,19.0
105121920.0,1051219204.0,2.0,4.0,5.0,20.0,1.0,1.0,12.0,1.0,1.0,15.0,10.0,19.0
105121920.0,1051219204.0,3.0,4.0,5.0,20.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,19.0
105121920.0,1051219204.0,4.0,4.0,5.0,20.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,19.0
106132021.0,1061320211.0,1.0,1.0,6.0,21.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,20.0
106132021.0,1061320211.0,2.0,1.0,6.0,21.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,20.0
106132021.0,1061320211.0,3.0,1.0,6.0,21.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,20.0
106132021.0,1061320211.0,4.0,1.0,6.0,21.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,20.0
106132122.0,1061321222.0,1.0,2.0,6.0,22.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,21.0
106132122.0,1061321222.0,2.0,2.0,6.0,22.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,21.0
106132122.0,1061321222.0,3.0,2.0,6.0,22.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,21.0
106132122.0,1061321222.0,4.0,2.0,6.0,22.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,21.0
106142223.0,1061422233.0,1.0,3.0,6.0,23.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,22.0
106142223.0,1061422233.0,2.0,3.0,6.0,23.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,22.0
106142223.0,1061422233.0,3.0,3.0,6.0,23.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,22.0
106142223.0,1061422233.0,4.0,3.0,6.0,23.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,22.0
106142324.0,1061423244.0,1.0,4.0,6.0,24.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,23.0
106142324.0,1061423244.0,2.0,4.0,6.0,24.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,23.0
106142324.0,1061423244.0,3.0,4.0,6.0,24.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,23.0
106142324.0,1061423244.0,4.0,4.0,6.0,24.0,1.0,1.0,14.0,1.0,1.0,2.0,2.0,23.0
107152425.0,1071524251.0,1.0,1.0,7.0,25.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,24.0
107152425.0,1071524251.0,2.0,1.0,7.0,25.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,24.0
107152425.0,1071524251.0,3.0,1.0,7.0,25.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,24.0
107152425.0,1071524251.0,4.0,1.0,7.0,25.0,1.0,1.0,15.0,1.0,1.0,5.0,3.0,24.0
107162526.0,1071625262.0,1.0,2.0,7.0,26.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,25.0
107162526.0,1071625262.0,2.0,2.0,7.0,26.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,25.0
107162526.0,1071625262.0,3.0,2.0,7.0,26.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,25.0
107162526.0,1071625262.0,4.0,2.0,7.0,26.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,25.0
107162627.0,1071626273.0,1.0,3.0,7.0,27.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,26.0
107162627.0,1071626273.0,2.0,3.0,7.0,27.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,26.0
107162627.0,1071626273.0,3.0,3.0,7.0,27.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,26.0
107162627.0,1071626273.0,4.0,3.0,7.0,27.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,26.0
107172728.0,1071727284.0,1.0,4.0,7.0,28.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,27.0
107172728.0,1071727284.0,2.0,4.0,7.0,28.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,27.0
107172728.0,1071727284.0,3.0,4.0,7.0,28.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,27.0
107172728.0,1071727284.0,4.0,4.0,7.0,28.0,1.0,1.0,17.0,1.0,1.0,20.0,20.0,27.0
108182829.0,1081828291.0,1.0,1.0,8.0,29.0,1.0,1.0,18.0,1.0,0.0,0.0,0.0,28.0
108182829.0,1081828291.0,2.0,1.0,8.0,29.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,28.0
108182829.0,1081828291.0,3.0,1.0,8.0,29.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,28.0
108182829.0,1081828291.0,4.0,1.0,8.0,29.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,28.0
108192930.0,1081929302.0,1.0,2.0,8.0,30.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0,29.0
108192930.0,1081929302.0,2.0,2.0,8.0,30.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0,29.0
108192930.0,1081929302.0,3.0,2.0,8.0,30.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0,29.0
108192930.0,1081929302.0,4.0,2.0,8.0,30.0,1.0,1.0,19.0,1.0,1.0,0.0,0.0,29.0
108203031.0,1082030313.0,1.0,3.0,8.0,31.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,30.0
108203031.0,1082030313.0,2.0,3.0,8.0,31.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,30.0
108203031.0,1082030313.0,3.0,3.0,8.0,31.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,30.0
108203031.0,1082030313.0,4.0,3.0,8.0,31.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,30.0
108213132.0,1082131324.0,1.0,4.0,8.0,32.0,1.0,1.0,21.0,1.0,0.0,0.0,0.0,31.0
108213132.0,1082131324.0,2.0,4.0,8.0,32.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,31.0
108213132.0,1082131324.0,3.0,4.0,8.0,32.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,31.0
108213132.0,1082131324.0,4.0,4.0,8.0,32.0,1.0,1.0,21.0,1.0,1.0,0.0,0.0,31.0
109223233.0,1092232331.0,1.0,1.0,9.0,33.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,32.0
109223233.0,1092232331.0,2.0,1.0,9.0,33.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,32.0
109223233.0,1092232331.0,3.0,1.0,9.0,33.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,32.0
109223233.0,1092232331.0,4.0,1.0,9.0,33.0,1.0,1.0,22.0,1.0,1.0,0.019999999552965164,0.009999999776482582,32.0
109223334.0,1092233342.0,1.0,2.0,9.0,34.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,33.0
109223334.0,1092233342.0,2.0,2.0,9.0,34.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,33.0
109223334.0,1092233342.0,3.0,2.0,9.0,34.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,33.0
109223334.0,1092233342.0,4.0,2.0,9.0,34.0,1.0,1.0,22.0,1.0,1.0,0.6000000238418579,0.10000000149011612,33.0
109233435.0,1092334353.0,1.0,3.0,9.0,35.0,1.0,1.0,23.0,1.0,1.0,2.5,0.0,34.0
109233435.0,1092334353.0,2.0,3.0,9.0,35.0,1.0,1.0,23.0,0.0,0.0,0.0,0.0,34.0
109233435.0,1092334353.0,3.0,3.0,9.0,35.0,1.0,1.0,23.0,0.0,0.0,0.0,0.0,34.0
109233435.0,1092334353.0,4.0,3.0,9.0,35.0,1.0,1.0,23.0,1.0,0.0,2.5,0.0,34.0
109233536.0,1092335364.0,1.0,4.0,9.0,36.0,1.0,1.0,23.0,0.0,0.0,0.0,0.0,35.0
109233536.0,1092335364.0,2.0,4.0,9.0,36.0,1.0,1.0,23.0,1.0,1.0,5.0,3.0,35.0
109233536.0,1092335364.0,3.0,4.0,9.0,36.0,1.0,1.0,23.0,0.0,0.0,0.0,0.0,35.0
109233536.0,1092335364.0,4.0,4.0,9.0,36.0,1.0,1.0,23.0,1.0,1.0,1.0,0.5,35.0
110243637.0,1102436371.0,1.0,1.0,10.0,37.0,1.0,1.0,24.0,1.0,1.0,0.0,0.0,36.0
110243637.0,1102436371.0,2.0,1.0,10.0,37.0,1.0,1.0,24.0,0.0,0.0,0.0,0.0,36.0
110243637.0,1102436371.0,3.0,1.0,10.0,37.0,1.0,1.0,24.0,0.0,0.0,0.0,0.0,36.0
110243637.0,1102436371.0,4.0,1.0,10.0,37.0,1.0,1.0,24.0,0.0,0.0,0.0,0.0,36.0
110243738.0,1102437382.0,1.0,2.0,10.0,38.0,1.0,1.0,24.0,0.0,0.0,0.0,0.0,37.0
110243738.0,1102437382.0,2.0,2.0,10.0,38.0,1.0,1.0,24.0,0.0,0.0,0.0,0.0,37.0
110243738.0,1102437382.0,3.0,2.0,10.0,38.0,1.0,1.0,24.0,0.0,0.0,0.0,0.0,37.0
110243738.0,1102437382.0,4.0,2.0,10.0,38.0,1.0,1.0,24.0,1.0,1.0,17.0,12.0,37.0
110243839.0,1102438393.0,1.0,3.0,10.0,39.0,1.0,1.0,24.0,0.0,0.0,0.0,0.0,38.0
110243839.0,1102438393.0,2.0,3.0,10.0,39.0,1.0,1.0,24.0,0.0,0.0,0.0,0.0,38.0
110243839.0,1102438393.0,3.0,3.0,10.0,39.0,1.0,1.0,24.0,0.0,0.0,0.0,0.0,38.0
110243839.0,1102438393.0,4.0,3.0,10.0,39.0,1.0,1.0,24.0,0.0,0.0,0.0,0.0,38.0
110253940.0,1102539404.0,1.0,4.0,10.0,40.0,1.0,1.0,25.0,0.0,0.0,0.0,0.0,39.0
110253940.0,1102539404.0,2.0,4.0,10.0,40.0,1.0,1.0,25.0,1.0,1.0,0.0,0.0,39.0
110253940.0,1102539404.0,3.0,4.0,10.0,40.0,1.0,1.0,25.0,0.0,0.0,0.0,0.0,39.0
110253940.0,1102539404.0,4.0,4.0,10.0,40.0,1.0,1.0,25.0,1.0,1.0,0.0,0.0,39.0
111264041.0,1112640411.0,1.0,1.0,11.0,41.0,1.0,1.0,26.0,0.0,0.0,0.0,0.0,40.0
111264041.0,1112640411.0,2.0,1.0,11.0,41.0,1.0,1.0,26.0,0.0,0.0,0.0,0.0,40.0
111264041.0,1112640411.0,3.0,1.0,11.0,41.0,1.0,1.0,26.0,0.0,0.0,0.0,0.0,40.0
111264041.0,1112640411.0,4.0,1.0,11.0,41.0,1.0,1.0,26.0,0.0,0.0,0.0,0.0,40.0
111274142.0,1112741422.0,1.0,2.0,11.0,42.0,1.0,1.0,27.0,0.0,0.0,0.0,0.0,41.0
111274142.0,1112741422.0,2.0,2.0,11.0,42.0,1.0,1.0,27.0,0.0,0.0,0.0,0.0,41.0
111274142.0,1112741422.0,3.0,2.0,11.0,42.0,1.0,1.0,27.0,0.0,0.0,0.0,0.0,41.0
111274142.0,1112741422.0,4.0,2.0,11.0,42.0,1.0,1.0,27.0,0.0,0.0,0.0,0.0,41.0
111274243.0,1112742433.0,1.0,3.0,11.0,43.0,1.0,1.0,27.0,0.0,0.0,0.0,0.0,42.0
111274243.0,1112742433.0,2.0,3.0,11.0,43.0,1.0,1.0,27.0,0.0,0.0,0.0,0.0,42.0
111274243.0,1112742433.0,3.0,3.0,11.0,43.0,1.0,1.0,27.0,0.0,0.0,0.0,0.0,42.0
111274243.0,1112742433.0,4.0,3.0,11.0,43.0,1.0,1.0,27.0,0.0,0.0,0.0,0.0,42.0
111284344.0,1112843444.0,1.0,4.0,11.0,44.0,1.0,1.0,28.0,0.0,0.0,0.0,0.0,43.0
111284344.0,1112843444.0,2.0,4.0,11.0,44.0,1.0,1.0,28.0,0.0,0.0,0.0,0.0,43.0
111284344.0,1112843444.0,3.0,4.0,11.0,44.0,1.0,1.0,28.0,0.0,0.0,0.0,0.0,43.0
111284344.0,1112843444.0,4.0,4.0,11.0,44.0,1.0,1.0,28.0,0.0,0.0,0.0,0.0,43.0
112294445.0,1122944451.0,1.0,1.0,12.0,45.0,1.0,1.0,29.0,0.0,0.0,0.0,0.0,44.0
112294445.0,1122944451.0,2.0,1.0,12.0,45.0,1.0,1.0,29.0,0.0,0.0,0.0,0.0,44.0
112294445.0,1122944451.0,3.0,1.0,12.0,45.0,1.0,1.0,29.0,0.0,0.0,0.0,0.0,44.0
112294445.0,1122944451.0,4.0,1.0,12.0,45.0,1.0,1.0,29.0,0.0,0.0,0.0,0.0,44.0
112304546.0,1123045462.0,1.0,2.0,12.0,46.0,1.0,1.0,30.0,0.0,0.0,0.0,0.0,45.0
112304546.0,1123045462.0,2.0,2.0,12.0,46.0,1.0,1.0,30.0,1.0,1.0,2.0,0.0,45.0
112304546.0,1123045462.0,3.0,2.0,12.0,46.0,1.0,1.0,30.0,0.0,0.0,0.0,0.0,45.0
112304546.0,1123045462.0,4.0,2.0,12.0,46.0,1.0,1.0,30.0,0.0,0.0,0.0,0.0,45.0
112304647.0,1123046473.0,1.0,3.0,12.0,47.0,1.0,1.0,30.0,0.0,0.0,0.0,0.0,46.0
112304647.0,1123046473.0,2.0,3.0,12.0,47.0,1.0,1.0,30.0,0.0,0.0,0.0,0.0,46.0
112304647.0,1123046473.0,3.0,3.0,12.0,47.0,1.0,1.0,30.0,0.0,0.0,0.0,0.0,46.0
112304647.0,1123046473.0,4.0,3.0,12.0,47.0,1.0,1.0,30.0,0.0,0.0,0.0,0.0,46.0
112314748.0,1123147484.0,1.0,4.0,12.0,48.0,1.0,1.0,31.0,0.0,0.0,0.0,0.0,47.0
112314748.0,1123147484.0,2.0,4.0,12.0,48.0,1.0,1.0,31.0,0.0,0.0,0.0,0.0,47.0
112314748.0,1123147484.0,3.0,4.0,12.0,48.0,1.0,1.0,31.0,0.0,0.0,0.0,0.0,47.0
112314748.0,1123147484.0,4.0,4.0,12.0,48.0,1.0,1.0,31.0,0.0,0.0,0.0,0.0,47.0
213324849.0,2133248491.0,1.0,1.0,13.0,49.0,2.0,1.0,32.0,0.0,0.0,0.0,0.0,48.0
213324849.0,2133248491.0,2.0,1.0,13.0,49.0,2.0,1.0,32.0,0.0,0.0,0.0,0.0,48.0
213324849.0,2133248491.0,3.0,1.0,13.0,49.0,2.0,1.0,32.0,0.0,0.0,0.0,0.0,48.0
213324849.0,2133248491.0,4.0,1.0,13.0,49.0,2.0,1.0,32.0,0.0,0.0,0.0,0.0,48.0
213324950.0,2133249502.0,1.0,2.0,13.0,50.0,2.0,1.0,32.0,0.0,0.0,0.0,0.0,49.0
213324950.0,2133249502.0,2.0,2.0,13.0,50.0,2.0,1.0,32.0,0.0,0.0,0.0,0.0,49.0
213324950.0,2133249502.0,3.0,2.0,13.0,50.0,2.0,1.0,32.0,0.0,0.0,0.0,0.0,49.0
213324950.0,2133249502.0,4.0,2.0,13.0,50.0,2.0,1.0,32.0,0.0,0.0,0.0,0.0,49.0
213324952.0,2133249523.0,1.0,3.0,13.0,52.0,2.0,1.0,32.0,1.0,1.0,0.0,0.0,49.0
213324952.0,2133249523.0,2.0,3.0,13.0,52.0,2.0,1.0,32.0,1.0,1.0,0.0,0.0,49.0
213324952.0,2133249523.0,3.0,3.0,13.0,52.0,2.0,1.0,32.0,0.0,0.0,0.0,0.0,49.0
213324952.0,2133249523.0,4.0,3.0,13.0,52.0,2.0,1.0,32.0,1.0,1.0,0.0,0.0,49.0
213335051.0,2133351514.0,1.0,4.0,13.0,51.0,2.0,1.0,33.0,0.0,0.0,0.0,0.0,50.0
213335051.0,2133351514.0,2.0,4.0,13.0,51.0,2.0,1.0,33.0,0.0,0.0,0.0,0.0,50.0
213335051.0,2133351514.0,3.0,4.0,13.0,51.0,2.0,1.0,33.0,0.0,0.0,0.0,0.0,50.0
213335051.0,2133351514.0,4.0,4.0,13.0,51.0,2.0,1.0,33.0,0.0,0.0,0.0,0.0,50.0
214345253.0,2143452531.0,1.0,1.0,14.0,53.0,2.0,1.0,34.0,0.0,0.0,0.0,0.0,52.0
214345253.0,2143452531.0,2.0,1.0,14.0,53.0,2.0,1.0,34.0,0.0,0.0,0.0,0.0,52.0
214345253.0,2143452531.0,3.0,1.0,14.0,53.0,2.0,1.0,34.0,0.0,0.0,0.0,0.0,52.0
214345253.0,2143452531.0,4.0,1.0,14.0,53.0,2.0,1.0,34.0,0.0,0.0,0.0,0.0,52.0
214355354.0,2143553542.0,1.0,2.0,14.0,54.0,2.0,1.0,35.0,0.0,0.0,0.0,0.0,53.0
214355354.0,2143553542.0,2.0,2.0,14.0,54.0,2.0,1.0,35.0,0.0,0.0,0.0,0.0,53.0
214355354.0,2143553542.0,3.0,2.0,14.0,54.0,2.0,1.0,35.0,0.0,0.0,0.0,0.0,53.0
214355354.0,2143553542.0,4.0,2.0,14.0,54.0,2.0,1.0,35.0,0.0,0.0,0.0,0.0,53.0
214365455.0,2143654553.0,1.0,3.0,14.0,55.0,2.0,1.0,36.0,0.0,0.0,0.0,0.0,54.0
214365455.0,2143654553.0,2.0,3.0,14.0,55.0,2.0,1.0,36.0,0.0,0.0,0.0,0.0,54.0
214365455.0,2143654553.0,3.0,3.0,14.0,55.0,2.0,1.0,36.0,0.0,0.0,0.0,0.0,54.0
214365455.0,2143654553.0,4.0,3.0,14.0,55.0,2.0,1.0,36.0,0.0,0.0,0.0,0.0,54.0
214375556.0,2143755564.0,1.0,4.0,14.0,56.0,2.0,1.0,37.0,0.0,0.0,0.0,0.0,55.0
214375556.0,2143755564.0,2.0,4.0,14.0,56.0,2.0,1.0,37.0,0.0,0.0,0.0,0.0,55.0
214375556.0,2143755564.0,3.0,4.0,14.0,56.0,2.0,1.0,37.0,0.0,0.0,0.0,0.0,55.0
214375556.0,2143755564.0,4.0,4.0,14.0,56.0,2.0,1.0,37.0,0.0,0.0,0.0,0.0,55.0
215385657.0,2153856571.0,1.0,1.0,15.0,57.0,2.0,1.0,38.0,0.0,0.0,0.0,0.0,56.0
215385657.0,2153856571.0,2.0,1.0,15.0,57.0,2.0,1.0,38.0,0.0,0.0,0.0,0.0,56.0
