CID,PID,FID,Community,D_ID,M_ID,P_ID,R_Age,R_Gender,R_HEL,R_MainIncomeSrc,R_PiP_y,R_TiM_y,Survey_Round,T_ID
106132021.0,1.0,1061320211.0,1.0,6.0,21.0,1.0,32.0,1.0,5.0,7.0,15.0,10.0,1.0,13.0
106132021.0,2.0,1061320211.0,1.0,6.0,21.0,1.0,59.0,1.0,10.0,1.0,30.0,59.0,1.0,13.0
106132021.0,3.0,1061320211.0,1.0,6.0,21.0,1.0,60.0,1.0,5.0,3.0,20.0,60.0,1.0,13.0
106132122.0,1.0,1061321222.0,2.0,6.0,22.0,1.0,38.0,1.0,22.0,3.0,20.0,38.0,1.0,13.0
106132122.0,2.0,1061321222.0,2.0,6.0,22.0,1.0,38.0,1.0,10.0,1.0,20.0,38.0,1.0,13.0
106132122.0,3.0,1061321222.0,2.0,6.0,22.0,1.0,28.0,1.0,10.0,1.0,15.0,28.0,1.0,13.0
106142223.0,1.0,1061422233.0,3.0,6.0,23.0,1.0,63.0,1.0,13.0,1.0,6.0,63.0,1.0,14.0
106142223.0,2.0,1061422233.0,3.0,6.0,23.0,1.0,70.0,1.0,10.0,5.0,40.0,70.0,1.0,14.0
106142223.0,3.0,1061422233.0,3.0,6.0,23.0,1.0,30.0,1.0,14.0,4.0,9.0,27.0,1.0,14.0
106142324.0,1.0,1061423244.0,4.0,6.0,24.0,1.0,60.0,1.0,12.0,1.0,38.0,60.0,1.0,14.0
106142324.0,2.0,1061423244.0,4.0,6.0,24.0,1.0,40.0,1.0,5.0,1.0,20.0,40.0,1.0,14.0
106142324.0,3.0,1061423244.0,4.0,6.0,24.0,1.0,48.0,1.0,22.0,1.0,25.0,48.0,1.0,14.0
107152425.0,1.0,1071524251.0,1.0,7.0,25.0,1.0,61.0,1.0,5.0,1.0,4.0,40.0,1.0,15.0
107152425.0,2.0,1071524251.0,1.0,7.0,25.0,1.0,47.0,1.0,12.0,6.0,24.0,47.0,1.0,15.0
107152425.0,3.0,1071524251.0,1.0,7.0,25.0,1.0,50.0,1.0,10.0,1.0,4.0,0.0,1.0,15.0
107162526.0,1.0,1071625262.0,2.0,7.0,26.0,1.0,50.0,1.0,10.0,3.0,10.0,20.0,1.0,16.0
107162526.0,2.0,1071625262.0,2.0,7.0,26.0,1.0,46.0,1.0,23.0,3.0,15.0,25.0,1.0,16.0
107162526.0,3.0,1071625262.0,2.0,7.0,26.0,1.0,55.0,1.0,23.0,3.0,10.0,25.0,1.0,16.0
107162627.0,1.0,1071626273.0,3.0,7.0,27.0,1.0,23.0,1.0,12.0,6.0,4.0,23.0,1.0,16.0
107162627.0,2.0,1071626273.0,3.0,7.0,27.0,1.0,65.0,1.0,23.0,1.0,20.0,50.0,1.0,16.0
107162627.0,3.0,1071626273.0,3.0,7.0,27.0,1.0,27.0,1.0,23.0,3.0,5.0,20.0,1.0,16.0
107172728.0,1.0,1071727284.0,4.0,7.0,28.0,1.0,51.0,1.0,10.0,1.0,13.0,50.0,1.0,17.0
107172728.0,2.0,1071727284.0,4.0,7.0,28.0,1.0,60.0,1.0,10.0,4.0,10.0,10.0,1.0,17.0
107172728.0,3.0,1071727284.0,4.0,7.0,28.0,1.0,27.0,1.0,13.0,1.0,10.0,27.0,1.0,17.0
108182829.0,1.0,1081828291.0,1.0,8.0,29.0,1.0,54.0,1.0,5.0,1.0,22.0,54.0,1.0,18.0
108182829.0,2.0,1081828291.0,1.0,8.0,29.0,1.0,40.0,1.0,23.0,7.0,10.0,40.0,1.0,18.0
108182829.0,3.0,1081828291.0,1.0,8.0,29.0,1.0,45.0,1.0,10.0,4.0,15.0,15.0,1.0,18.0
108192930.0,1.0,1081929302.0,2.0,8.0,30.0,1.0,48.0,1.0,5.0,1.0,7.0,45.0,1.0,19.0
108192930.0,2.0,1081929302.0,2.0,8.0,30.0,1.0,70.0,1.0,23.0,1.0,42.0,42.0,1.0,19.0
108192930.0,3.0,1081929302.0,2.0,8.0,30.0,1.0,41.0,1.0,14.0,4.0,8.0,28.0,1.0,19.0
108203031.0,1.0,1082030313.0,3.0,8.0,31.0,1.0,45.0,1.0,12.0,1.0,30.0,45.0,1.0,20.0
108203031.0,2.0,1082030313.0,3.0,8.0,31.0,1.0,45.0,1.0,4.0,3.0,10.0,45.0,1.0,20.0
108203031.0,3.0,1082030313.0,3.0,8.0,31.0,1.0,49.0,1.0,23.0,1.0,20.0,49.0,1.0,20.0
108213132.0,1.0,1082131324.0,4.0,8.0,32.0,1.0,71.0,1.0,23.0,1.0,50.0,71.0,1.0,21.0
108213132.0,2.0,1082131324.0,4.0,8.0,32.0,1.0,50.0,1.0,8.0,1.0,30.0,50.0,1.0,21.0
108213132.0,3.0,1082131324.0,4.0,8.0,32.0,1.0,26.0,1.0,0.0,1.0,16.0,26.0,1.0,21.0
109223233.0,1.0,1092232331.0,1.0,9.0,33.0,1.0,61.0,1.0,13.0,1.0,24.0,61.0,1.0,22.0
109223233.0,2.0,1092232331.0,1.0,9.0,33.0,1.0,29.0,1.0,10.0,3.0,5.0,29.0,1.0,22.0
109223233.0,3.0,1092232331.0,1.0,9.0,33.0,1.0,62.0,1.0,0.0,1.0,30.0,45.0,1.0,22.0
109223334.0,1.0,1092233342.0,2.0,9.0,34.0,1.0,44.0,1.0,13.0,4.0,23.0,0.0,1.0,22.0
109223334.0,2.0,1092233342.0,2.0,9.0,34.0,1.0,35.0,1.0,10.0,1.0,1.0,1.0,1.0,22.0
109223334.0,3.0,1092233342.0,2.0,9.0,34.0,1.0,55.0,1.0,5.0,1.0,25.0,55.0,1.0,22.0
109233435.0,1.0,1092334353.0,3.0,9.0,35.0,1.0,42.0,1.0,6.0,7.0,28.0,34.0,1.0,23.0
109233435.0,2.0,1092334353.0,3.0,9.0,35.0,1.0,28.0,1.0,1.0,3.0,1.0,28.0,1.0,23.0
109233435.0,3.0,1092334353.0,3.0,9.0,35.0,1.0,19.0,1.0,8.0,1.0,3.0,19.0,1.0,23.0
109233536.0,1.0,1092335364.0,4.0,9.0,36.0,1.0,50.0,1.0,13.0,4.0,27.0,50.0,1.0,23.0
109233536.0,2.0,1092335364.0,4.0,9.0,36.0,1.0,52.0,1.0,5.0,1.0,40.0,52.0,1.0,23.0
109233536.0,3.0,1092335364.0,4.0,9.0,36.0,1.0,23.0,1.0,14.0,1.0,1.0,23.0,1.0,23.0
110243637.0,1.0,1102436371.0,1.0,10.0,37.0,1.0,32.0,1.0,13.0,3.0,8.0,32.0,1.0,24.0
110243637.0,2.0,1102436371.0,1.0,10.0,37.0,1.0,30.0,1.0,9.0,3.0,12.0,30.0,1.0,24.0
110243637.0,3.0,1102436371.0,1.0,10.0,37.0,1.0,40.0,1.0,7.0,3.0,16.0,40.0,1.0,24.0
110243738.0,1.0,1102437382.0,2.0,10.0,38.0,1.0,47.0,1.0,7.0,1.0,31.0,47.0,1.0,24.0
110243738.0,2.0,1102437382.0,2.0,10.0,38.0,1.0,50.0,1.0,5.0,1.0,18.0,50.0,1.0,24.0
110243738.0,3.0,1102437382.0,2.0,10.0,38.0,1.0,55.0,1.0,5.0,1.0,25.0,55.0,1.0,24.0
110243839.0,1.0,1102438393.0,3.0,10.0,39.0,1.0,38.0,1.0,10.0,1.0,12.0,38.0,1.0,24.0
110243839.0,2.0,1102438393.0,3.0,10.0,39.0,1.0,28.0,1.0,5.0,3.0,3.0,28.0,1.0,24.0
110243839.0,3.0,1102438393.0,3.0,10.0,39.0,1.0,35.0,1.0,5.0,1.0,18.0,35.0,1.0,24.0
110253940.0,1.0,1102539404.0,4.0,10.0,40.0,1.0,62.0,1.0,23.0,1.0,4.0,62.0,1.0,25.0
110253940.0,2.0,1102539404.0,4.0,10.0,40.0,1.0,63.0,1.0,23.0,1.0,30.0,37.0,1.0,25.0
110253940.0,3.0,1102539404.0,4.0,10.0,40.0,1.0,38.0,1.0,10.0,1.0,6.0,38.0,1.0,25.0
111264041.0,1.0,1112640411.0,1.0,11.0,41.0,1.0,40.0,1.0,14.0,4.0,19.0,40.0,1.0,26.0
111264041.0,2.0,1112640411.0,1.0,11.0,41.0,1.0,48.0,1.0,10.0,4.0,25.0,48.0,1.0,26.0
111264041.0,3.0,1112640411.0,1.0,11.0,41.0,1.0,25.0,2.0,13.0,6.0,2.0,25.0,1.0,26.0
111274142.0,1.0,1112741422.0,2.0,11.0,42.0,1.0,39.0,1.0,12.0,1.0,12.0,39.0,1.0,27.0
111274142.0,2.0,1112741422.0,2.0,11.0,42.0,1.0,53.0,1.0,10.0,1.0,35.0,53.0,1.0,27.0
111274142.0,3.0,1112741422.0,2.0,11.0,42.0,1.0,40.0,1.0,5.0,1.0,22.0,40.0,1.0,27.0
111274243.0,1.0,1112742433.0,3.0,11.0,43.0,1.0,60.0,1.0,10.0,1.0,2.0,60.0,1.0,27.0
111274243.0,2.0,1112742433.0,3.0,11.0,43.0,1.0,37.0,1.0,12.0,3.0,15.0,37.0,1.0,27.0
111274243.0,3.0,1112742433.0,3.0,11.0,43.0,1.0,60.0,1.0,8.0,3.0,40.0,60.0,1.0,27.0
111284344.0,1.0,1112843444.0,4.0,11.0,44.0,1.0,59.0,1.0,10.0,1.0,22.0,0.0,1.0,28.0
111284344.0,2.0,1112843444.0,4.0,11.0,44.0,1.0,41.0,1.0,8.0,1.0,2.0,41.0,1.0,28.0
111284344.0,3.0,1112843444.0,4.0,11.0,44.0,1.0,68.0,1.0,5.0,1.0,15.0,68.0,1.0,28.0
112294445.0,1.0,1122944451.0,1.0,12.0,45.0,1.0,29.0,1.0,8.0,1.0,15.0,29.0,1.0,29.0
112294445.0,2.0,1122944451.0,1.0,12.0,45.0,1.0,28.0,1.0,10.0,1.0,12.0,28.0,1.0,29.0
112294445.0,3.0,1122944451.0,1.0,12.0,45.0,1.0,30.0,1.0,10.0,1.0,15.0,30.0,1.0,29.0
112304546.0,1.0,1123045462.0,2.0,12.0,46.0,1.0,79.0,1.0,10.0,1.0,50.0,79.0,1.0,30.0
112304546.0,2.0,1123045462.0,2.0,12.0,46.0,1.0,59.0,1.0,23.0,1.0,40.0,59.0,1.0,30.0
112304546.0,3.0,1123045462.0,2.0,12.0,46.0,1.0,62.0,1.0,10.0,3.0,20.0,40.0,1.0,30.0
112304647.0,1.0,1123046473.0,3.0,12.0,47.0,1.0,45.0,1.0,8.0,1.0,10.0,45.0,1.0,30.0
112304647.0,2.0,1123046473.0,3.0,12.0,47.0,1.0,54.0,1.0,5.0,1.0,4.0,0.0,1.0,30.0
112304647.0,3.0,1123046473.0,3.0,12.0,47.0,1.0,55.0,1.0,5.0,7.0,35.0,55.0,1.0,30.0
112314748.0,1.0,1123147484.0,4.0,12.0,48.0,1.0,65.0,1.0,12.0,1.0,45.0,45.0,1.0,31.0
112314748.0,2.0,1123147484.0,4.0,12.0,48.0,1.0,35.0,1.0,13.0,1.0,8.0,35.0,1.0,31.0
112314748.0,3.0,1123147484.0,4.0,12.0,48.0,1.0,30.0,1.0,13.0,1.0,5.0,30.0,1.0,31.0
213324849.0,1.0,2133248491.0,1.0,13.0,49.0,2.0,60.0,1.0,0.0,1.0,26.0,60.0,1.0,32.0
213324849.0,2.0,2133248491.0,1.0,13.0,49.0,2.0,39.0,1.0,5.0,1.0,10.0,39.0,1.0,32.0
213324849.0,3.0,2133248491.0,1.0,13.0,49.0,2.0,40.0,1.0,3.0,1.0,20.0,40.0,1.0,32.0
213324950.0,1.0,2133249502.0,2.0,13.0,50.0,2.0,24.0,1.0,5.0,1.0,3.0,24.0,1.0,32.0
213324950.0,2.0,2133249502.0,2.0,13.0,50.0,2.0,33.0,1.0,23.0,1.0,10.0,33.0,1.0,32.0
213324950.0,3.0,2133249502.0,2.0,13.0,50.0,2.0,29.0,1.0,1.0,1.0,9.0,29.0,1.0,32.0
213324952.0,1.0,2133249523.0,3.0,13.0,52.0,2.0,40.0,1.0,5.0,1.0,4.0,40.0,1.0,32.0
213324952.0,2.0,2133249523.0,3.0,13.0,52.0,2.0,51.0,1.0,23.0,1.0,31.0,51.0,1.0,32.0
213324952.0,3.0,2133249523.0,3.0,13.0,52.0,2.0,36.0,1.0,3.0,1.0,20.0,36.0,1.0,32.0
213335051.0,1.0,2133351514.0,4.0,13.0,51.0,2.0,45.0,1.0,12.0,4.0,22.0,45.0,1.0,33.0
213335051.0,2.0,2133351514.0,4.0,13.0,51.0,2.0,50.0,1.0,5.0,1.0,35.0,50.0,1.0,33.0
213335051.0,3.0,2133351514.0,4.0,13.0,51.0,2.0,30.0,1.0,5.0,1.0,15.0,30.0,1.0,33.0
214345253.0,1.0,2143452531.0,1.0,14.0,53.0,2.0,59.0,1.0,14.0,1.0,28.0,59.0,1.0,34.0
214345253.0,2.0,2143452531.0,1.0,14.0,53.0,2.0,51.0,1.0,12.0,1.0,36.0,51.0,1.0,34.0
214345253.0,3.0,2143452531.0,1.0,14.0,53.0,2.0,46.0,1.0,13.0,1.0,30.0,46.0,1.0,34.0
214355354.0,1.0,2143553542.0,2.0,14.0,54.0,2.0,40.0,1.0,13.0,4.0,20.0,40.0,1.0,35.0
214355354.0,2.0,2143553542.0,2.0,14.0,54.0,2.0,57.0,1.0,5.0,3.0,20.0,57.0,1.0,35.0
214355354.0,3.0,2143553542.0,2.0,14.0,54.0,2.0,63.0,1.0,7.0,5.0,25.0,20.0,1.0,35.0
214365455.0,1.0,2143654553.0,3.0,14.0,55.0,2.0,32.0,1.0,9.0,1.0,22.0,32.0,1.0,36.0
214365455.0,2.0,2143654553.0,3.0,14.0,55.0,2.0,31.0,1.0,8.0,1.0,10.0,31.0,1.0,36.0
214365455.0,3.0,2143654553.0,3.0,14.0,55.0,2.0,35.0,1.0,3.0,1.0,22.0,35.0,1.0,36.0
214375556.0,1.0,2143755564.0,4.0,14.0,56.0,2.0,42.0,1.0,13.0,4.0,20.0,42.0,1.0,37.0
214375556.0,2.0,2143755564.0,4.0,14.0,56.0,2.0,24.0,1.0,8.0,3.0,6.0,24.0,1.0,37.0
214375556.0,3.0,2143755564.0,4.0,14.0,56.0,2.0,32.0,1.0,12.0,1.0,16.0,32.0,1.0,37.0
215385657.0,1.0,2153856571.0,1.0,15.0,57.0,2.0,60.0,1.0,13.0,1.0,40.0,60.0,1.0,38.0
215385657.0,2.0,2153856571.0,1.0,15.0,57.0,2.0,38.0,1.0,10.0,1.0,20.0,38.0,1.0,38.0
215385657.0,3.0,2153856571.0,1.0,15.0,57.0,2.0,30.0,1.0,12.0,1.0,10.0,30.0,1.0,38.0
215395758.0,1.0,2153957582.0,2.0,15.0,58.0,2.0,45.0,1.0,10.0,1.0,10.0,45.0,1.0,39.0
215395758.0,2.0,2153957582.0,2.0,15.0,58.0,2.0,37.0,1.0,14.0,4.0,20.0,37.0,1.0,39.0
215395758.0,3.0,2153957582.0,2.0,15.0,58.0,2.0,35.0,1.0,10.0,3.0,15.0,35.0,1.0,39.0
215395859.0,1.0,2153958593.0,3.0,15.0,59.0,2.0,48.0,1.0,5.0,1.0,15.0,48.0,1.0,39.0
215395859.0,2.0,2153958593.0,3.0,15.0,59.0,2.0,38.0,1.0,10.0,4.0,15.0,0.0,1.0,39.0
215395859.0,3.0,2153958593.0,3.0,15.0,59.0,2.0,50.0,1.0,5.0,1.0,20.0,25.0,1.0,39.0
215405960.0,1.0,2154059604.0,4.0,15.0,60.0,2.0,33.0,1.0,10.0,1.0,25.0,0.0,1.0,40.0
215405960.0,2.0,2154059604.0,4.0,15.0,60.0,2.0,39.0,1.0,4.0,1.0,30.0,15.0,1.0,40.0
215405960.0,3.0,2154059604.0,4.0,15.0,60.0,2.0,35.0,1.0,3.0,1.0,22.0,15.0,1.0,40.0
216416061.0,1.0,2164160611.0,1.0,16.0,61.0,2.0,60.0,1.0,5.0,1.0,40.0,60.0,1.0,41.0
216416061.0,2.0,2164160611.0,1.0,16.0,61.0,2.0,18.0,1.0,1.0,1.0,1.0,18.0,1.0,41.0
216416061.0,3.0,2164160611.0,1.0,16.0,61.0,2.0,42.0,1.0,14.0,4.0,24.0,42.0,1.0,41.0
216416162.0,1.0,2164161622.0,2.0,16.0,62.0,2.0,37.0,1.0,12.0,1.0,8.0,8.0,1.0,41.0
216416162.0,2.0,2164161622.0,2.0,16.0,62.0,2.0,35.0,1.0,23.0,1.0,35.0,35.0,1.0,41.0
216416162.0,3.0,2164161622.0,2.0,16.0,62.0,2.0,35.0,1.0,23.0,1.0,8.0,8.0,1.0,41.0
216426263.0,1.0,2164262633.0,3.0,16.0,63.0,2.0,51.0,1.0,14.0,4.0,28.0,51.0,1.0,42.0
216426263.0,2.0,2164262633.0,3.0,16.0,63.0,2.0,52.0,1.0,23.0,1.0,30.0,52.0,1.0,42.0
216426263.0,3.0,2164262633.0,3.0,16.0,63.0,2.0,44.0,1.0,14.0,4.0,20.0,44.0,1.0,42.0
216436364.0,1.0,2164363644.0,4.0,16.0,64.0,2.0,32.0,1.0,13.0,1.0,12.0,32.0,1.0,43.0
216436364.0,2.0,2164363644.0,4.0,16.0,64.0,2.0,48.0,1.0,0.0,1.0,28.0,48.0,1.0,43.0
216436364.0,3.0,2164363644.0,4.0,16.0,64.0,2.0,65.0,1.0,23.0,1.0,45.0,65.0,1.0,43.0
217446465.0,1.0,2174464651.0,1.0,17.0,65.0,2.0,64.0,1.0,23.0,1.0,40.0,64.0,1.0,44.0
217446465.0,2.0,2174464651.0,1.0,17.0,65.0,2.0,59.0,1.0,23.0,1.0,39.0,59.0,1.0,44.0
217446465.0,3.0,2174464651.0,1.0,17.0,65.0,2.0,62.0,1.0,23.0,1.0,40.0,62.0,1.0,44.0
217446566.0,1.0,2174465662.0,2.0,17.0,66.0,2.0,58.0,1.0,23.0,1.0,20.0,58.0,1.0,44.0
217446566.0,2.0,2174465662.0,2.0,17.0,66.0,2.0,58.0,1.0,3.0,1.0,21.0,58.0,1.0,44.0
217446566.0,3.0,2174465662.0,2.0,17.0,66.0,2.0,29.0,1.0,7.0,3.0,11.0,29.0,1.0,44.0
217446667.0,1.0,2174466673.0,3.0,17.0,67.0,2.0,55.0,1.0,3.0,1.0,3.0,55.0,1.0,44.0
217446667.0,2.0,2174466673.0,3.0,17.0,67.0,2.0,53.0,1.0,23.0,1.0,20.0,53.0,1.0,44.0
217446667.0,3.0,2174466673.0,3.0,17.0,67.0,2.0,59.0,1.0,23.0,1.0,22.0,59.0,1.0,44.0
217456768.0,1.0,2174567684.0,4.0,17.0,68.0,2.0,41.0,1.0,23.0,1.0,20.0,41.0,1.0,45.0
217456768.0,2.0,2174567684.0,4.0,17.0,68.0,2.0,33.0,1.0,10.0,1.0,8.0,33.0,1.0,45.0
217456768.0,3.0,2174567684.0,4.0,17.0,68.0,2.0,55.0,1.0,23.0,1.0,30.0,55.0,1.0,45.0
318466869.0,1.0,3184668691.0,1.0,18.0,69.0,3.0,25.0,1.0,12.0,4.0,2.0,25.0,1.0,46.0
318466869.0,2.0,3184668691.0,1.0,18.0,69.0,3.0,50.0,1.0,8.0,1.0,40.0,50.0,1.0,46.0
318466869.0,3.0,3184668691.0,1.0,18.0,69.0,3.0,35.0,1.0,12.0,1.0,10.0,35.0,1.0,46.0
318466970.0,1.0,3184669702.0,2.0,18.0,70.0,3.0,39.0,1.0,13.0,4.0,10.0,39.0,1.0,46.0
318466970.0,2.0,3184669702.0,2.0,18.0,70.0,3.0,42.0,1.0,12.0,4.0,18.0,42.0,1.0,46.0
318466970.0,3.0,3184669702.0,2.0,18.0,70.0,3.0,27.0,1.0,14.0,3.0,7.0,27.0,1.0,46.0
318467071.0,1.0,3184670713.0,3.0,18.0,71.0,3.0,31.0,1.0,6.0,1.0,8.0,31.0,1.0,46.0
318467071.0,2.0,3184670713.0,3.0,18.0,71.0,3.0,45.0,1.0,13.0,4.0,20.0,45.0,1.0,46.0
