Survey_Round,CID,Community,Tax_ID,Tax_MoVPaid,Tax_MoVPaid_5y,Tax_Rate,Tax_Rate_5y,FID,P_ID,D_ID,T_ID,UC_ID,M_ID
1,107172728,4,3,0,0.0,,,1071727284.0,1,7,17,27,28
1,107172728,4,4,1,1.0,20.0,20.0,1071727284.0,1,7,17,27,28
1,108182829,1,1,1,,,,1081828291.0,1,8,18,28,29
1,108182829,1,2,0,0.0,,,1081828291.0,1,8,18,28,29
1,108182829,1,3,0,0.0,,,1081828291.0,1,8,18,28,29
1,108182829,1,4,0,0.0,,,1081828291.0,1,8,18,28,29
1,108192930,2,1,0,0.0,,,1081929302.0,1,8,19,29,30
1,108192930,2,2,0,0.0,,,1081929302.0,1,8,19,29,30
1,108192930,2,3,0,0.0,,,1081929302.0,1,8,19,29,30
1,108192930,2,4,1,1.0,,,1081929302.0,1,8,19,29,30
1,108203031,3,1,0,0.0,,,1082030313.0,1,8,20,30,31
1,108203031,3,2,0,0.0,,,1082030313.0,1,8,20,30,31
1,108203031,3,3,0,0.0,,,1082030313.0,1,8,20,30,31
1,108203031,3,4,0,0.0,,,1082030313.0,1,8,20,30,31
1,108213132,4,1,1,0.0,,,1082131324.0,1,8,21,31,32
1,108213132,4,2,0,0.0,,,1082131324.0,1,8,21,31,32
1,108213132,4,3,0,0.0,,,1082131324.0,1,8,21,31,32
1,108213132,4,4,1,1.0,,,1082131324.0,1,8,21,31,32
1,109223233,1,1,0,0.0,,,1092232331.0,1,9,22,32,33
1,109223233,1,2,0,0.0,,,1092232331.0,1,9,22,32,33
1,109223233,1,3,0,0.0,,,1092232331.0,1,9,22,32,33
1,109223233,1,4,1,1.0,0.02,0.01,1092232331.0,1,9,22,32,33
1,109223334,2,1,0,0.0,,,1092233342.0,1,9,22,33,34
1,109223334,2,2,0,0.0,,,1092233342.0,1,9,22,33,34
1,109223334,2,3,0,0.0,,,1092233342.0,1,9,22,33,34
1,109223334,2,4,1,1.0,0.6,0.1,1092233342.0,1,9,22,33,34
1,109233435,3,1,1,1.0,2.5,,1092334353.0,1,9,23,34,35
1,109233435,3,2,0,0.0,,,1092334353.0,1,9,23,34,35
1,109233435,3,3,0,0.0,,,1092334353.0,1,9,23,34,35
1,109233435,3,4,1,0.0,2.5,,1092334353.0,1,9,23,34,35
1,109233536,4,1,0,0.0,,,1092335364.0,1,9,23,35,36
1,109233536,4,2,1,1.0,5.0,3.0,1092335364.0,1,9,23,35,36
1,109233536,4,3,0,0.0,,,1092335364.0,1,9,23,35,36
1,109233536,4,4,1,1.0,1.0,0.5,1092335364.0,1,9,23,35,36
1,110243637,1,1,1,1.0,0.0,0.0,1102436371.0,1,10,24,36,37
1,110243637,1,2,0,0.0,,,1102436371.0,1,10,24,36,37
1,110243637,1,3,0,0.0,,,1102436371.0,1,10,24,36,37
1,110243637,1,4,0,0.0,,,1102436371.0,1,10,24,36,37
1,110243738,2,1,0,0.0,,,1102437382.0,1,10,24,37,38
1,110243738,2,2,0,0.0,,,1102437382.0,1,10,24,37,38
1,110243738,2,3,0,0.0,,,1102437382.0,1,10,24,37,38
1,110243738,2,4,1,1.0,17.0,12.0,1102437382.0,1,10,24,37,38
1,110243839,3,1,0,0.0,,,1102438393.0,1,10,24,38,39
1,110243839,3,2,0,0.0,,,1102438393.0,1,10,24,38,39
1,110243839,3,3,0,0.0,,,1102438393.0,1,10,24,38,39
1,110243839,3,4,0,0.0,,,1102438393.0,1,10,24,38,39
1,110253940,4,1,0,0.0,,,1102539404.0,1,10,25,39,40
1,110253940,4,2,1,1.0,,,1102539404.0,1,10,25,39,40
1,110253940,4,3,0,0.0,,,1102539404.0,1,10,25,39,40
1,110253940,4,4,1,1.0,,,1102539404.0,1,10,25,39,40
1,111264041,1,1,0,0.0,,,1112640411.0,1,11,26,40,41
1,111264041,1,2,0,0.0,,,1112640411.0,1,11,26,40,41
1,111264041,1,3,0,0.0,,,1112640411.0,1,11,26,40,41
1,111264041,1,4,0,0.0,,,1112640411.0,1,11,26,40,41
1,111274142,2,1,0,0.0,,,1112741422.0,1,11,27,41,42
1,111274142,2,2,0,0.0,,,1112741422.0,1,11,27,41,42
1,111274142,2,3,0,0.0,,,1112741422.0,1,11,27,41,42
1,111274142,2,4,0,0.0,,,1112741422.0,1,11,27,41,42
1,111274243,3,1,0,0.0,,,1112742433.0,1,11,27,42,43
1,111274243,3,2,0,0.0,,,1112742433.0,1,11,27,42,43
1,111274243,3,3,0,0.0,,,1112742433.0,1,11,27,42,43
1,111274243,3,4,0,0.0,,,1112742433.0,1,11,27,42,43
1,111284344,4,1,0,0.0,,,1112843444.0,1,11,28,43,44
1,111284344,4,2,0,0.0,,,1112843444.0,1,11,28,43,44
1,111284344,4,3,0,0.0,,,1112843444.0,1,11,28,43,44
1,111284344,4,4,0,0.0,,,1112843444.0,1,11,28,43,44
1,112294445,1,1,0,0.0,,,1122944451.0,1,12,29,44,45
1,112294445,1,2,0,0.0,,,1122944451.0,1,12,29,44,45
1,112294445,1,3,0,0.0,,,1122944451.0,1,12,29,44,45
1,112294445,1,4,0,0.0,,,1122944451.0,1,12,29,44,45
1,112304546,2,1,0,0.0,,,1123045462.0,1,12,30,45,46
1,112304546,2,2,1,1.0,2.0,,1123045462.0,1,12,30,45,46
1,112304546,2,3,0,0.0,,,1123045462.0,1,12,30,45,46
1,112304546,2,4,0,0.0,,,1123045462.0,1,12,30,45,46
1,112304647,3,1,0,0.0,,,1123046473.0,1,12,30,46,47
1,112304647,3,2,0,0.0,,,1123046473.0,1,12,30,46,47
1,112304647,3,3,0,0.0,,,1123046473.0,1,12,30,46,47
1,112304647,3,4,0,0.0,,,1123046473.0,1,12,30,46,47
1,112314748,4,1,0,0.0,,,1123147484.0,1,12,31,47,48
1,112314748,4,2,0,0.0,,,1123147484.0,1,12,31,47,48
1,112314748,4,3,0,0.0,,,1123147484.0,1,12,31,47,48
1,112314748,4,4,0,0.0,,,1123147484.0,1,12,31,47,48
1,213324849,1,1,0,0.0,,,2133248491.0,2,13,32,48,49
1,213324849,1,2,0,0.0,,,2133248491.0,2,13,32,48,49
1,213324849,1,3,0,0.0,,,2133248491.0,2,13,32,48,49
1,213324849,1,4,0,0.0,,,2133248491.0,2,13,32,48,49
1,213324950,2,1,0,0.0,,,2133249502.0,2,13,32,49,50
1,213324950,2,2,0,0.0,,,2133249502.0,2,13,32,49,50
1,213324950,2,3,0,0.0,,,2133249502.0,2,13,32,49,50
1,213324950,2,4,0,0.0,,,2133249502.0,2,13,32,49,50
1,213324952,3,1,1,1.0,,,2133249523.0,2,13,32,49,52
1,213324952,3,2,1,1.0,,,2133249523.0,2,13,32,49,52
1,213324952,3,3,0,0.0,,,2133249523.0,2,13,32,49,52
1,213324952,3,4,1,1.0,,,2133249523.0,2,13,32,49,52
1,213335051,4,1,0,0.0,,,2133351514.0,2,13,33,50,51
1,213335051,4,2,0,0.0,,,2133351514.0,2,13,33,50,51
1,213335051,4,3,0,0.0,,,2133351514.0,2,13,33,50,51
1,213335051,4,4,0,0.0,,,2133351514.0,2,13,33,50,51
1,214345253,1,1,0,0.0,,,2143452531.0,2,14,34,52,53
1,214345253,1,2,0,0.0,,,2143452531.0,2,14,34,52,53
1,214345253,1,3,0,0.0,,,2143452531.0,2,14,34,52,53
1,214345253,1,4,0,0.0,,,2143452531.0,2,14,34,52,53
1,214355354,2,1,0,0.0,,,2143553542.0,2,14,35,53,54
1,214355354,2,2,0,0.0,,,2143553542.0,2,14,35,53,54
1,214355354,2,3,0,0.0,,,2143553542.0,2,14,35,53,54
1,214355354,2,4,0,0.0,,,2143553542.0,2,14,35,53,54
1,214365455,3,1,0,0.0,,,2143654553.0,2,14,36,54,55
1,214365455,3,2,0,0.0,,,2143654553.0,2,14,36,54,55
1,214365455,3,3,0,0.0,,,2143654553.0,2,14,36,54,55
1,214365455,3,4,0,0.0,,,2143654553.0,2,14,36,54,55
1,214375556,4,1,0,0.0,,,2143755564.0,2,14,37,55,56
1,214375556,4,2,0,0.0,,,2143755564.0,2,14,37,55,56
1,214375556,4,3,0,0.0,,,2143755564.0,2,14,37,55,56
1,214375556,4,4,0,0.0,,,2143755564.0,2,14,37,55,56
1,215385657,1,1,0,0.0,,,2153856571.0,2,15,38,56,57
1,215385657,1,2,0,0.0,,,2153856571.0,2,15,38,56,57
1,215385657,1,3,0,0.0,,,2153856571.0,2,15,38,56,57
1,215385657,1,4,0,0.0,,,2153856571.0,2,15,38,56,57
1,215395758,2,1,0,0.0,,,2153957582.0,2,15,39,57,58
1,215395758,2,2,0,0.0,,,2153957582.0,2,15,39,57,58
1,215395758,2,3,0,0.0,,,2153957582.0,2,15,39,57,58
1,215395758,2,4,0,0.0,,,2153957582.0,2,15,39,57,58
1,215395859,3,1,0,0.0,,,2153958593.0,2,15,39,58,59
1,215395859,3,2,0,0.0,,,2153958593.0,2,15,39,58,59
1,215395859,3,3,0,0.0,,,2153958593.0,2,15,39,58,59
1,215395859,3,4,0,0.0,,,2153958593.0,2,15,39,58,59
1,215405960,4,1,0,0.0,,,2154059604.0,2,15,40,59,60
1,215405960,4,2,0,0.0,,,2154059604.0,2,15,40,59,60
1,215405960,4,3,0,0.0,,,2154059604.0,2,15,40,59,60
1,215405960,4,4,0,0.0,,,2154059604.0,2,15,40,59,60
1,216416061,1,1,0,0.0,,,2164160611.0,2,16,41,60,61
1,216416061,1,2,0,0.0,,,2164160611.0,2,16,41,60,61
1,216416061,1,3,0,0.0,,,2164160611.0,2,16,41,60,61
1,216416061,1,4,0,0.0,,,2164160611.0,2,16,41,60,61
1,216416162,2,1,0,0.0,,,2164161622.0,2,16,41,61,62
1,216416162,2,2,0,0.0,,,2164161622.0,2,16,41,61,62
1,216416162,2,3,0,0.0,,,2164161622.0,2,16,41,61,62
1,216416162,2,4,0,0.0,,,2164161622.0,2,16,41,61,62
1,216426263,3,1,0,0.0,,,2164262633.0,2,16,42,62,63
1,216426263,3,2,0,0.0,,,2164262633.0,2,16,42,62,63
1,216426263,3,3,0,0.0,,,2164262633.0,2,16,42,62,63
1,216426263,3,4,0,0.0,,,2164262633.0,2,16,42,62,63
1,216436364,4,1,0,0.0,,,2164363644.0,2,16,43,63,64
1,216436364,4,2,0,0.0,,,2164363644.0,2,16,43,63,64
1,216436364,4,3,0,0.0,,,2164363644.0,2,16,43,63,64
1,216436364,4,4,0,0.0,,,2164363644.0,2,16,43,63,64
1,217446465,1,1,0,0.0,,,2174464651.0,2,17,44,64,65
1,217446465,1,2,0,0.0,,,2174464651.0,2,17,44,64,65
1,217446465,1,3,0,0.0,,,2174464651.0,2,17,44,64,65
1,217446465,1,4,0,0.0,,,2174464651.0,2,17,44,64,65
1,217446566,2,1,0,0.0,,,2174465662.0,2,17,44,65,66
1,217446566,2,2,0,0.0,,,2174465662.0,2,17,44,65,66
1,217446566,2,3,0,0.0,,,2174465662.0,2,17,44,65,66
1,217446566,2,4,0,0.0,,,2174465662.0,2,17,44,65,66
1,217446667,3,1,1,1.0,10.0,7.0,2174466673.0,2,17,44,66,67
1,217446667,3,2,1,1.0,4.0,6.0,2174466673.0,2,17,44,66,67
1,217446667,3,3,0,0.0,,,2174466673.0,2,17,44,66,67
1,217446667,3,4,1,1.0,12.0,4.0,2174466673.0,2,17,44,66,67
1,217456768,4,1,0,0.0,,,2174567684.0,2,17,45,67,68
1,217456768,4,2,0,0.0,,,2174567684.0,2,17,45,67,68
1,217456768,4,3,0,0.0,,,2174567684.0,2,17,45,67,68
1,217456768,4,4,0,0.0,,,2174567684.0,2,17,45,67,68
1,318466869,1,1,0,0.0,,,3184668691.0,3,18,46,68,69
1,318466869,1,2,0,0.0,,,3184668691.0,3,18,46,68,69
1,318466869,1,3,0,0.0,,,3184668691.0,3,18,46,68,69
1,318466869,1,4,1,1.0,10.0,10.0,3184668691.0,3,18,46,68,69
1,318466970,2,1,0,0.0,,,3184669702.0,3,18,46,69,70
1,318466970,2,2,0,0.0,,,3184669702.0,3,18,46,69,70
1,318466970,2,3,0,0.0,,,3184669702.0,3,18,46,69,70
1,318466970,2,4,0,0.0,,,3184669702.0,3,18,46,69,70
1,318467071,3,1,0,0.0,,,3184670713.0,3,18,46,70,71
1,318467071,3,2,0,0.0,,,3184670713.0,3,18,46,70,71
1,318467071,3,3,0,0.0,,,3184670713.0,3,18,46,70,71
1,318467071,3,4,0,0.0,,,3184670713.0,3,18,46,70,71
1,318467172,4,1,0,0.0,,,3184671724.0,3,18,46,71,72
1,318467172,4,2,0,0.0,,,3184671724.0,3,18,46,71,72
1,318467172,4,3,0,0.0,,,3184671724.0,3,18,46,71,72
1,318467172,4,4,0,0.0,,,3184671724.0,3,18,46,71,72
1,319477273,1,1,0,0.0,,,3194772731.0,3,19,47,72,73
1,319477273,1,2,0,0.0,,,3194772731.0,3,19,47,72,73
1,319477273,1,3,0,0.0,,,3194772731.0,3,19,47,72,73
1,319477273,1,4,0,0.0,,,3194772731.0,3,19,47,72,73
1,319477274,2,1,0,0.0,,,3194772742.0,3,19,47,72,74
1,319477274,2,2,0,0.0,,,3194772742.0,3,19,47,72,74
1,319477274,2,3,0,0.0,,,3194772742.0,3,19,47,72,74
1,319477274,2,4,0,0.0,,,3194772742.0,3,19,47,72,74
1,319477375,3,1,0,0.0,,,3194773753.0,3,19,47,73,75
1,319477375,3,2,0,0.0,,,3194773753.0,3,19,47,73,75
1,319477375,3,3,0,0.0,,,3194773753.0,3,19,47,73,75
1,319477375,3,4,0,0.0,,,3194773753.0,3,19,47,73,75
1,319487476,4,1,0,0.0,,,3194874764.0,3,19,48,74,76
1,319487476,4,2,0,0.0,,,3194874764.0,3,19,48,74,76
1,319487476,4,3,0,0.0,,,3194874764.0,3,19,48,74,76
1,319487476,4,4,0,0.0,,,3194874764.0,3,19,48,74,76
