CID,FID,BE_AME_Tax,BE_AME_Tax_5y,BE_ASE_Tax,BE_ASE_Tax_5y,BE_ATE_Tax,BE_ATE_Tax_5y,BE_NFE_LisNoA,BE_NFE_LisNoA_5y,BE_NFE_PTOCost,BE_NFE_PTOCost_5y,BE_NFE_PrmNoA_5y,BE_NFE_Prm_NoA,BE_NFE_TimeLTO,BE_NFE_TimeLTO_5y,BE_NFE_TimePTO,BE_NFE_TimePTO_5y,BE_NFE_TimeReg,BE_NFE_TimeReg_5y,BE_SoNFE,BE_SoNFE_5y,BE_SoNFE_PrmLis,BO_BAABEst_T,BO_BAAB_AS,BO_BAAB_CDP,BO_BAAB_IGP,BO_BAAB_IOG,BO_BAAB_IOP,BO_BAAB_LG,BO_BAAB_RD,BO_BAAB_T,BO_BAOSEst_T,BO_BAOS_AS,BO_BAOS_CDP,BO_BAOS_IGP,BO_BAOS_IOG,BO_BAOS_IOP,BO_BAOS_LG,BO_BAOS_RD,BO_BAOS_T,BO_COCEst_T,BO_COC_AS,BO_COC_CDP,BO_COC_IGP,BO_COC_IOG,BO_COC_IOP,BO_COC_LG,BO_COC_RD,BO_COC_T,Community,Const_ID,Const_MI,Const_Main,Const_SMI,D_ID,M_ID,P_ID,Serv_AffEnt,Serv_Avl_1hrs,Serv_DemEnt,Serv_EntT,Serv_EntT_FA_y,Serv_Name,Survey_Round,T_ID,UC_ID,Unnamed: 0,VE_NFE_URP
103061011.0,1030610113.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1985.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,153.0,1.0,10.0,1.0,78.0,286.0,26.0,3.0,4.0,1.0,4.0,7978.0,28.0,26.0,156.0,260.0,16325.0,0.0
103071112.0,1030711124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,153.0,1.0,7.0,1.0,78.0,312.0,26.0,0.0,0.0,0.0,0.0,0.0,28.0,26.0,182.0,286.0,16665.0,0.0
104081213.0,1040812131.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,153.0,1.0,7.0,1.0,104.0,338.0,26.0,4.0,4.0,5.0,4.0,7968.0,28.0,26.0,208.0,312.0,17005.0,0.0
104081314.0,1040813142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,153.0,1.0,7.0,1.0,104.0,364.0,26.0,3.0,4.0,3.0,4.0,7964.0,28.0,26.0,208.0,338.0,17345.0,0.0
104081415.0,1040814153.0,0.0,2.0,0.0,2.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,153.0,1.0,9.0,1.0,104.0,390.0,26.0,2.0,2.0,4.0,2.0,4000.0,28.0,26.0,208.0,364.0,17685.0,0.0
104091516.0,1040915164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,153.0,1.0,6.0,1.0,104.0,416.0,26.0,5.0,5.0,5.0,5.0,9954.0,28.0,26.0,234.0,390.0,18025.0,0.0
105101617.0,1051016171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,153.0,1.0,14.0,1.0,130.0,442.0,26.0,1.0,4.0,1.0,4.0,0.0,28.0,26.0,260.0,416.0,18365.0,0.0
105101718.0,1051017182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,153.0,1.0,13.0,1.0,130.0,468.0,26.0,2.0,4.0,0.0,4.0,0.0,28.0,26.0,260.0,442.0,18705.0,1.0
105111819.0,1051118193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,153.0,1.0,15.0,1.0,130.0,494.0,26.0,1.0,4.0,3.0,4.0,1989.0,28.0,26.0,286.0,468.0,19045.0,0.0
105121920.0,1051219204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,153.0,1.0,15.0,1.0,130.0,520.0,26.0,1.0,4.0,3.0,4.0,1989.0,28.0,26.0,312.0,494.0,19385.0,0.0
106132021.0,1061320211.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,153.0,1.0,3.0,1.0,156.0,546.0,26.0,0.0,0.0,0.0,0.0,0.0,28.0,26.0,338.0,520.0,19725.0,0.0
106132122.0,1061321222.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,153.0,1.0,2.0,1.0,156.0,572.0,26.0,0.0,0.0,0.0,0.0,0.0,28.0,26.0,338.0,546.0,20065.0,0.0
106142223.0,1061422233.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,153.0,1.0,2.0,1.0,156.0,598.0,26.0,0.0,0.0,0.0,0.0,0.0,28.0,26.0,364.0,572.0,20405.0,0.0
106142324.0,1061423244.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,153.0,1.0,2.0,1.0,156.0,624.0,26.0,0.0,0.0,1.0,0.0,0.0,28.0,26.0,364.0,598.0,20745.0,0.0
107152425.0,1071524251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,153.0,1.0,10.0,1.0,182.0,650.0,26.0,0.0,0.0,2.0,0.0,0.0,28.0,26.0,390.0,624.0,21085.0,0.0
107162526.0,1071625262.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,153.0,1.0,11.0,1.0,182.0,676.0,26.0,0.0,0.0,2.0,0.0,0.0,28.0,26.0,416.0,650.0,21425.0,0.0
107162627.0,1071626273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,153.0,1.0,10.0,1.0,182.0,702.0,26.0,0.0,0.0,2.0,0.0,0.0,28.0,26.0,416.0,676.0,21765.0,0.0
107172728.0,1071727284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,153.0,1.0,11.0,1.0,182.0,728.0,26.0,0.0,0.0,2.0,0.0,0.0,28.0,26.0,442.0,702.0,22105.0,0.0
108182829.0,1081828291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,153.0,1.0,9.0,1.0,208.0,754.0,26.0,0.0,0.0,0.0,0.0,0.0,28.0,26.0,468.0,728.0,22445.0,0.0
108192930.0,1081929302.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,153.0,1.0,13.0,1.0,208.0,780.0,26.0,0.0,7.0,2.0,7.0,0.0,28.0,26.0,494.0,754.0,22785.0,0.0
108203031.0,1082030313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,153.0,1.0,10.0,1.0,208.0,806.0,26.0,0.0,0.0,0.0,1.0,0.0,28.0,26.0,520.0,780.0,23125.0,0.0
108213132.0,1082131324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,153.0,1.0,11.0,1.0,208.0,832.0,26.0,0.0,0.0,0.0,0.0,0.0,28.0,26.0,546.0,806.0,23465.0,0.0
109223233.0,1092232331.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70000.0,1.0,0.0,1982.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1985.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1997.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,26.0,153.0,1.0,3.0,1.0,234.0,858.0,26.0,1.0,6.0,1.0,6.0,11947.0,28.0,26.0,572.0,832.0,23805.0,0.0
109223334.0,1092233342.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,153.0,1.0,6.0,1.0,234.0,884.0,26.0,2.0,7.0,2.0,7.0,0.0,28.0,26.0,572.0,858.0,24145.0,0.0
109233435.0,1092334353.0,1.0,3.0,1.7000000476837158,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,78.0,153.0,1.0,6.0,1.0,234.0,910.0,26.0,1.0,7.0,0.0,7.0,0.0,28.0,26.0,598.0,884.0,24485.0,0.0
109233536.0,1092335364.0,5.0,2.0,10.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,104.0,153.0,1.0,5.0,1.0,234.0,936.0,26.0,3.0,5.0,4.0,5.0,9958.0,28.0,26.0,598.0,910.0,24825.0,0.0
110243637.0,1102436371.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,153.0,1.0,2.0,1.0,260.0,962.0,26.0,0.0,1.0,0.0,2.0,2005.0,28.0,26.0,624.0,936.0,25165.0,0.0
110243738.0,1102437382.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,153.0,1.0,11.0,1.0,260.0,988.0,26.0,0.0,7.0,7.0,7.0,13923.0,28.0,26.0,624.0,962.0,25505.0,0.0
110243839.0,1102438393.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,153.0,1.0,17.0,1.0,260.0,1014.0,26.0,0.0,7.0,7.0,7.0,13923.0,28.0,26.0,624.0,988.0,25845.0,0.0
110253940.0,1102539404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,153.0,1.0,16.0,1.0,260.0,1040.0,26.0,0.0,7.0,7.0,7.0,13923.0,28.0,26.0,650.0,1014.0,26185.0,0.0
111264041.0,1112640411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,26.0,153.0,1.0,4.0,1.0,286.0,1066.0,26.0,2.0,3.0,0.0,3.0,3978.0,28.0,26.0,676.0,1040.0,26525.0,0.0
111274142.0,1112741422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,153.0,1.0,10.0,1.0,286.0,1092.0,26.0,0.0,0.0,7.0,0.0,0.0,28.0,26.0,702.0,1066.0,26865.0,0.0
111274243.0,1112742433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,153.0,1.0,7.0,1.0,286.0,1118.0,26.0,1.0,1.0,0.0,1.0,1989.0,28.0,26.0,702.0,1092.0,27205.0,0.0
111284344.0,1112843444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,153.0,1.0,7.0,1.0,286.0,1144.0,26.0,0.0,2.0,0.0,2.0,3989.0,28.0,26.0,728.0,1118.0,27545.0,0.0
